timestamp,acc_x,acc_y,acc_z
71836,0.1128,-0.7815,-0.5537
71965,0.1145,-0.7805,-0.5564
71975,0.1144,-0.7805,-0.5564
71991,0.1143,-0.7805,-0.5564
72007,0.1140,-0.7805,-0.5563
72023,0.1138,-0.7806,-0.5559
72041,0.1134,-0.7809,-0.5549
72051,0.1133,-0.7810,-0.5546
72059,0.1133,-0.7811,-0.5541
72075,0.1130,-0.7816,-0.5532
72091,0.1129,-0.7819,-0.5525
72125,0.1128,-0.7825,-0.5515
72141,0.1128,-0.7826,-0.5515
72172,0.1127,-0.7825,-0.5524
72182,0.1125,-0.7823,-0.5532
72196,0.1125,-0.7823,-0.5538
72212,0.1125,-0.7821,-0.5552
72227,0.1127,-0.7817,-0.5566
72238,0.1129,-0.7815,-0.5580
72248,0.1130,-0.7814,-0.5586
72258,0.1132,-0.7814,-0.5591
72274,0.1135,-0.7811,-0.5598
72301,0.1139,-0.7811,-0.5601
72317,0.1143,-0.7815,-0.5596
72333,0.1147,-0.7821,-0.5587
72349,0.1156,-0.7832,-0.5574
72365,0.1166,-0.7847,-0.5555
72375,0.1169,-0.7855,-0.5546
72391,0.1176,-0.7875,-0.5522
72407,0.1176,-0.7892,-0.5496
72423,0.1167,-0.7908,-0.5468
72441,0.1155,-0.7917,-0.5441
72482,0.1125,-0.7917,-0.5391
72498,0.1124,-0.7909,-0.5385
72525,0.1139,-0.7888,-0.5397
72541,0.1158,-0.7876,-0.5417
72557,0.1182,-0.7869,-0.5442
72565,0.1195,-0.7870,-0.5454
72575,0.1207,-0.7874,-0.5466
72586,0.1232,-0.7891,-0.5485
72602,0.1254,-0.7915,-0.5491
72628,0.1278,-0.7952,-0.5480
72644,0.1288,-0.7969,-0.5458
72662,0.1293,-0.7977,-0.5427
72678,0.1296,-0.7981,-0.5386
72694,0.1298,-0.7987,-0.5333
72721,0.1306,-0.8010,-0.5236
72737,0.1320,-0.8041,-0.5161
72753,0.1340,-0.8087,-0.5082
72788,0.1404,-0.8217,-0.4926
72798,0.1445,-0.8291,-0.4857
72814,0.1467,-0.8328,-0.4825
72830,0.1512,-0.8397,-0.4769
72846,0.1555,-0.8453,-0.4719
72860,0.1593,-0.8494,-0.4672
72906,0.1637,-0.8535,-0.4480
72915,0.1636,-0.8535,-0.4430
72936,0.1633,-0.8536,-0.4309
72952,0.1636,-0.8540,-0.4152
72968,0.1652,-0.8549,-0.3951
72984,0.1683,-0.8566,-0.3701
72994,0.1707,-0.8578,-0.3556
73010,0.1771,-0.8613,-0.3219
73026,0.1862,-0.8665,-0.2821
73042,0.1979,-0.8734,-0.2367
73060,0.2124,-0.8820,-0.1874
73100,0.2587,-0.9087,-0.0723
73110,0.2688,-0.9141,-0.0558
73157,0.3203,-0.9237,-0.0480
73174,0.3289,-0.9125,-0.0856
73182,0.3308,-0.9037,-0.1116
73192,0.3311,-0.8933,-0.1420
73203,0.3263,-0.8679,-0.2136
73211,0.3214,-0.8536,-0.2539
73226,0.3148,-0.8387,-0.2964
73241,0.2974,-0.8085,-0.3851
73259,0.2625,-0.7672,-0.5194
73275,0.2493,-0.7556,-0.5621
73291,0.2219,-0.7369,-0.6418
73307,0.1948,-0.7246,-0.7108
73317,0.1694,-0.7191,-0.7666
73344,0.1362,-0.7230,-0.8223
73360,0.1179,-0.7325,-0.8401
73372,0.1099,-0.7390,-0.8434
73394,0.0896,-0.7622,-0.8340
73404,0.0841,-0.7705,-0.8254
73420,0.0742,-0.7865,-0.8021
73436,0.0659,-0.8005,-0.7731
73447,0.0621,-0.8064,-0.7572
73465,0.0529,-0.8184,-0.7081
73481,0.0504,-0.8206,-0.6769
73497,0.0469,-0.8221,-0.6624
73513,0.0453,-0.8210,-0.6361
73523,0.0454,-0.8177,-0.6138
73550,0.0485,-0.8104,-0.5872
73566,0.0516,-0.8049,-0.5730
73580,0.0532,-0.8022,-0.5668
73598,0.0583,-0.7950,-0.5504
73614,0.0615,-0.7916,-0.5410
73629,0.0631,-0.7904,-0.5367
73645,0.0659,-0.7891,-0.5287
73663,0.0697,-0.7897,-0.5186
73678,0.0708,-0.7904,-0.5156
73719,0.0759,-0.7972,-0.5049
73759,0.0797,-0.8059,-0.5000
73775,0.0804,-0.8086,-0.4991
73786,0.0806,-0.8105,-0.4987
73796,0.0804,-0.8110,-0.4984
73812,0.0797,-0.8113,-0.4979
73828,0.0786,-0.8108,-0.4973
73843,0.0780,-0.8103,-0.4969
73861,0.0763,-0.8088,-0.4960
73874,0.0759,-0.8085,-0.4957
73890,0.0756,-0.8080,-0.4952
73906,0.0759,-0.8081,-0.4951
73924,0.0768,-0.8087,-0.4951
73939,0.0781,-0.8099,-0.4955
73955,0.0797,-0.8114,-0.4958
73971,0.0817,-0.8132,-0.4965
74048,0.0918,-0.8214,-0.5005
74058,0.0940,-0.8229,-0.5015
74074,0.0951,-0.8239,-0.5023
74090,0.0967,-0.8243,-0.5027
74105,0.0980,-0.8248,-0.5032
74123,0.0990,-0.8250,-0.5033
74141,0.1000,-0.8248,-0.5028
74152,0.1003,-0.8248,-0.5026
74168,0.1011,-0.8247,-0.5018
74214,0.1040,-0.8251,-0.4984
74230,0.1045,-0.8252,-0.4976
74247,0.1052,-0.8252,-0.4958
74255,0.1056,-0.8252,-0.4941
74270,0.1062,-0.8252,-0.4933
74285,0.1066,-0.8251,-0.4919
74320,0.1069,-0.8250,-0.4907
74330,0.1067,-0.8248,-0.4910
74347,0.1063,-0.8247,-0.4917
74363,0.1057,-0.8243,-0.4928
74375,0.1052,-0.8242,-0.4934
74409,0.1030,-0.8230,-0.4963
74425,0.1019,-0.8223,-0.4979
74441,0.1011,-0.8217,-0.4995
74459,0.1003,-0.8210,-0.5009
74470,0.0996,-0.8206,-0.5020
74485,0.0994,-0.8203,-0.5023
74501,0.0989,-0.8199,-0.5027
74517,0.0985,-0.8197,-0.5026
74527,0.0984,-0.8195,-0.5022
74543,0.0984,-0.8193,-0.5018
74553,0.0985,-0.8192,-0.5009
74568,0.0986,-0.8192,-0.5004
74583,0.0990,-0.8195,-0.4991
74610,0.1002,-0.8203,-0.4967
74652,0.1029,-0.8219,-0.4955
74668,0.1041,-0.8224,-0.4960
74684,0.1055,-0.8228,-0.4971
74699,0.1061,-0.8229,-0.4978
74715,0.1073,-0.8231,-0.4994
74725,0.1083,-0.8234,-0.5010
74740,0.1086,-0.8235,-0.5018
74758,0.1093,-0.8237,-0.5037
74769,0.1094,-0.8239,-0.5040
74803,0.1089,-0.8236,-0.5046
74819,0.1084,-0.8232,-0.5042
74835,0.1075,-0.8226,-0.5033
74853,0.1068,-0.8218,-0.5022
74869,0.1061,-0.8210,-0.5009
74881,0.1055,-0.8204,-0.4995
74897,0.1052,-0.8202,-0.4989
74915,0.1049,-0.8198,-0.4974
74946,0.1051,-0.8201,-0.4968
74965,0.1060,-0.8208,-0.4973
75016,0.1082,-0.8224,-0.5005
75025,0.1085,-0.8228,-0.5011
75041,0.1093,-0.8234,-0.5022
75054,0.1100,-0.8237,-0.5029
75066,0.1101,-0.8240,-0.5032
75082,0.1104,-0.8241,-0.5032
75098,0.1104,-0.8240,-0.5026
75116,0.1101,-0.8236,-0.5013
75131,0.1096,-0.8231,-0.4996
75147,0.1093,-0.8228,-0.4977
75165,0.1090,-0.8223,-0.4957
75212,0.1088,-0.8218,-0.4915
75254,0.1088,-0.8219,-0.4913
75264,0.1088,-0.8219,-0.4917
75272,0.1089,-0.8219,-0.4923
75288,0.1090,-0.8218,-0.4941
75304,0.1094,-0.8218,-0.4963
75320,0.1097,-0.8218,-0.4988
75330,0.1099,-0.8218,-0.5000
75346,0.1102,-0.8219,-0.5023
75362,0.1105,-0.8221,-0.5040
75372,0.1105,-0.8223,-0.5048
75386,0.1106,-0.8224,-0.5055
75413,0.1104,-0.8225,-0.5054
75429,0.1102,-0.8225,-0.5044
75445,0.1099,-0.8223,-0.5029
75463,0.1096,-0.8219,-0.5011
75479,0.1093,-0.8214,-0.4989
75495,0.1090,-0.8210,-0.4967
75511,0.1089,-0.8207,-0.4948
75529,0.1089,-0.8207,-0.4930
75560,0.1091,-0.8212,-0.4911
75578,0.1093,-0.8217,-0.4910
75612,0.1096,-0.8225,-0.4924
75628,0.1100,-0.8226,-0.4938
75644,0.1102,-0.8226,-0.4954
75662,0.1106,-0.8224,-0.4969
75678,0.1107,-0.8220,-0.4983
75694,0.1108,-0.8217,-0.4995
75710,0.1110,-0.8213,-0.5005
75721,0.1110,-0.8210,-0.5011
75731,0.1110,-0.8210,-0.5012
75747,0.1110,-0.8210,-0.5015
75763,0.1110,-0.8212,-0.5012
75781,0.1110,-0.8213,-0.5007
75815,0.1108,-0.8214,-0.4991
75831,0.1107,-0.8213,-0.4983
75862,0.1107,-0.8207,-0.4968
75872,0.1107,-0.8206,-0.4966
75888,0.1107,-0.8202,-0.4963
75901,0.1107,-0.8199,-0.4963
75917,0.1107,-0.8197,-0.4966
75935,0.1108,-0.8192,-0.4974
75951,0.1110,-0.8191,-0.4983
75967,0.1112,-0.8191,-0.4988
75986,0.1117,-0.8196,-0.5002
76029,0.1128,-0.8210,-0.5017
76045,0.1133,-0.8217,-0.5017
76063,0.1138,-0.8221,-0.5013
76074,0.1140,-0.8224,-0.5011
76090,0.1144,-0.8228,-0.5004
76106,0.1146,-0.8230,-0.4996
76127,0.1146,-0.8229,-0.4987
76170,0.1141,-0.8223,-0.4983
76218,0.1132,-0.8214,-0.5013
76234,0.1125,-0.8212,-0.5031
76251,0.1118,-0.8208,-0.5049
76259,0.1113,-0.8207,-0.5060
76275,0.1101,-0.8203,-0.5081
76291,0.1086,-0.8201,-0.5106
76307,0.1068,-0.8198,-0.5135
76317,0.1058,-0.8196,-0.5154
76333,0.1038,-0.8192,-0.5195
76349,0.1016,-0.8186,-0.5248
76365,0.0991,-0.8179,-0.5310
76383,0.0966,-0.8171,-0.5382
76393,0.0955,-0.8168,-0.5421
76407,0.0933,-0.8162,-0.5505
76423,0.0916,-0.8158,-0.5594
76439,0.0906,-0.8156,-0.5681
76488,0.0918,-0.8168,-0.5876
76504,0.0933,-0.8179,-0.5898
76514,0.0941,-0.8186,-0.5900
76530,0.0959,-0.8199,-0.5879
76546,0.0979,-0.8215,-0.5829
76562,0.1000,-0.8230,-0.5753
76580,0.1023,-0.8243,-0.5656
76598,0.1046,-0.8254,-0.5542
76614,0.1073,-0.8260,-0.5421
76630,0.1102,-0.8262,-0.5299
76675,0.1183,-0.8256,-0.5000
76684,0.1208,-0.8258,-0.4885
76700,0.1219,-0.8263,-0.4829
76715,0.1237,-0.8280,-0.4719
76731,0.1248,-0.8306,-0.4612
76742,0.1256,-0.8342,-0.4512
76773,0.1268,-0.8406,-0.4377
76783,0.1278,-0.8448,-0.4302
76801,0.1288,-0.8488,-0.4236
76817,0.1298,-0.8519,-0.4178
76833,0.1304,-0.8546,-0.4126
76867,0.1290,-0.8577,-0.4021
76883,0.1270,-0.8584,-0.3962
76899,0.1240,-0.8586,-0.3900
76911,0.1222,-0.8588,-0.3868
76921,0.1201,-0.8588,-0.3837
76937,0.1156,-0.8590,-0.3774
76953,0.1110,-0.8593,-0.3718
76969,0.1064,-0.8597,-0.3671
76987,0.1024,-0.8606,-0.3633
77006,0.0980,-0.8622,-0.3599
77021,0.0970,-0.8629,-0.3593
77037,0.0959,-0.8644,-0.3586
77048,0.0957,-0.8661,-0.3586
77118,0.1022,-0.8750,-0.3585
77131,0.1050,-0.8779,-0.3575
77147,0.1077,-0.8810,-0.3560
77163,0.1100,-0.8839,-0.3539
77179,0.1117,-0.8867,-0.3513
77189,0.1122,-0.8879,-0.3497
77197,0.1124,-0.8892,-0.3481
77208,0.1124,-0.8901,-0.3463
77223,0.1113,-0.8918,-0.3425
