timestamp,acc_x,acc_y,acc_z
756683,-0.0002,-0.9232,-0.2729
757822,-0.0540,-0.9434,-0.2795
758008,0.0388,-0.9277,-0.1648
758018,0.0378,-0.9315,-0.1627
758036,0.0337,-0.9382,-0.1594
758052,0.0271,-0.9431,-0.1576
758068,0.0184,-0.9451,-0.1573
758102,-0.0016,-0.9388,-0.1635
758118,-0.0114,-0.9315,-0.1699
758151,-0.0260,-0.9144,-0.1887
758161,-0.0299,-0.9077,-0.2006
758176,-0.0308,-0.9055,-0.2069
758191,-0.0303,-0.9038,-0.2201
758206,-0.0266,-0.9062,-0.2336
758214,-0.0237,-0.9091,-0.2405
758225,-0.0201,-0.9128,-0.2472
758242,-0.0109,-0.9230,-0.2601
758257,0.0004,-0.9362,-0.2725
758272,0.0126,-0.9508,-0.2834
758283,0.0244,-0.9653,-0.2926
758310,0.0383,-0.9829,-0.3011
758326,0.0435,-0.9895,-0.3022
758339,0.0444,-0.9910,-0.3013
758356,0.0431,-0.9899,-0.2965
758372,0.0378,-0.9838,-0.2883
758388,0.0297,-0.9735,-0.2780
758404,0.0198,-0.9606,-0.2665
758422,0.0098,-0.9465,-0.2499
758461,-0.0093,-0.9158,-0.2322
758471,-0.0114,-0.9115,-0.2288
758505,-0.0120,-0.9008,-0.2183
758520,-0.0104,-0.9008,-0.2174
758536,-0.0056,-0.9022,-0.2170
758554,0.0038,-0.9071,-0.2191
758569,0.0072,-0.9093,-0.2205
758580,0.0139,-0.9138,-0.2236
758596,0.0203,-0.9183,-0.2273
758612,0.0258,-0.9227,-0.2314
758622,0.0282,-0.9248,-0.2335
758638,0.0320,-0.9286,-0.2377
758654,0.0347,-0.9323,-0.2416
758672,0.0361,-0.9358,-0.2452
758706,0.0359,-0.9424,-0.2506
758722,0.0342,-0.9447,-0.2521
758738,0.0315,-0.9460,-0.2526
758769,0.0233,-0.9448,-0.2524
758779,0.0209,-0.9436,-0.2527
758795,0.0156,-0.9403,-0.2538
758811,0.0104,-0.9365,-0.2567
758827,0.0054,-0.9326,-0.2623
758841,0.0012,-0.9296,-0.2712
758851,-0.0006,-0.9286,-0.2771
758866,-0.0034,-0.9282,-0.2917
758877,-0.0044,-0.9291,-0.3007
758893,-0.0054,-0.9323,-0.3217
758909,-0.0049,-0.9369,-0.3474
758952,0.0035,-0.9420,-0.4310
758961,0.0062,-0.9403,-0.4501
758977,0.0122,-0.9335,-0.4883
758990,0.0182,-0.9219,-0.5253
759006,0.0237,-0.9055,-0.5592
759022,0.0281,-0.8848,-0.5889
759038,0.0308,-0.8600,-0.6127
759048,0.0314,-0.8467,-0.6217
759083,0.0243,-0.7947,-0.6333
759094,0.0197,-0.7737,-0.6222
759140,-0.0258,-0.7493,-0.5486
759152,-0.0422,-0.7535,-0.5048
759167,-0.0497,-0.7590,-0.4807
759178,-0.0616,-0.7759,-0.4299
759186,-0.0658,-0.7871,-0.4038
759200,-0.0687,-0.7998,-0.3778
759214,-0.0704,-0.8290,-0.3273
759230,-0.0665,-0.8612,-0.2809
759240,-0.0626,-0.8777,-0.2599
759255,-0.0513,-0.9105,-0.2224
759270,-0.0359,-0.9417,-0.1918
759286,-0.0176,-0.9697,-0.1678
759296,-0.0079,-0.9822,-0.1586
759323,0.0201,-1.0126,-0.1418
759339,0.0363,-1.0266,-0.1396
759352,0.0492,-1.0353,-0.1436
759385,0.0635,-1.0350,-0.1605
759394,0.0643,-1.0316,-0.1646
759410,0.0629,-1.0217,-0.1699
759426,0.0571,-1.0083,-0.1708
759437,0.0530,-1.0002,-0.1693
759455,0.0376,-0.9729,-0.1593
759471,0.0322,-0.9633,-0.1499
759487,0.0226,-0.9454,-0.1450
759502,0.0154,-0.9315,-0.1353
759536,0.0100,-0.9204,-0.1183
759552,0.0117,-0.9224,-0.1117
759568,0.0151,-0.9282,-0.1063
759586,0.0204,-0.9423,-0.1007
759602,0.0216,-0.9476,-0.0992
759618,0.0226,-0.9579,-0.0969
759634,0.0217,-0.9667,-0.0952
759652,0.0173,-0.9753,-0.0930
759690,0.0079,-0.9795,-0.0900
759700,0.0055,-0.9796,-0.0892
759734,-0.0048,-0.9761,-0.0919
759749,-0.0060,-0.9746,-0.0947
759760,-0.0072,-0.9709,-0.1034
759776,-0.0070,-0.9668,-0.1165
759786,-0.0063,-0.9647,-0.1245
759802,-0.0044,-0.9607,-0.1437
759818,-0.0017,-0.9567,-0.1660
759837,0.0011,-0.9525,-0.1907
759853,0.0035,-0.9476,-0.2158
759866,0.0050,-0.9419,-0.2401
759880,0.0052,-0.9386,-0.2515
759895,0.0045,-0.9313,-0.2717
759906,0.0022,-0.9232,-0.2885
759949,-0.0079,-0.9030,-0.3132
759965,-0.0125,-0.8966,-0.3169
760005,-0.0220,-0.8889,-0.3131
760015,-0.0234,-0.8888,-0.3107
760031,-0.0262,-0.8895,-0.3048
760042,-0.0273,-0.8904,-0.3015
760058,-0.0295,-0.8929,-0.2950
760079,-0.0322,-0.8988,-0.2867
760095,-0.0337,-0.9037,-0.2831
760113,-0.0349,-0.9088,-0.2814
760129,-0.0356,-0.9139,-0.2820
760167,-0.0352,-0.9230,-0.2897
760185,-0.0328,-0.9279,-0.2998
760193,-0.0316,-0.9291,-0.3037
760203,-0.0302,-0.9302,-0.3075
760217,-0.0286,-0.9309,-0.3113
760233,-0.0245,-0.9324,-0.3182
760248,-0.0194,-0.9338,-0.3241
760265,-0.0137,-0.9349,-0.3282
760304,-0.0015,-0.9355,-0.3302
760312,0.0001,-0.9352,-0.3292
760326,0.0020,-0.9337,-0.3259
760353,0.0017,-0.9303,-0.3192
760368,-0.0001,-0.9274,-0.3141
760380,-0.0012,-0.9258,-0.3116
760397,-0.0039,-0.9225,-0.3044
760413,-0.0067,-0.9193,-0.3024
760429,-0.0094,-0.9165,-0.2987
760445,-0.0117,-0.9141,-0.2959
760463,-0.0144,-0.9115,-0.2937
760479,-0.0151,-0.9108,-0.2935
760495,-0.0162,-0.9097,-0.2932
760511,-0.0173,-0.9087,-0.2932
760556,-0.0228,-0.9056,-0.2930
760572,-0.0259,-0.9045,-0.2932
760616,-0.0358,-0.9036,-0.2959
760632,-0.0402,-0.9045,-0.2977
760643,-0.0422,-0.9053,-0.2994
760653,-0.0459,-0.9073,-0.3003
760669,-0.0487,-0.9099,-0.3015
760685,-0.0502,-0.9128,-0.3022
760700,-0.0503,-0.9143,-0.3024
760718,-0.0477,-0.9191,-0.3019
760736,-0.0432,-0.9226,-0.3007
760752,-0.0367,-0.9261,-0.2986
760768,-0.0291,-0.9294,-0.2957
760805,-0.0139,-0.9319,-0.2882
760821,-0.0089,-0.9301,-0.2841
760837,-0.0067,-0.9261,-0.2804
760847,-0.0066,-0.9237,-0.2789
760863,-0.0083,-0.9186,-0.2771
760879,-0.0114,-0.9141,-0.2769
760891,-0.0146,-0.9109,-0.2781
