sys_ms,acc_x,acc_y,acc_z
761546,0.0670,-0.8817,0.4424
761565,0.0616,-0.8774,0.4407
761582,0.0552,-0.8734,0.4398
761602,0.0477,-0.8696,0.4397
761626,0.0396,-0.8662,0.4403
761665,0.0109,-0.8574,0.4457
761704,-0.0096,-0.8529,0.4512
761722,-0.0199,-0.8510,0.4542
761744,-0.0394,-0.8480,0.4606
761767,-0.0485,-0.8469,0.4636
761784,-0.0568,-0.8461,0.4667
761803,-0.0642,-0.8456,0.4695
761822,-0.0708,-0.8453,0.4723
761856,-0.0811,-0.8456,0.4772
761879,-0.0872,-0.8467,0.4813
761904,-0.0887,-0.8474,0.4829
761926,-0.0891,-0.8492,0.4857
761949,-0.0880,-0.8501,0.4867
761966,-0.0863,-0.8510,0.4874
762008,-0.0786,-0.8530,0.4885
762050,-0.0724,-0.8535,0.4889
762073,-0.0663,-0.8534,0.4895
762098,-0.0634,-0.8531,0.4901
762120,-0.0605,-0.8527,0.4910
762142,-0.0557,-0.8516,0.4932
762159,-0.0536,-0.8508,0.4945
762182,-0.0518,-0.8502,0.4960
762204,-0.0487,-0.8490,0.4989
762221,-0.0476,-0.8484,0.5002
762238,-0.0465,-0.8480,0.5013
762261,-0.0455,-0.8478,0.5023
762300,-0.0439,-0.8477,0.5032
762324,-0.0425,-0.8483,0.5028
762348,-0.0416,-0.8489,0.5022
762368,-0.0400,-0.8507,0.4998
762390,-0.0392,-0.8518,0.4982
762415,-0.0383,-0.8531,0.4965
762435,-0.0365,-0.8558,0.4927
762452,-0.0356,-0.8573,0.4906
762518,-0.0320,-0.8628,0.4827
762545,-0.0311,-0.8640,0.4808
762567,-0.0294,-0.8661,0.4773
762590,-0.0287,-0.8669,0.4757
762608,-0.0281,-0.8676,0.4741
762640,-0.0269,-0.8682,0.4714
762658,-0.0265,-0.8683,0.4703
762682,-0.0259,-0.8682,0.4684
762705,-0.0259,-0.8679,0.4677
762729,-0.0259,-0.8677,0.4672
762751,-0.0264,-0.8668,0.4667
762774,-0.0267,-0.8665,0.4667
762791,-0.0272,-0.8660,0.4670
762813,-0.0287,-0.8650,0.4681
762835,-0.0295,-0.8645,0.4689
762869,-0.0315,-0.8634,0.4706
762890,-0.0326,-0.8629,0.4716
762914,-0.0350,-0.8617,0.4731
762934,-0.0364,-0.8612,0.4738
762957,-0.0377,-0.8605,0.4744
762981,-0.0403,-0.8591,0.4746
763004,-0.0416,-0.8583,0.4744
763026,-0.0441,-0.8562,0.4723
763043,-0.0453,-0.8551,0.4703
763060,-0.0463,-0.8539,0.4678
763082,-0.0472,-0.8525,0.4645
763122,-0.0488,-0.8501,0.4561
763145,-0.0500,-0.8478,0.4459
763170,-0.0504,-0.8468,0.4403
763192,-0.0507,-0.8455,0.4293
763215,-0.0505,-0.8450,0.4243
763246,-0.0497,-0.8445,0.4170
763265,-0.0491,-0.8445,0.4154
763288,-0.0483,-0.8444,0.4154
763310,-0.0465,-0.8441,0.4213
763335,-0.0454,-0.8440,0.4274
763358,-0.0431,-0.8436,0.4453
763382,-0.0417,-0.8435,0.4569
763403,-0.0402,-0.8433,0.4698
763424,-0.0364,-0.8425,0.4988
763445,-0.0341,-0.8419,0.5139
763470,-0.0312,-0.8411,0.5292
763490,-0.0245,-0.8389,0.5582
763539,-0.0107,-0.8340,0.5938
763563,-0.0052,-0.8323,0.6027
763581,0.0006,-0.8306,0.6101
763603,0.0137,-0.8276,0.6202
763625,0.0206,-0.8264,0.6232
763645,0.0280,-0.8254,0.6249
763669,0.0430,-0.8243,0.6248
763691,0.0505,-0.8241,0.6232
763716,0.0581,-0.8241,0.6207
763739,0.0731,-0.8243,0.6135
763764,0.0804,-0.8246,0.6091
763786,0.0942,-0.8246,0.5995
763809,0.1007,-0.8242,0.5944
763826,0.1067,-0.8234,0.5894
763866,0.1210,-0.8177,0.5759
763883,0.1244,-0.8146,0.5724
763908,0.1273,-0.8105,0.5697
763931,0.1299,-0.8058,0.5679
763955,0.1338,-0.7943,0.5676
763978,0.1354,-0.7880,0.5693
764000,0.1377,-0.7753,0.5762
764017,0.1382,-0.7697,0.5809
764040,0.1379,-0.7651,0.5862
764062,0.1367,-0.7621,0.5913
764105,0.1241,-0.7657,0.6013
764128,0.1162,-0.7725,0.6011
764145,0.1062,-0.7823,0.5985
764168,0.0793,-0.8125,0.5845
764191,0.0627,-0.8329,0.5726
764208,0.0442,-0.8566,0.5576
764230,0.0027,-0.9122,0.5187
764253,-0.0194,-0.9431,0.4955
764277,-0.0417,-0.9751,0.4703
764294,-0.0857,-1.0385,0.4169
764316,-0.1066,-1.0681,0.3895
764348,-0.1442,-1.1193,0.3358
764371,-0.1605,-1.1395,0.3103
764394,-0.1874,-1.1666,0.2632
764414,-0.1978,-1.1731,0.2419
764435,-0.2059,-1.1746,0.2227
764473,-0.2164,-1.1627,0.1895
764490,-0.2188,-1.1498,0.1757
764512,-0.2185,-1.1123,0.1536
764564,-0.2078,-1.0354,0.1351
764591,-0.1954,-0.9785,0.1338
764613,-0.1882,-0.9506,0.1366
764636,-0.1807,-0.9237,0.1417
764653,-0.1726,-0.8986,0.1493
764675,-0.1560,-0.8552,0.1710
764692,-0.1476,-0.8378,0.1849
764735,-0.1304,-0.8121,0.2181
764774,-0.1030,-0.7959,0.2780
764791,-0.0933,-0.7958,0.2992
764814,-0.0834,-0.7977,0.3204
764836,-0.0731,-0.8016,0.3416
764853,-0.0627,-0.8071,0.3622
764875,-0.0415,-0.8217,0.4012
764900,-0.0309,-0.8301,0.4193
764924,-0.0101,-0.8484,0.4518
764947,-0.0004,-0.8577,0.4661
764971,0.0176,-0.8759,0.4901
764994,0.0254,-0.8843,0.4998
765016,0.0323,-0.8922,0.5079
765033,0.0383,-0.8994,0.5145
765055,0.0476,-0.9111,0.5228
765081,0.0508,-0.9156,0.5247
765099,0.0530,-0.9189,0.5249
765146,0.0543,-0.9216,0.5172
765169,0.0510,-0.9178,0.5056
765192,0.0480,-0.9148,0.4980
765214,0.0442,-0.9113,0.4895
765231,0.0397,-0.9075,0.4801
765253,0.0288,-0.9005,0.4596
765276,0.0229,-0.8976,0.4491
765293,0.0170,-0.8953,0.4388
765310,0.0112,-0.8937,0.4287
765332,0.0000,-0.8921,0.4097
765374,-0.0104,-0.8922,0.3927
765398,-0.0198,-0.8932,0.3782
765421,-0.0240,-0.8938,0.3719
765441,-0.0280,-0.8944,0.3666
765461,-0.0316,-0.8950,0.3618
765483,-0.0381,-0.8960,0.3550
765505,-0.0408,-0.8964,0.3528
765528,-0.0432,-0.8966,0.3513
765585,-0.0509,-0.8956,0.3512
765608,-0.0524,-0.8951,0.3522
765625,-0.0538,-0.8944,0.3535
765647,-0.0563,-0.8932,0.3569
765670,-0.0573,-0.8926,0.3590
765705,-0.0588,-0.8915,0.3633
765723,-0.0594,-0.8911,0.3655
765765,-0.0603,-0.8906,0.3722
765785,-0.0603,-0.8909,0.3744
765808,-0.0601,-0.8912,0.3765
765830,-0.0592,-0.8922,0.3802
765853,-0.0587,-0.8928,0.3818
765870,-0.0582,-0.8936,0.3833
765892,-0.0573,-0.8947,0.3856
765913,-0.0568,-0.8953,0.3866
765950,-0.0559,-0.8961,0.3884
765973,-0.0551,-0.8969,0.3901
766004,-0.0547,-0.8971,0.3911
766022,-0.0544,-0.8973,0.3921
766044,-0.0537,-0.8976,0.3943
766067,-0.0535,-0.8977,0.3955
766084,-0.0531,-0.8977,0.3967
766106,-0.0522,-0.8973,0.3992
766129,-0.0519,-0.8971,0.4004
766158,-0.0507,-0.8960,0.4023
766181,-0.0499,-0.8951,0.4032
766205,-0.0480,-0.8931,0.4045
766228,-0.0468,-0.8917,0.4052
766250,-0.0453,-0.8901,0.4056
766267,-0.0437,-0.8883,0.4060
766307,-0.0381,-0.8817,0.4070
766332,-0.0358,-0.8790,0.4075
766349,-0.0332,-0.8760,0.4081
766371,-0.0272,-0.8693,0.4104
766414,-0.0199,-0.8613,0.4146
766437,-0.0107,-0.8524,0.4210
766458,-0.0056,-0.8477,0.4253
766481,-0.0001,-0.8428,0.4305
766500,0.0118,-0.8334,0.4438
766524,0.0182,-0.8290,0.4520
766550,0.0311,-0.8215,0.4720
766575,0.0376,-0.8185,0.4836
766646,0.0615,-0.8121,0.5396
766664,0.0668,-0.8116,0.5549
766686,0.0763,-0.8116,0.5859
766709,0.0807,-0.8118,0.6011
766726,0.0850,-0.8119,0.6156
766750,0.0930,-0.8116,0.6423
766773,0.0969,-0.8110,0.6542
766803,0.1051,-0.8086,0.6747
766826,0.1093,-0.8068,0.6832
766850,0.1182,-0.8014,0.6967
766873,0.1229,-0.7979,0.7017
766913,0.1375,-0.7849,0.7091
766930,0.1421,-0.7799,0.7087
766952,0.1465,-0.7745,0.7070
766975,0.1505,-0.7692,0.7041
767002,0.1575,-0.7583,0.6945
767025,0.1602,-0.7533,0.6881
767049,0.1631,-0.7457,0.6726
767072,0.1628,-0.7437,0.6638
767094,0.1578,-0.7444,0.6438
767111,0.1522,-0.7478,0.6326
767134,0.1440,-0.7537,0.6201
767158,0.1187,-0.7749,0.5905
767193,0.0807,-0.8103,0.5530
767217,0.0571,-0.8334,0.5309
767242,0.0032,-0.8885,0.4805
767265,-0.0261,-0.9196,0.4524
767287,-0.0562,-0.9519,0.4227
767304,-0.0859,-0.9849,0.3921
767326,-0.1427,-1.0490,0.3293
767349,-0.1683,-1.0785,0.2985
767386,-0.2111,-1.1285,0.2400
767410,-0.2400,-1.1617,0.1891
767433,-0.2489,-1.1708,0.1672
767453,-0.2542,-1.1743,0.1478
767473,-0.2543,-1.1650,0.1172
767495,-0.2500,-1.1526,0.1058
767519,-0.2434,-1.1356,0.0972
767542,-0.2250,-1.0906,0.0879
767597,-0.1908,-1.0063,0.0941
767622,-0.1681,-0.9474,0.1105
767645,-0.1577,-0.9191,0.1219
767667,-0.1483,-0.8922,0.1351
767684,-0.1399,-0.8672,0.1500
767706,-0.1267,-0.8245,0.1837
767729,-0.1217,-0.8075,0.2023
767746,-0.1177,-0.7936,0.2218
767763,-0.1144,-0.7827,0.2423
767785,-0.1091,-0.7701,0.2854
767844,-0.1011,-0.7703,0.3536
767867,-0.0938,-0.7797,0.3989
767886,-0.0891,-0.7865,0.4210
767909,-0.0837,-0.7944,0.4425
767931,-0.0776,-0.8035,0.4631
767948,-0.0706,-0.8132,0.4829
767965,-0.0541,-0.8342,0.5193
767987,-0.0447,-0.8450,0.5355
768022,-0.0243,-0.8657,0.5631
768045,-0.0135,-0.8751,0.5740
768069,0.0082,-0.8910,0.5894
768092,0.0189,-0.8972,0.5936
768135,0.0491,-0.9078,0.5930
768176,0.0663,-0.9086,0.5828
768194,0.0736,-0.9073,0.5754
768229,0.0900,-0.8979,0.5481
768251,0.0931,-0.8933,0.5382
768276,0.0951,-0.8883,0.5283
768298,0.0952,-0.8772,0.5098
768321,0.0934,-0.8715,0.5015
768338,0.0905,-0.8657,0.4941
768360,0.0815,-0.8547,0.4824
768382,0.0757,-0.8499,0.4783
768419,0.0621,-0.8412,0.4736
768440,0.0547,-0.8378,0.4729
768462,0.0394,-0.8323,0.4746
768479,0.0319,-0.8302,0.4768
768498,0.0244,-0.8286,0.4797
768518,0.0175,-0.8274,0.4833
768540,0.0109,-0.8264,0.4873
768561,-0.0007,-0.8248,0.4963
768593,-0.0096,-0.8235,0.5060
768643,-0.0172,-0.8204,0.5204
768668,-0.0181,-0.8190,0.5249
768690,-0.0172,-0.8157,0.5333
768712,-0.0155,-0.8137,0.5372
768729,-0.0129,-0.8116,0.5409
768772,-0.0005,-0.8055,0.5510
768793,0.0050,-0.8036,0.5542
768816,0.0110,-0.8020,0.5573
768838,0.0240,-0.7994,0.5635
768876,0.0381,-0.7982,0.5697
768899,0.0453,-0.7983,0.5729
768923,0.0597,-0.7998,0.5792
768946,0.0668,-0.8013,0.5822
768968,0.0737,-0.8032,0.5847
768985,0.0804,-0.8057,0.5870
769005,0.0933,-0.8112,0.5905
769029,0.0992,-0.8142,0.5914
769064,0.1100,-0.8201,0.5918
769088,0.1189,-0.8248,0.5909
769113,0.1227,-0.8265,0.5902
769135,0.1292,-0.8280,0.5891
769157,0.1320,-0.8274,0.5887
769174,0.1343,-0.8258,0.5884
769197,0.1365,-0.8231,0.5883
769221,0.1399,-0.8141,0.5878
769264,0.1425,-0.7999,0.5865
769287,0.1447,-0.7812,0.5852
769304,0.1459,-0.7708,0.5846
769327,0.1471,-0.7601,0.5842
769349,0.1492,-0.7401,0.5844
769366,0.1497,-0.7317,0.5846
769394,0.1495,-0.7252,0.5851
769417,0.1460,-0.7194,0.5853
769454,0.1364,-0.7260,0.5835
769477,0.1285,-0.7347,0.5808
769499,0.1052,-0.7651,0.5695
769521,0.0894,-0.7869,0.5599
769542,0.0707,-0.8129,0.5474
769566,0.0256,-0.8756,0.5132
769589,0.0001,-0.9110,0.4921
769611,-0.0266,-0.9479,0.4686
769666,-0.1338,-1.0896,0.3627
769697,-0.1783,-1.1429,0.3094
769714,-0.1965,-1.1622,0.2844
769737,-0.2115,-1.1758,0.2609
769759,-0.2233,-1.1831,0.2389
769776,-0.2366,-1.1793,0.2009
769798,-0.2385,-1.1685,0.1851
769821,-0.2380,-1.1525,0.1713
769851,-0.2307,-1.1077,0.1503
769874,-0.2251,-1.0806,0.1432
769898,-0.2119,-1.0212,0.1357
769921,-0.2053,-0.9904,0.1356
769943,-0.1934,-0.9299,0.1426
769962,-0.1885,-0.9012,0.1497
770006,-0.1792,-0.8267,0.1833
770024,-0.1779,-0.8065,0.1979
770048,-0.1770,-0.7891,0.2135
770070,-0.1768,-0.7743,0.2301
770105,-0.1755,-0.7468,0.2808
770127,-0.1743,-0.7435,0.2966
770152,-0.1724,-0.7433,0.3116
770174,-0.1653,-0.7529,0.3379
770197,-0.1598,-0.7625,0.3492
770214,-0.1528,-0.7750,0.3596
770238,-0.1346,-0.8073,0.3770
770260,-0.1238,-0.8259,0.3839
770295,-0.1000,-0.8655,0.3945
770319,-0.0757,-0.9044,0.4009
770343,-0.0641,-0.9221,0.4030
770366,-0.0532,-0.9381,0.4044
770388,-0.0345,-0.9634,0.4070
770405,-0.0271,-0.9722,0.4084
770427,-0.0211,-0.9783,0.4100
770448,-0.0166,-0.9817,0.4120
770489,-0.0118,-0.9775,0.4199
770510,-0.0129,-0.9722,0.4233
770534,-0.0182,-0.9569,0.4309
770554,-0.0219,-0.9474,0.4351
770576,-0.0261,-0.9371,0.4393
770610,-0.0355,-0.9146,0.4475
770643,-0.0447,-0.8911,0.4548
770701,-0.0569,-0.8489,0.4655
770726,-0.0579,-0.8405,0.4672
770748,-0.0569,-0.8269,0.4695
770770,-0.0547,-0.8219,0.4703
770787,-0.0515,-0.8182,0.4708
770810,-0.0474,-0.8157,0.4712
770832,-0.0363,-0.8143,0.4713
770849,-0.0295,-0.8156,0.4713
770866,-0.0222,-0.8176,0.4713
770889,-0.0144,-0.8208,0.4716
770931,0.0107,-0.8346,0.4740
770951,0.0192,-0.8402,0.4756
770978,0.0356,-0.8513,0.4800
771000,0.0433,-0.8564,0.4827
771023,0.0507,-0.8612,0.4858
771040,0.0574,-0.8652,0.4891
771062,0.0692,-0.8711,0.4962
771085,0.0741,-0.8728,0.4998
771119,0.0819,-0.8738,0.5070
771142,0.0850,-0.8730,0.5106
771166,0.0895,-0.8695,0.5181
771189,0.0909,-0.8668,0.5219
771211,0.0930,-0.8597,0.5300
771228,0.0936,-0.8555,0.5343
771267,0.0944,-0.8455,0.5427
771285,0.0946,-0.8397,0.5468
771312,0.0955,-0.8275,0.5538
771335,0.0961,-0.8210,0.5568
771359,0.0984,-0.8079,0.5608
771382,0.1001,-0.8013,0.5620
771404,0.1022,-0.7949,0.5626
771421,0.1046,-0.7889,0.5627
771440,0.1091,-0.7788,0.5613
771461,0.1105,-0.7751,0.5596
771505,0.1062,-0.7720,0.5507
771527,0.1003,-0.7744,0.5461
771568,0.0795,-0.7863,0.5342
771590,0.0448,-0.8085,0.5179
771615,0.0221,-0.8236,0.5081
771637,-0.0333,-0.8605,0.4846
771659,-0.0649,-0.8816,0.4711
771676,-0.0985,-0.9034,0.4565
771695,-0.1332,-0.9255,0.4412
771717,-0.1681,-0.9471,0.4250
771775,-0.2904,-1.0186,0.3572
771798,-0.3126,-1.0304,0.3400
771815,-0.3301,-1.0393,0.3228
771837,-0.3503,-1.0477,0.2888
771870,-0.3516,-1.0439,0.2555
771889,-0.3459,-1.0380,0.2391
771912,-0.3369,-1.0297,0.2233
771934,-0.3108,-1.0078,0.1937
771962,-0.2949,-0.9951,0.1805
771985,-0.2603,-0.9681,0.1589
772013,-0.2424,-0.9545,0.1508
772035,-0.2079,-0.9286,0.1404
772058,-0.1917,-0.9167,0.1384
772075,-0.1766,-0.9058,0.1384
772092,-0.1627,-0.8960,0.1406
772113,-0.1501,-0.8873,0.1448
772155,-0.1201,-0.8693,0.1692
772179,-0.1061,-0.8647,0.1940
772204,-0.1002,-0.8646,0.2087
772227,-0.0948,-0.8657,0.2250
772249,-0.0841,-0.8706,0.2609
772266,-0.0785,-0.8741,0.2800
772289,-0.0724,-0.8783,0.2996
772306,-0.0658,-0.8827,0.3191
772348,-0.0425,-0.8979,0.3748
772371,-0.0333,-0.9033,0.3917
772395,-0.0129,-0.9138,0.4218
772412,-0.0021,-0.9186,0.4347
772432,0.0092,-0.9230,0.4460
772453,0.0204,-0.9269,0.4556
772485,0.0425,-0.9324,0.4695
772503,0.0529,-0.9340,0.4739
772545,0.0793,-0.9344,0.4780
772568,0.0862,-0.9333,0.4768
772591,0.0920,-0.9318,0.4745
772622,0.1003,-0.9272,0.4670
772645,0.1042,-0.9218,0.4568
772665,0.1047,-0.9187,0.4510
772687,0.1041,-0.9155,0.4451
772705,0.1028,-0.9124,0.4390
772757,0.0911,-0.9008,0.4159
772788,0.0829,-0.8960,0.4064
772806,0.0785,-0.8939,0.4023
772828,0.0740,-0.8920,0.3988
772851,0.0693,-0.8904,0.3958
772868,0.0648,-0.8890,0.3932
772890,0.0559,-0.8870,0.3899
772907,0.0515,-0.8862,0.3890
772942,0.0430,-0.8853,0.3890
772965,0.0389,-0.8850,0.3898
772989,0.0309,-0.8849,0.3927
773012,0.0271,-0.8849,0.3949
773034,0.0234,-0.8849,0.3975
773051,0.0199,-0.8849,0.4004
773091,0.0106,-0.8846,0.4105
773138,0.0037,-0.8843,0.4214
773161,0.0020,-0.8842,0.4248
773178,0.0005,-0.8840,0.4281
773200,-0.0006,-0.8839,0.4312
773222,-0.0018,-0.8835,0.4363
773239,-0.0018,-0.8833,0.4384
773262,-0.0016,-0.8831,0.4401
773284,-0.0002,-0.8826,0.4423
773301,0.0010,-0.8823,0.4429
773318,0.0023,-0.8821,0.4430
773341,0.0038,-0.8820,0.4429
773383,0.0090,-0.8821,0.4399
773407,0.0107,-0.8824,0.4384
773430,0.0125,-0.8829,0.4364
773450,0.0157,-0.8843,0.4319
773470,0.0173,-0.8851,0.4294
773494,0.0187,-0.8861,0.4266
773518,0.0211,-0.8882,0.4203
773541,0.0221,-0.8890,0.4166
773576,0.0233,-0.8900,0.4082
773598,0.0239,-0.8900,0.3982
773623,0.0239,-0.8896,0.3925
773645,0.0236,-0.8882,0.3795
773667,0.0232,-0.8872,0.3723
773684,0.0228,-0.8861,0.3646
773710,0.0222,-0.8846,0.3481
773729,0.0222,-0.8845,0.3396
773780,0.0254,-0.8890,0.3154
773803,0.0278,-0.8927,0.3085
773820,0.0309,-0.8972,0.3021
773842,0.0347,-0.9027,0.2966
773864,0.0439,-0.9156,0.2876
773881,0.0492,-0.9227,0.2842
773904,0.0546,-0.9301,0.2815
773921,0.0603,-0.9371,0.2795
773957,0.0776,-0.9565,0.2787
773980,0.0835,-0.9618,0.2800
774011,0.0951,-0.9702,0.2848
774028,0.1008,-0.9733,0.2880
774051,0.1064,-0.9756,0.2917
774073,0.1174,-0.9775,0.3002
774090,0.1227,-0.9773,0.3047
774112,0.1277,-0.9762,0.3093
774135,0.1324,-0.9742,0.3142
774162,0.1414,-0.9681,0.3241
774185,0.1455,-0.9640,0.3292
774211,0.1531,-0.9540,0.3398
774234,0.1565,-0.9485,0.3455
774256,0.1627,-0.9364,0.3572
774273,0.1655,-0.9302,0.3633
774296,0.1680,-0.9238,0.3696
774321,0.1720,-0.9108,0.3829
774366,0.1746,-0.8971,0.3967
774389,0.1754,-0.8827,0.4108
774406,0.1752,-0.8751,0.4178
774427,0.1746,-0.8669,0.4253
774447,0.1736,-0.8585,0.4330
774469,0.1708,-0.8407,0.4502
774490,0.1691,-0.8319,0.4602
774513,0.1674,-0.8237,0.4713
774557,0.1613,-0.8075,0.5107
774580,0.1581,-0.8068,0.5244
774604,0.1476,-0.8153,0.5483
774638,0.1290,-0.8387,0.5620
774661,0.1162,-0.8560,0.5629
774680,0.1006,-0.8767,0.5587
774702,0.0614,-0.9270,0.5332
774725,0.0381,-0.9557,0.5112
774745,0.0126,-0.9856,0.4834
774767,-0.0428,-1.0469,0.4117
774790,-0.0718,-1.0768,0.3693
774833,-0.1555,-1.1549,0.2273
774856,-0.1804,-1.1749,0.1791
774873,-0.2028,-1.1910,0.1322
774895,-0.2223,-1.2026,0.0880
774935,-0.2606,-1.2072,-0.0203
774966,-0.2688,-1.1841,-0.0664
774989,-0.2682,-1.1653,-0.0808
775006,-0.2648,-1.1426,-0.0894
775028,-0.2507,-1.0875,-0.0898
775050,-0.2408,-1.0569,-0.0824
775067,-0.2295,-1.0251,-0.0703
775090,-0.2173,-0.9930,-0.0543
775112,-0.1914,-0.9308,-0.0127
775129,-0.1786,-0.9017,0.0115
775152,-0.1664,-0.8749,0.0371
775174,-0.1550,-0.8503,0.0636
775209,-0.1284,-0.7939,0.1444
775240,-0.1222,-0.7811,0.1708
775261,-0.1133,-0.7644,0.2214
775284,-0.1104,-0.7604,0.2452
775306,-0.1080,-0.7593,0.2679
775323,-0.1063,-0.7610,0.2896
775347,-0.1028,-0.7721,0.3298
775370,-0.1003,-0.7810,0.3486
775405,-0.0923,-0.8035,0.3838
775426,-0.0792,-0.8302,0.4153
775448,-0.0709,-0.8442,0.4293
775469,-0.0613,-0.8584,0.4423
775490,-0.0389,-0.8861,0.4641
775514,-0.0265,-0.8992,0.4729
775580,0.0275,-0.9423,0.4928
775610,0.0541,-0.9562,0.4932
775633,0.0667,-0.9608,0.4910
775655,0.0895,-0.9658,0.4827
775678,0.0995,-0.9662,0.4767
775700,0.1083,-0.9652,0.4700
775717,0.1160,-0.9631,0.4626
775739,0.1273,-0.9559,0.4468
775762,0.1309,-0.9510,0.4388
775779,0.1329,-0.9457,0.4309
775797,0.1337,-0.9398,0.4232
775819,0.1309,-0.9275,0.4091
