timestamp,acc_x,acc_y,acc_z
2476621,0.0674,-0.4207,-0.8939
2476719,0.0664,-0.4183,-0.8997
2476729,0.0663,-0.4181,-0.9001
2476745,0.0662,-0.4180,-0.9009
2476761,0.0660,-0.4178,-0.9014
2476777,0.0660,-0.4180,-0.9015
2476795,0.0660,-0.4182,-0.9014
2476811,0.0660,-0.4185,-0.9010
2476831,0.0663,-0.4191,-0.8997
2476843,0.0664,-0.4194,-0.8990
2476900,0.0675,-0.4222,-0.8933
2476916,0.0675,-0.4230,-0.8917
2476926,0.0674,-0.4232,-0.8910
2476959,0.0665,-0.4227,-0.8906
2476975,0.0663,-0.4224,-0.8912
2476993,0.0657,-0.4203,-0.8943
2477009,0.0654,-0.4186,-0.8973
2477021,0.0653,-0.4177,-0.8990
2477037,0.0651,-0.4158,-0.9026
2477048,0.0651,-0.4149,-0.9043
2477077,0.0649,-0.4121,-0.9104
2477093,0.0652,-0.4114,-0.9124
2477109,0.0656,-0.4114,-0.9136
2477119,0.0659,-0.4117,-0.9139
2477135,0.0668,-0.4132,-0.9141
2477150,0.0681,-0.4156,-0.9136
2477166,0.0697,-0.4191,-0.9122
2477184,0.0714,-0.4232,-0.9098
2477200,0.0729,-0.4283,-0.9058
2477216,0.0741,-0.4342,-0.8994
2477232,0.0753,-0.4404,-0.8909
2477268,0.0767,-0.4524,-0.8695
2477298,0.0740,-0.4576,-0.8505
2477309,0.0725,-0.4575,-0.8469
2477325,0.0684,-0.4556,-0.8419
2477343,0.0631,-0.4523,-0.8406
2477359,0.0570,-0.4484,-0.8418
2477375,0.0503,-0.4437,-0.8468
2477391,0.0436,-0.4377,-0.8546
2477409,0.0345,-0.4241,-0.8708
2477425,0.0321,-0.4113,-0.8844
2477441,0.0286,-0.4038,-0.9001
2477457,0.0272,-0.3868,-0.9088
2477475,0.0299,-0.3585,-0.9368
2477485,0.0322,-0.3486,-0.9464
2477501,0.0391,-0.3295,-0.9653
2477517,0.0486,-0.3115,-0.9829
2477533,0.0603,-0.2960,-0.9983
2477587,0.0959,-0.2670,-1.0276
2477598,0.1049,-0.2634,-1.0304
2477608,0.1084,-0.2628,-1.0303
2477624,0.1136,-0.2645,-1.0267
2477637,0.1152,-0.2667,-1.0233
2477653,0.1165,-0.2743,-1.0134
2477671,0.1138,-0.2927,-0.9916
2477689,0.1100,-0.3092,-0.9738
2477705,0.1055,-0.3280,-0.9543
2477721,0.1006,-0.3477,-0.9349
2477771,0.0857,-0.3984,-0.8904
2477787,0.0814,-0.4091,-0.8839
2477805,0.0778,-0.4158,-0.8827
2477821,0.0745,-0.4182,-0.8866
2477837,0.0714,-0.4171,-0.8947
2477874,0.0658,-0.4081,-0.9176
2477884,0.0634,-0.4025,-0.9296
2477895,0.0621,-0.3998,-0.9352
2477911,0.0598,-0.3948,-0.9456
2477927,0.0577,-0.3895,-0.9542
2477980,0.0566,-0.3716,-0.9636
2477991,0.0579,-0.3666,-0.9598
2478009,0.0594,-0.3634,-0.9523
2478025,0.0613,-0.3627,-0.9412
2478041,0.0634,-0.3646,-0.9274
2478057,0.0657,-0.3690,-0.9117
2478077,0.0679,-0.3751,-0.8956
2478085,0.0687,-0.3785,-0.8877
2478095,0.0696,-0.3818,-0.8799
2478111,0.0707,-0.3883,-0.8658
2478127,0.0709,-0.3940,-0.8542
2478158,0.0702,-0.4050,-0.8402
2478190,0.0704,-0.4225,-0.8345
2478200,0.0713,-0.4296,-0.8333
2478216,0.0745,-0.4484,-0.8297
2478231,0.0796,-0.4744,-0.8241
2478242,0.0829,-0.4900,-0.8203
2478258,0.0912,-0.5265,-0.8103
2478268,0.1017,-0.5685,-0.7969
2478283,0.1080,-0.5912,-0.7892
2478301,0.1310,-0.6627,-0.7637
2478317,0.1483,-0.7097,-0.7473
2478351,0.1793,-0.7820,-0.7239
2478367,0.1906,-0.7987,-0.7185
2478383,0.1993,-0.8002,-0.7174
2478401,0.2064,-0.7872,-0.7203
2478417,0.2126,-0.7610,-0.7274
2478433,0.2190,-0.7219,-0.7397
2478449,0.2251,-0.6694,-0.7592
2478467,0.2300,-0.6029,-0.7875
2478500,0.2327,-0.4335,-0.8708
2478510,0.2321,-0.3865,-0.8956
2478521,0.2305,-0.2917,-0.9473
2478548,0.2284,-0.1581,-1.0220
2478564,0.2273,-0.0803,-1.0648
2478580,0.2256,-0.0144,-1.0995
2478598,0.2227,0.0383,-1.1243
2478614,0.2189,0.0771,-1.1385
2478630,0.2146,0.1023,-1.1423
2478642,0.2123,0.1100,-1.1406
2478660,0.2050,0.1145,-1.1232
2478676,0.1986,0.1052,-1.1046
2478692,0.1947,0.0979,-1.0839
2478708,0.1853,0.0803,-1.0736
2478719,0.1737,0.0610,-1.0551
2478758,0.1470,0.0175,-1.0288
2478774,0.1344,0.0023,-1.0267
2478810,0.1130,-0.0292,-1.0303
2478826,0.1084,-0.0470,-1.0327
2478845,0.1051,-0.0663,-1.0338
2478854,0.1038,-0.0764,-1.0337
2478870,0.1014,-0.0975,-1.0316
2478894,0.0985,-0.1307,-1.0245
2478910,0.0972,-0.1536,-1.0178
2478921,0.0968,-0.1764,-1.0103
2478937,0.0974,-0.1877,-1.0063
2478988,0.1090,-0.2556,-0.9828
