010,0.00,0.00,0.0,--,0.00,0.0,1,0.0000000,0.0000000,2026-03-02 19:00:24.879
010,0.00,0.00,1.0,--,0.00,88.8,2,0.0000000,0.0000000,2026-03-02 19:00:25.831
010,0.00,0.00,6.1,--,0.00,31.1,3,0.0000000,0.0000000,2026-03-02 19:00:30.994
010,0.00,0.00,6.3,--,0.00,14.2,4,0.0000000,0.0000000,2026-03-02 19:00:31.221
010,0.00,0.00,9.1,--,0.00,28.4,5,0.0000000,0.0000000,2026-03-02 19:00:33.986
010,0.00,0.00,9.2,--,0.00,60.5,6,0.0000000,0.0000000,2026-03-02 19:00:34.114
010,0.00,0.00,10.2,--,0.00,56.6,7,0.0000000,0.0000000,2026-03-02 19:00:35.096
010,0.00,0.00,11.3,--,0.00,56.8,8,0.0000000,0.0000000,2026-03-02 19:00:36.205
010,0.00,0.00,12.5,--,0.00,56.8,9,0.0000000,0.0000000,2026-03-02 19:00:37.371
010,0.00,0.00,15.8,--,0.00,17.5,10,0.0000000,0.0000000,2026-03-02 19:00:40.712
010,0.00,0.00,18.0,--,0.00,54.1,11,0.0000000,0.0000000,2026-03-02 19:00:42.840
010,0.00,0.00,18.2,--,0.00,54.2,12,0.0000000,0.0000000,2026-03-02 19:00:43.094
010,0.00,0.00,22.6,--,0.00,16.8,13,0.0000000,0.0000000,2026-03-02 19:00:47.454
010,0.00,0.00,24.2,--,0.00,30.2,14,0.0000000,0.0000000,2026-03-02 19:00:49.073
010,0.00,0.00,25.8,--,0.00,36.7,15,0.0000000,0.0000000,2026-03-02 19:00:50.715
010,0.00,0.00,27.9,--,0.00,36.7,16,0.0000000,0.0000000,2026-03-02 19:00:52.780
