010,0.00,0.00,0.0,--,0.00,0.0,1,0.0000000,0.0000000,2026-03-02 22:02:45.089
010,0.00,0.00,6.0,--,0.00,10.0,2,0.0000000,0.0000000,2026-03-02 22:02:51.080
010,0.00,0.00,8.7,--,0.00,22.4,3,0.0000000,0.0000000,2026-03-02 22:02:53.764
010,0.00,0.00,10.3,--,0.00,37.3,4,0.0000000,0.0000000,2026-03-02 22:02:55.372
010,0.00,0.00,13.6,--,0.00,17.9,5,0.0000000,0.0000000,2026-03-02 22:02:58.732
010,0.00,0.00,15.2,--,0.00,38.7,6,0.0000000,0.0000000,2026-03-02 22:03:00.282
010,0.00,0.00,16.7,--,0.00,38.9,7,0.0000000,0.0000000,2026-03-02 22:03:01.824
010,0.00,0.00,18.3,--,0.00,39.1,8,0.0000000,0.0000000,2026-03-02 22:03:03.358
010,0.00,0.00,19.7,--,0.00,42.6,9,0.0000000,0.0000000,2026-03-02 22:03:04.768
010,0.00,0.00,21.2,--,0.00,40.8,10,0.0000000,0.0000000,2026-03-02 22:03:06.240
010,0.00,0.00,24.1,--,0.00,20.1,11,0.0000000,0.0000000,2026-03-02 22:03:09.223
010,0.00,0.00,25.6,--,0.00,40.9,12,0.0000000,0.0000000,2026-03-02 22:03:10.689
010,0.00,0.00,27.0,--,0.00,44.5,13,0.0000000,0.0000000,2026-03-02 22:03:12.037
010,0.00,0.00,29.5,--,0.00,23.4,14,0.0000000,0.0000000,2026-03-02 22:03:14.598
010,0.00,0.00,33.0,--,0.00,17.1,15,0.0000000,0.0000000,2026-03-02 22:03:18.109
010,0.00,0.00,34.6,--,0.00,39.0,16,0.0000000,0.0000000,2026-03-02 22:03:19.648
010,0.00,0.00,37.0,--,0.00,25.0,17,0.0000000,0.0000000,2026-03-02 22:03:22.052
010,0.00,0.00,42.0,--,0.00,12.0,18,0.0000000,0.0000000,2026-03-02 22:03:27.038
010,0.00,0.00,44.3,--,0.00,25.8,19,0.0000000,0.0000000,2026-03-02 22:03:29.364
