010,0.00,0.00,0.0,49:01.2,0.17,0.0,1,31.9778751,120.9097046,2026-03-02 21:30:58.901
010,2.17,2.17,3.9,20:19.5,0.41,15.4,2,31.9778686,120.9097263,2026-03-02 21:31:02.809
010,1.76,3.93,6.5,12:49.2,0.65,23.1,3,31.9778690,120.9097450,2026-03-02 21:31:05.408
010,3.31,7.24,10.8,06:36.8,1.26,14.0,4,31.9778718,120.9097799,2026-03-02 21:31:09.684
010,0.64,7.88,12.0,30:51.9,0.27,47.5,5,31.9778725,120.9097866,2026-03-02 21:31:10.948
010,1.95,9.83,15.4,69:26.7,0.12,18.0,6,31.9778768,120.9098066,2026-03-02 21:31:14.277
010,1.89,11.72,20.6,25:15.2,0.33,11.6,7,31.9778792,120.9098264,2026-03-02 21:31:19.466
010,1.41,13.13,24.1,17:43.8,0.47,17.2,8,31.9778821,120.9098409,2026-03-02 21:31:22.951
010,2.28,15.41,28.6,09:41.4,0.86,13.3,9,31.9778856,120.9098647,2026-03-02 21:31:27.473
010,0.95,16.36,30.7,09:34.7,0.87,27.8,10,31.9778869,120.9098747,2026-03-02 21:31:29.635
010,0.27,16.63,31.6,20:19.5,0.41,67.3,11,31.9778873,120.9098775,2026-03-02 21:31:30.527
010,2.06,18.69,35.0,08:20.0,1.00,17.8,12,31.9778920,120.9098986,2026-03-02 21:31:33.898
010,1.02,19.71,36.9,08:20.0,1.00,31.0,13,31.9778940,120.9099091,2026-03-02 21:31:35.832
010,1.32,21.03,38.7,08:30.2,0.98,33.8,14,31.9778957,120.9099230,2026-03-02 21:31:37.608
010,1.04,22.07,40.3,07:30.5,1.11,37.2,15,31.9778977,120.9099338,2026-03-02 21:31:39.222
010,1.25,23.32,42.0,12:04.6,0.69,34.8,16,31.9778995,120.9099469,2026-03-02 21:31:40.944
010,0.30,23.62,42.9,20:50.0,0.40,69.7,17,31.9779001,120.9099500,2026-03-02 21:31:41.805
010,1.94,25.56,46.6,13:01.3,0.64,16.1,18,31.9779112,120.9099659,2026-03-02 21:31:45.528
010,1.05,26.61,49.3,13:39.7,0.61,22.1,19,31.9779196,120.9099607,2026-03-02 21:31:48.246
010,0.88,27.49,50.1,09:28.2,0.88,77.1,20,31.9779196,120.9099514,2026-03-02 21:31:49.024
010,1.17,28.66,52.7,13:01.3,0.64,23.0,21,31.9779186,120.9099391,2026-03-02 21:31:51.636
010,1.00,29.66,54.4,11:06.7,0.75,36.7,22,31.9779174,120.9099286,2026-03-02 21:31:53.270
010,0.82,30.48,56.0,09:21.8,0.89,36.5,23,31.9779191,120.9099201,2026-03-02 21:31:54.915
010,1.01,31.49,57.6,09:03.5,0.92,37.6,24,31.9779223,120.9099101,2026-03-02 21:31:56.510
010,0.94,32.43,58.2,08:25.1,0.99,100.2,25,31.9779261,120.9099012,2026-03-02 21:31:57.109
010,0.74,33.17,60.7,12:15.3,0.68,23.6,26,31.9779283,120.9098938,2026-03-02 21:31:59.646
010,1.33,34.50,62.5,09:21.8,0.89,33.3,27,31.9779313,120.9098801,2026-03-02 21:32:01.449
010,0.97,35.47,64.0,09:55.2,0.84,40.2,28,31.9779310,120.9098698,2026-03-02 21:32:02.943
010,0.93,36.40,65.6,11:44.2,0.71,39.3,29,31.9779296,120.9098601,2026-03-02 21:32:04.469
010,0.97,37.37,67.1,09:34.7,0.87,39.3,30,31.9779282,120.9098499,2026-03-02 21:32:05.996
010,0.21,37.58,68.1,59:31.4,0.14,60.0,31,31.9779280,120.9098477,2026-03-02 21:32:06.996
