010,0.00,0.00,0.0,--,0.00,0.0,1,0.0000000,0.0000000,2026-03-03 15:30:22.236
010,0.00,0.00,2.2,--,0.00,27.0,2,0.0000000,0.0000000,2026-03-03 15:30:24.461
010,0.00,0.00,5.4,--,0.00,19.0,3,0.0000000,0.0000000,2026-03-03 15:30:27.612
010,0.00,0.00,7.6,--,0.00,27.4,4,0.0000000,0.0000000,2026-03-03 15:30:29.800
010,0.00,0.00,9.6,--,0.00,29.1,5,0.0000000,0.0000000,2026-03-03 15:30:31.862
010,0.00,0.00,11.6,--,0.00,29.9,6,0.0000000,0.0000000,2026-03-03 15:30:33.866
010,0.00,0.00,13.5,--,0.00,31.8,7,0.0000000,0.0000000,2026-03-03 15:30:35.753
010,0.00,0.00,19.6,--,0.00,9.9,8,0.0000000,0.0000000,2026-03-03 15:30:41.793
010,0.00,0.00,23.6,--,0.00,14.9,9,0.0000000,0.0000000,2026-03-03 15:30:45.820
010,0.00,0.00,28.1,--,0.00,13.1,10,0.0000000,0.0000000,2026-03-03 15:30:50.384
010,0.00,0.00,31.4,--,0.00,18.5,11,0.0000000,0.0000000,2026-03-03 15:30:53.623
010,0.00,0.00,33.7,--,0.00,25.6,12,0.0000000,0.0000000,2026-03-03 15:30:55.964
010,0.00,0.00,37.2,--,0.00,17.1,13,0.0000000,0.0000000,2026-03-03 15:30:59.477
010,0.00,0.00,40.6,--,0.00,18.1,14,0.0000000,0.0000000,2026-03-03 15:31:02.795
010,0.00,0.00,42.0,--,0.00,41.2,15,0.0000000,0.0000000,2026-03-03 15:31:04.253
010,0.00,0.00,44.1,--,0.00,28.8,16,0.0000000,0.0000000,2026-03-03 15:31:06.337
010,0.00,0.00,46.2,--,0.00,29.1,17,0.0000000,0.0000000,2026-03-03 15:31:08.398
010,0.00,0.00,49.2,--,0.00,19.6,18,0.0000000,0.0000000,2026-03-03 15:31:11.461
010,0.00,0.00,51.7,--,0.00,24.3,19,0.0000000,0.0000000,2026-03-03 15:31:13.934
010,0.00,0.00,53.0,--,0.00,47.2,20,0.0000000,0.0000000,2026-03-03 15:31:15.206
010,0.00,0.00,54.8,--,0.00,32.0,21,0.0000000,0.0000000,2026-03-03 15:31:17.079
010,0.00,0.00,58.5,--,0.00,16.3,22,0.0000000,0.0000000,2026-03-03 15:31:20.764
010,0.00,0.00,60.6,--,0.00,29.6,23,0.0000000,0.0000000,2026-03-03 15:31:22.788
010,0.00,0.00,63.3,--,0.00,22.2,24,0.0000000,0.0000000,2026-03-03 15:31:25.487
010,0.00,0.00,65.6,--,0.00,25.3,25,0.0000000,0.0000000,2026-03-03 15:31:27.854
010,0.00,0.00,67.7,--,0.00,29.0,26,0.0000000,0.0000000,2026-03-03 15:31:29.923
010,0.00,0.00,69.0,--,0.00,45.4,27,0.0000000,0.0000000,2026-03-03 15:31:31.245
010,0.00,0.00,73.0,--,0.00,15.1,28,0.0000000,0.0000000,2026-03-03 15:31:35.227
