010,0.00,0.00,0.0,--,0.00,0.0,1,0.0000000,0.0000000,2026-03-02 20:41:56.424
010,0.00,0.00,2.0,--,0.00,21.1,2,0.0000000,0.0000000,2026-03-02 20:42:00.261
010,0.00,0.00,1.8,--,0.00,74.2,3,0.0000000,0.0000000,2026-03-02 20:42:00.070
010,0.00,0.00,4.3,--,0.00,41.1,4,0.0000000,0.0000000,2026-03-02 20:42:02.529
010,0.00,0.00,4.6,--,0.00,43.8,5,0.0000000,0.0000000,2026-03-02 20:42:02.900
010,0.00,0.00,7.1,--,0.00,41.7,6,0.0000000,0.0000000,2026-03-02 20:42:05.340
010,0.00,0.00,7.8,--,0.00,35.6,7,0.0000000,0.0000000,2026-03-02 20:42:06.027
010,0.00,0.00,10.1,--,0.00,45.2,8,0.0000000,0.0000000,2026-03-02 20:42:08.355
010,0.00,0.00,10.6,--,0.00,38.5,9,0.0000000,0.0000000,2026-03-02 20:42:08.912
010,0.00,0.00,13.1,--,0.00,41.2,10,0.0000000,0.0000000,2026-03-02 20:42:11.369
010,0.00,0.00,14.6,--,0.00,39.9,11,0.0000000,0.0000000,2026-03-02 20:42:12.871
