sys_ms,acc_x,acc_y,acc_z
48039,0.3645,-0.3459,0.8794
48062,0.3645,-0.3462,0.8794
48084,0.3645,-0.3466,0.8794
48101,0.3645,-0.3468,0.8794
48124,0.3645,-0.3469,0.8794
48148,0.3645,-0.3473,0.8794
48189,0.3644,-0.3475,0.8793
48212,0.3644,-0.3477,0.8793
48229,0.3644,-0.3478,0.8793
48251,0.3643,-0.3480,0.8793
48274,0.3643,-0.3481,0.8793
48291,0.3643,-0.3481,0.8793
48322,0.3641,-0.3483,0.8793
48343,0.3641,-0.3484,0.8793
48378,0.3641,-0.3485,0.8793
