sys_ms,acc_x,acc_y,acc_z
340732,0.1074,-0.3567,0.9435
340754,0.1064,-0.3555,0.9435
340771,0.1052,-0.3544,0.9431
340793,0.1024,-0.3529,0.9414
340810,0.1008,-0.3525,0.9401
340844,0.0979,-0.3528,0.9366
340867,0.0964,-0.3535,0.9346
340891,0.0938,-0.3560,0.9304
340914,0.0925,-0.3577,0.9282
340936,0.0914,-0.3596,0.9263
340953,0.0902,-0.3617,0.9244
340975,0.0880,-0.3662,0.9214
341003,0.0857,-0.3705,0.9193
341039,0.0831,-0.3744,0.9185
341062,0.0819,-0.3760,0.9185
341086,0.0796,-0.3787,0.9191
341108,0.0785,-0.3796,0.9197
341131,0.0775,-0.3805,0.9205
341158,0.0759,-0.3813,0.9222
341181,0.0753,-0.3815,0.9232
341202,0.0747,-0.3812,0.9252
341224,0.0747,-0.3807,0.9260
341247,0.0747,-0.3802,0.9269
341269,0.0753,-0.3784,0.9286
341312,0.0759,-0.3759,0.9301
341336,0.0763,-0.3727,0.9313
341354,0.0763,-0.3708,0.9320
341375,0.0763,-0.3690,0.9326
341395,0.0762,-0.3671,0.9333
341418,0.0756,-0.3634,0.9348
341435,0.0751,-0.3615,0.9354
341458,0.0745,-0.3596,0.9362
341493,0.0730,-0.3558,0.9377
341516,0.0710,-0.3522,0.9392
341541,0.0699,-0.3503,0.9399
341563,0.0687,-0.3485,0.9407
341585,0.0660,-0.3453,0.9419
341602,0.0647,-0.3439,0.9424
341645,0.0619,-0.3412,0.9432
341682,0.0579,-0.3381,0.9436
341701,0.0565,-0.3373,0.9436
341726,0.0553,-0.3367,0.9434
341748,0.0530,-0.3356,0.9427
341771,0.0520,-0.3352,0.9425
341795,0.0502,-0.3347,0.9417
341817,0.0494,-0.3346,0.9412
341840,0.0488,-0.3345,0.9408
341859,0.0483,-0.3344,0.9404
341881,0.0477,-0.3344,0.9399
341904,0.0475,-0.3342,0.9397
341930,0.0474,-0.3344,0.9395
341954,0.0474,-0.3344,0.9393
341979,0.0476,-0.3344,0.9395
342002,0.0479,-0.3345,0.9397
342024,0.0481,-0.3345,0.9399
342041,0.0482,-0.3345,0.9402
342065,0.0487,-0.3345,0.9410
342088,0.0490,-0.3346,0.9415
342122,0.0493,-0.3346,0.9426
342145,0.0494,-0.3347,0.9436
342170,0.0494,-0.3348,0.9441
342192,0.0492,-0.3351,0.9447
342212,0.0491,-0.3353,0.9449
342236,0.0488,-0.3356,0.9451
342263,0.0482,-0.3361,0.9453
342282,0.0479,-0.3364,0.9454
342332,0.0471,-0.3378,0.9460
342352,0.0471,-0.3383,0.9464
342375,0.0475,-0.3398,0.9471
342395,0.0479,-0.3408,0.9474
342418,0.0482,-0.3419,0.9475
342437,0.0488,-0.3433,0.9475
342459,0.0503,-0.3468,0.9468
342476,0.0513,-0.3490,0.9459
342511,0.0540,-0.3542,0.9435
342534,0.0557,-0.3573,0.9419
342564,0.0597,-0.3635,0.9382
342582,0.0618,-0.3663,0.9364
342604,0.0659,-0.3710,0.9331
342626,0.0677,-0.3727,0.9318
342643,0.0695,-0.3740,0.9308
342666,0.0709,-0.3748,0.9299
342683,0.0721,-0.3752,0.9294
342717,0.0743,-0.3752,0.9288
342739,0.0763,-0.3746,0.9285
342764,0.0771,-0.3741,0.9281
342786,0.0787,-0.3733,0.9270
342808,0.0793,-0.3729,0.9261
342825,0.0798,-0.3727,0.9252
342848,0.0801,-0.3727,0.9240
342879,0.0803,-0.3730,0.9215
342908,0.0798,-0.3741,0.9188
342931,0.0795,-0.3750,0.9176
342955,0.0787,-0.3773,0.9156
342978,0.0785,-0.3787,0.9149
343000,0.0781,-0.3821,0.9142
343017,0.0782,-0.3840,0.9142
343039,0.0786,-0.3862,0.9144
343062,0.0793,-0.3887,0.9149
343079,0.0803,-0.3916,0.9156
343096,0.0815,-0.3948,0.9165
343118,0.0846,-0.4023,0.9180
343170,0.0885,-0.4163,0.9174
343194,0.0892,-0.4214,0.9160
343215,0.0896,-0.4320,0.9115
343236,0.0894,-0.4374,0.9086
343257,0.0887,-0.4427,0.9053
343274,0.0878,-0.4480,0.9019
343299,0.0850,-0.4576,0.8949
343322,0.0834,-0.4619,0.8918
343365,0.0778,-0.4712,0.8846
343384,0.0759,-0.4730,0.8831
343408,0.0743,-0.4745,0.8818
343428,0.0729,-0.4753,0.8810
343450,0.0710,-0.4761,0.8800
343467,0.0706,-0.4760,0.8798
343501,0.0710,-0.4756,0.8798
343540,0.0730,-0.4752,0.8799
343563,0.0765,-0.4752,0.8796
343588,0.0786,-0.4756,0.8793
343610,0.0811,-0.4762,0.8785
343632,0.0863,-0.4783,0.8766
343649,0.0892,-0.4797,0.8754
343672,0.0922,-0.4816,0.8740
343694,0.0986,-0.4860,0.8712
343730,0.1056,-0.4911,0.8690
343753,0.1093,-0.4938,0.8682
343775,0.1132,-0.4966,0.8677
343806,0.1211,-0.5023,0.8673
343829,0.1293,-0.5082,0.8680
343846,0.1332,-0.5111,0.8689
343869,0.1371,-0.5142,0.8700
343891,0.1442,-0.5203,0.8727
343908,0.1472,-0.5234,0.8741
343925,0.1498,-0.5267,0.8755
343947,0.1517,-0.5303,0.8766
343981,0.1536,-0.5381,0.8773
344004,0.1532,-0.5422,0.8768
344028,0.1497,-0.5511,0.8733
344051,0.1462,-0.5557,0.8701
344073,0.1361,-0.5646,0.8612
344090,0.1293,-0.5688,0.8553
344116,0.1213,-0.5728,0.8489
344134,0.1124,-0.5765,0.8417
344175,0.0802,-0.5856,0.8177
344198,0.0680,-0.5879,0.8092
344222,0.0424,-0.5918,0.7921
344244,0.0292,-0.5934,0.7837
344265,0.0160,-0.5950,0.7754
344288,-0.0101,-0.5979,0.7596
344310,-0.0228,-0.5992,0.7522
344328,-0.0350,-0.6007,0.7450
344394,-0.0789,-0.6071,0.7206
344417,-0.0883,-0.6088,0.7157
344439,-0.1045,-0.6119,0.7078
344462,-0.1115,-0.6133,0.7046
344484,-0.1174,-0.6145,0.7020
344501,-0.1226,-0.6156,0.7000
344523,-0.1298,-0.6168,0.6976
344540,-0.1318,-0.6171,0.6973
344577,-0.1327,-0.6163,0.6990
344600,-0.1313,-0.6155,0.7013
344624,-0.1255,-0.6128,0.7091
344647,-0.1211,-0.6110,0.7150
344669,-0.1097,-0.6056,0.7306
344686,-0.1031,-0.6021,0.7401
344727,-0.0889,-0.5930,0.7622
344745,-0.0813,-0.5876,0.7744
344771,-0.0657,-0.5757,0.8005
344793,-0.0577,-0.5692,0.8140
344817,-0.0420,-0.5559,0.8413
344840,-0.0342,-0.5493,0.8549
344862,-0.0265,-0.5428,0.8682
344879,-0.0189,-0.5366,0.8812
344901,-0.0044,-0.5250,0.9061
344924,0.0026,-0.5197,0.9176
344960,0.0167,-0.5106,0.9384
344983,0.0315,-0.5035,0.9553
345008,0.0393,-0.5009,0.9622
345031,0.0564,-0.4974,0.9718
345053,0.0657,-0.4967,0.9746
345070,0.0754,-0.4967,0.9758
345093,0.0856,-0.4972,0.9757
345115,0.1067,-0.4999,0.9712
345132,0.1173,-0.5020,0.9668
345149,0.1278,-0.5044,0.9611
345182,0.1476,-0.5104,0.9460
345219,0.1644,-0.5175,0.9266
345242,0.1714,-0.5212,0.9158
345266,0.1814,-0.5294,0.8920
345288,0.1846,-0.5338,0.8796
345309,0.1864,-0.5383,0.8672
345336,0.1866,-0.5477,0.8430
345383,0.1809,-0.5635,0.8103
345403,0.1783,-0.5691,0.8008
345426,0.1736,-0.5812,0.7842
345446,0.1719,-0.5876,0.7771
345469,0.1709,-0.5944,0.7706
345486,0.1707,-0.6012,0.7648
345508,0.1713,-0.6084,0.7595
345530,0.1755,-0.6235,0.7500
345549,0.1792,-0.6316,0.7458
345572,0.1841,-0.6399,0.7421
345594,0.1968,-0.6567,0.7352
345624,0.2122,-0.6732,0.7288
345648,0.2203,-0.6809,0.7255
345665,0.2284,-0.6880,0.7219
345688,0.2363,-0.6946,0.7183
345710,0.2513,-0.7059,0.7103
345727,0.2584,-0.7106,0.7061
345752,0.2650,-0.7147,0.7017
345774,0.2773,-0.7213,0.6929
345809,0.2883,-0.7256,0.6838
345831,0.2932,-0.7271,0.6794
345855,0.3019,-0.7285,0.6707
345877,0.3053,-0.7289,0.6663
345900,0.3080,-0.7289,0.6617
345917,0.3099,-0.7286,0.6573
345959,0.3097,-0.7272,0.6438
345995,0.3040,-0.7255,0.6355
346018,0.2993,-0.7245,0.6317
346042,0.2866,-0.7222,0.6260
346065,0.2789,-0.7209,0.6245
346087,0.2625,-0.7179,0.6255
346104,0.2540,-0.7161,0.6283
346126,0.2456,-0.7140,0.6328
346149,0.2372,-0.7115,0.6387
346166,0.2286,-0.7087,0.6459
346183,0.2200,-0.7056,0.6543
346205,0.2018,-0.6980,0.6737
346247,0.1827,-0.6886,0.6951
346271,0.1635,-0.6775,0.7170
346295,0.1541,-0.6713,0.7280
346316,0.1450,-0.6648,0.7389
346333,0.1365,-0.6580,0.7495
346352,0.1210,-0.6432,0.7701
346379,0.1141,-0.6354,0.7799
346399,0.1078,-0.6273,0.7892
346457,0.0854,-0.5945,0.8191
346480,0.0801,-0.5864,0.8246
346497,0.0746,-0.5786,0.8292
346519,0.0630,-0.5638,0.8362
346542,0.0569,-0.5570,0.8387
346583,0.0374,-0.5383,0.8433
346622,0.0238,-0.5280,0.8446
346647,0.0104,-0.5190,0.8450
346669,0.0039,-0.5151,0.8448
346697,-0.0082,-0.5082,0.8446
346719,-0.0135,-0.5051,0.8445
346742,-0.0182,-0.5023,0.8445
346759,-0.0220,-0.4996,0.8445
346781,-0.0266,-0.4949,0.8450
346798,-0.0271,-0.4928,0.8453
346836,-0.0244,-0.4889,0.8463
346859,-0.0212,-0.4873,0.8469
346882,-0.0115,-0.4851,0.8491
346899,-0.0050,-0.4847,0.8510
346922,0.0024,-0.4852,0.8536
346944,0.0106,-0.4865,0.8574
346961,0.0287,-0.4916,0.8690
346983,0.0381,-0.4958,0.8771
347000,0.0475,-0.5011,0.8866
347032,0.0653,-0.5148,0.9100
347055,0.0735,-0.5232,0.9235
347079,0.0879,-0.5419,0.9521
347102,0.0939,-0.5519,0.9662
347124,0.0988,-0.5621,0.9790
347141,0.1027,-0.5725,0.9901
347163,0.1067,-0.5929,1.0049
347199,0.1062,-0.6123,1.0076
347229,0.1022,-0.6300,0.9972
347252,0.0992,-0.6379,0.9872
347276,0.0920,-0.6512,0.9583
347299,0.0879,-0.6564,0.9398
347319,0.0836,-0.6605,0.9191
347341,0.0745,-0.6658,0.8718
347361,0.0699,-0.6670,0.8461
347383,0.0654,-0.6675,0.8193
347405,0.0610,-0.6670,0.7922
347428,0.0529,-0.6639,0.7384
347450,0.0491,-0.6613,0.7125
347496,0.0402,-0.6482,0.6439
347520,0.0381,-0.6423,0.6251
347538,0.0354,-0.6287,0.5950
347560,0.0348,-0.6212,0.5837
347583,0.0344,-0.6135,0.5752
347600,0.0342,-0.6061,0.5688
347617,0.0337,-0.5990,0.5647
347639,0.0306,-0.5876,0.5618
347671,0.0217,-0.5825,0.5637
347691,0.0144,-0.5833,0.5659
347713,0.0049,-0.5864,0.5688
347730,-0.0068,-0.5922,0.5724
347752,-0.0205,-0.6003,0.5765
347774,-0.0535,-0.6234,0.5867
347794,-0.0723,-0.6375,0.5925
347826,-0.1129,-0.6692,0.6060
347861,-0.1552,-0.7023,0.6213
347884,-0.1755,-0.7184,0.6296
347908,-0.2124,-0.7476,0.6465
347931,-0.2283,-0.7600,0.6545
347953,-0.2535,-0.7797,0.6693
347970,-0.2627,-0.7865,0.6755
347993,-0.2694,-0.7913,0.6810
348015,-0.2738,-0.7936,0.6855
348032,-0.2758,-0.7937,0.6893
348049,-0.2755,-0.7915,0.6923
348071,-0.2687,-0.7805,0.6964
348111,-0.2543,-0.7618,0.6996
348135,-0.2335,-0.7377,0.7041
348160,-0.2212,-0.7242,0.7076
348182,-0.1929,-0.6971,0.7184
348204,-0.1775,-0.6841,0.7256
348221,-0.1615,-0.6719,0.7341
348246,-0.1454,-0.6609,0.7437
348268,-0.1139,-0.6425,0.7651
348309,-0.0857,-0.6288,0.7881
348332,-0.0627,-0.6193,0.8105
348352,-0.0536,-0.6158,0.8210
348373,-0.0460,-0.6132,0.8307
348395,-0.0400,-0.6111,0.8395
348416,-0.0326,-0.6086,0.8538
348439,-0.0309,-0.6082,0.8591
348487,-0.0326,-0.6079,0.8674
348512,-0.0381,-0.6082,0.8658
348532,-0.0417,-0.6082,0.8630
348555,-0.0459,-0.6080,0.8590
348579,-0.0549,-0.6073,0.8477
348602,-0.0596,-0.6064,0.8409
348624,-0.0642,-0.6053,0.8336
348641,-0.0685,-0.6039,0.8259
348658,-0.0725,-0.6021,0.8182
348680,-0.0790,-0.5975,0.8033
348724,-0.0825,-0.5917,0.7904
348747,-0.0824,-0.5846,0.7804
348770,-0.0811,-0.5807,0.7769
348791,-0.0786,-0.5765,0.7744
348813,-0.0712,-0.5675,0.7728
348841,-0.0660,-0.5627,0.7737
348864,-0.0536,-0.5530,0.7788
348887,-0.0464,-0.5479,0.7828
348923,-0.0303,-0.5377,0.7981
348946,-0.0127,-0.5273,0.8035
348971,-0.0035,-0.5221,0.8087
348993,0.0150,-0.5115,0.8180
349016,0.0242,-0.5062,0.8217
349033,0.0332,-0.5010,0.8246
349058,0.0497,-0.4915,0.8284
349075,0.0570,-0.4874,0.8295
349118,0.0695,-0.4823,0.8314
349141,0.0791,-0.4825,0.8351
349166,0.0831,-0.4852,0.8383
349188,0.0895,-0.4961,0.8477
349213,0.0918,-0.5043,0.8539
349234,0.0936,-0.5140,0.8605
349256,0.0951,-0.5374,0.8730
349273,0.0946,-0.5505,0.8776
349316,0.0903,-0.5795,0.8790
349339,0.0809,-0.6121,0.8674
349363,0.0745,-0.6298,0.8564
349380,0.0671,-0.6484,0.8425
349399,0.0591,-0.6678,0.8265
349420,0.0425,-0.7075,0.7914
349442,0.0349,-0.7271,0.7742
349465,0.0282,-0.7460,0.7581
349483,0.0226,-0.7639,0.7435
349543,0.0155,-0.8190,0.7042
349561,0.0181,-0.8275,0.6986
349583,0.0223,-0.8337,0.6941
349605,0.0364,-0.8397,0.6879
349622,0.0459,-0.8396,0.6857
349645,0.0571,-0.8376,0.6841
349674,0.0840,-0.8291,0.6823
349705,0.1161,-0.8152,0.6825
349728,0.1335,-0.8068,0.6833
349745,0.1517,-0.7976,0.6846
349767,0.1882,-0.7778,0.6879
349789,0.2059,-0.7676,0.6899
349806,0.2228,-0.7573,0.6921
349829,0.2386,-0.7469,0.6945
349850,0.2661,-0.7267,0.7000
349873,0.2773,-0.7168,0.7029
349891,0.2867,-0.7070,0.7058
349913,0.2941,-0.6974,0.7089
349958,0.3027,-0.6698,0.7169
349982,0.2964,-0.6533,0.7202
349999,0.2896,-0.6460,0.7211
350022,0.2804,-0.6393,0.7212
350044,0.2690,-0.6333,0.7209
350061,0.2556,-0.6282,0.7201
350083,0.2235,-0.6207,0.7173
350100,0.2053,-0.6184,0.7156
350143,0.1664,-0.6165,0.7122
350166,0.1260,-0.6180,0.7096
350191,0.1061,-0.6202,0.7089
350213,0.0680,-0.6271,0.7085
350236,0.0503,-0.6317,0.7090
350260,0.0337,-0.6370,0.7097
350285,0.0045,-0.6492,0.7118
350303,-0.0081,-0.6559,0.7130
350339,-0.0288,-0.6698,0.7155
350360,-0.0370,-0.6766,0.7166
350382,-0.0496,-0.6891,0.7184
350403,-0.0542,-0.6943,0.7191
350425,-0.0577,-0.6987,0.7196
350449,-0.0630,-0.7045,0.7200
350472,-0.0651,-0.7057,0.7198
350497,-0.0686,-0.7046,0.7191
350549,-0.0751,-0.6957,0.7179
350587,-0.0809,-0.6863,0.7179
350605,-0.0846,-0.6809,0.7183
350627,-0.0929,-0.6698,0.7198
350650,-0.0977,-0.6641,0.7211
350667,-0.1027,-0.6584,0.7224
350689,-0.1080,-0.6528,0.7240
350706,-0.1136,-0.6475,0.7258
350742,-0.1310,-0.6327,0.7327
350765,-0.1367,-0.6283,0.7354
350789,-0.1481,-0.6202,0.7416
350811,-0.1536,-0.6166,0.7449
350834,-0.1588,-0.6130,0.7485
350851,-0.1637,-0.6097,0.7522
350891,-0.1761,-0.6000,0.7645
350908,-0.1791,-0.5967,0.7690
350936,-0.1813,-0.5934,0.7738
350959,-0.1831,-0.5865,0.7837
350986,-0.1825,-0.5829,0.7887
351008,-0.1782,-0.5747,0.7982
351031,-0.1746,-0.5702,0.8024
351048,-0.1702,-0.5653,0.8059
351070,-0.1592,-0.5543,0.8110
351092,-0.1528,-0.5485,0.8126
351131,-0.1388,-0.5364,0.8142
351154,-0.1235,-0.5255,0.8142
351195,-0.1077,-0.5181,0.8136
351228,-0.0912,-0.5162,0.8125
351249,-0.0828,-0.5181,0.8119
351271,-0.0647,-0.5280,0.8101
351294,-0.0552,-0.5360,0.8086
351332,-0.0349,-0.5586,0.8041
351353,-0.0128,-0.5889,0.7972
351375,-0.0009,-0.6061,0.7931
351396,0.0117,-0.6244,0.7886
351418,0.0386,-0.6619,0.7795
351439,0.0529,-0.6803,0.7750
351462,0.0671,-0.6979,0.7706
351502,0.1085,-0.7428,0.7585
351550,0.1409,-0.7716,0.7479
351575,0.1484,-0.7772,0.7448
351597,0.1541,-0.7810,0.7418
351619,0.1593,-0.7831,0.7368
351636,0.1587,-0.7816,0.7347
351659,0.1561,-0.7788,0.7329
351681,0.1454,-0.7697,0.7302
351698,0.1377,-0.7635,0.7292
351715,0.1287,-0.7567,0.7286
351738,0.1187,-0.7493,0.7284
351781,0.0856,-0.7241,0.7292
351805,0.0745,-0.7151,0.7300
351823,0.0637,-0.7058,0.7310
351845,0.0442,-0.6865,0.7334
351867,0.0358,-0.6768,0.7347
351884,0.0283,-0.6671,0.7358
351907,0.0217,-0.6575,0.7366
351924,0.0160,-0.6481,0.7367
351965,0.0009,-0.6226,0.7305
351988,-0.0044,-0.6155,0.7255
352014,-0.0166,-0.6050,0.7114
352037,-0.0237,-0.6019,0.7030
352059,-0.0314,-0.6006,0.6942
352076,-0.0486,-0.6038,0.6774
352109,-0.0675,-0.6156,0.6638
352126,-0.0774,-0.6245,0.6589
352162,-0.0975,-0.6477,0.6536
352185,-0.1077,-0.6610,0.6533
352209,-0.1273,-0.6888,0.6566
352231,-0.1367,-0.7024,0.6600
352254,-0.1458,-0.7150,0.6642
352271,-0.1544,-0.7263,0.6688
352293,-0.1703,-0.7441,0.6788
352316,-0.1774,-0.7502,0.6837
352354,-0.1897,-0.7561,0.6926
352375,-0.2000,-0.7538,0.6993
352413,-0.2085,-0.7439,0.7040
352434,-0.2124,-0.7367,0.7056
352455,-0.2163,-0.7283,0.7067
352472,-0.2244,-0.7089,0.7079
352494,-0.2288,-0.6985,0.7083
352517,-0.2334,-0.6881,0.7086
352564,-0.2483,-0.6575,0.7101
352589,-0.2582,-0.6384,0.7126
352612,-0.2627,-0.6293,0.7146
352634,-0.2666,-0.6205,0.7170
352651,-0.2699,-0.6121,0.7198
352673,-0.2739,-0.5958,0.7267
352696,-0.2745,-0.5883,0.7305
352721,-0.2728,-0.5740,0.7388
352752,-0.2671,-0.5610,0.7471
352774,-0.2628,-0.5552,0.7513
352791,-0.2577,-0.5499,0.7555
352814,-0.2517,-0.5450,0.7598
352836,-0.2375,-0.5371,0.7686
352853,-0.2296,-0.5339,0.7732
352876,-0.2212,-0.5312,0.7780
352898,-0.2125,-0.5291,0.7830
352915,-0.2037,-0.5272,0.7880
352932,-0.1951,-0.5256,0.7931
352951,-0.1786,-0.5233,0.8032
352993,-0.1639,-0.5215,0.8127
353025,-0.1517,-0.5201,0.8213
353046,-0.1466,-0.5195,0.8250
353068,-0.1382,-0.5184,0.8308
353091,-0.1349,-0.5179,0.8328
353115,-0.1320,-0.5175,0.8341
353139,-0.1273,-0.5165,0.8341
353162,-0.1252,-0.5160,0.8329
353190,-0.1206,-0.5149,0.8282
353213,-0.1177,-0.5143,0.8251
353247,-0.1035,-0.5132,0.8141
353270,-0.0964,-0.5133,0.8107
353293,-0.0879,-0.5137,0.8077
353330,-0.0540,-0.5178,0.8038
353352,-0.0403,-0.5204,0.8047
353387,-0.0105,-0.5277,0.8109
353407,0.0054,-0.5323,0.8167
353431,0.0385,-0.5435,0.8341
353453,0.0557,-0.5498,0.8457
353473,0.0730,-0.5568,0.8589
353497,0.1075,-0.5725,0.8889
353520,0.1243,-0.5813,0.9048
353542,0.1404,-0.5906,0.9204
353597,0.1934,-0.6337,0.9630
353628,0.2084,-0.6586,0.9596
353645,0.2120,-0.6719,0.9493
353668,0.2131,-0.6854,0.9332
353690,0.2117,-0.6993,0.9113
353707,0.2079,-0.7134,0.8838
353729,0.1941,-0.7407,0.8154
353754,0.1848,-0.7537,0.7762
353782,0.1631,-0.7771,0.6931
353805,0.1515,-0.7870,0.6515
353829,0.1287,-0.8022,0.5737
353852,0.1178,-0.8071,0.5394
353874,0.1077,-0.8102,0.5092
353891,0.0895,-0.8104,0.4623
353931,0.0743,-0.8033,0.4349
353977,0.0571,-0.7822,0.4291
354000,0.0525,-0.7734,0.4352
354017,0.0483,-0.7642,0.4446
354039,0.0446,-0.7548,0.4565
354061,0.0372,-0.7369,0.4861
354078,0.0336,-0.7291,0.5027
354101,0.0297,-0.7223,0.5197
354123,0.0204,-0.7130,0.5530
354143,0.0148,-0.7109,0.5687
354160,0.0084,-0.7108,0.5835
354183,0.0013,-0.7128,0.5972
354225,-0.0240,-0.7301,0.6300
354249,-0.0333,-0.7389,0.6381
354274,-0.0526,-0.7592,0.6487
354297,-0.0624,-0.7697,0.6512
354319,-0.0723,-0.7799,0.6521
354337,-0.0917,-0.7985,0.6487
354356,-0.1011,-0.8063,0.6450
354380,-0.1102,-0.8129,0.6404
354420,-0.1343,-0.8248,0.6238
354442,-0.1409,-0.8264,0.6184
354466,-0.1467,-0.8267,0.6134
354486,-0.1559,-0.8241,0.6056
354508,-0.1592,-0.8214,0.6028
354533,-0.1619,-0.8181,0.6008
354558,-0.1648,-0.8098,0.5991
354577,-0.1652,-0.8051,0.5992
354656,-0.1577,-0.7784,0.6052
354679,-0.1547,-0.7728,0.6066
354701,-0.1472,-0.7618,0.6088
354724,-0.1432,-0.7565,0.6097
354741,-0.1389,-0.7513,0.6106
354763,-0.1346,-0.7465,0.6115
354780,-0.1305,-0.7417,0.6123
354816,-0.1194,-0.7294,0.6158
354838,-0.1166,-0.7258,0.6174
354861,-0.1144,-0.7228,0.6194
354879,-0.1128,-0.7200,0.6217
354901,-0.1117,-0.7157,0.6281
354924,-0.1121,-0.7142,0.6326
354941,-0.1129,-0.7131,0.6382
354962,-0.1143,-0.7124,0.6451
354979,-0.1160,-0.7119,0.6536
355015,-0.1217,-0.7114,0.6870
355038,-0.1232,-0.7114,0.7004
355062,-0.1240,-0.7115,0.7145
355084,-0.1230,-0.7124,0.7422
355107,-0.1210,-0.7134,0.7546
355127,-0.1176,-0.7152,0.7654
355167,-0.0973,-0.7275,0.7827
355205,-0.0734,-0.7438,0.7791
355228,-0.0389,-0.7666,0.7635
355245,-0.0175,-0.7802,0.7521
355263,0.0066,-0.7944,0.7385
355286,0.0333,-0.8094,0.7234
355313,0.0930,-0.8391,0.6898
355331,0.1254,-0.8529,0.6721
355352,0.1584,-0.8656,0.6543
355375,0.1918,-0.8767,0.6364
355397,0.2563,-0.8932,0.6010
355417,0.2861,-0.8981,0.5840
355458,0.3690,-0.8987,0.5383
355485,0.3754,-0.8942,0.5256
355502,0.3881,-0.8875,0.5148
355524,0.3966,-0.8790,0.5059
355546,0.4016,-0.8577,0.4954
355563,0.3983,-0.8456,0.4939
355586,0.3917,-0.8329,0.4951
355604,0.3820,-0.8201,0.4990
355663,0.3197,-0.7714,0.5374
355683,0.3004,-0.7605,0.5511
355705,0.2803,-0.7502,0.5658
355727,0.2394,-0.7316,0.5962
355750,0.2194,-0.7229,0.6111
355785,0.1812,-0.7073,0.6383
355803,0.1632,-0.7003,0.6498
355845,0.1133,-0.6847,0.6736
355868,0.0978,-0.6816,0.6781
355892,0.0685,-0.6794,0.6833
355915,0.0548,-0.6803,0.6847
355937,0.0298,-0.6864,0.6854
355954,0.0184,-0.6915,0.6851
355976,0.0079,-0.6980,0.6843
355997,-0.0018,-0.7054,0.6832
356035,-0.0269,-0.7319,0.6781
356058,-0.0339,-0.7412,0.6758
356089,-0.0466,-0.7589,0.6707
356106,-0.0522,-0.7671,0.6681
356129,-0.0571,-0.7744,0.6654
356151,-0.0613,-0.7810,0.6630
356170,-0.0676,-0.7913,0.6584
356193,-0.0697,-0.7949,0.6562
356217,-0.0712,-0.7976,0.6541
356244,-0.0728,-0.7998,0.6495
356267,-0.0730,-0.7981,0.6443
356291,-0.0729,-0.7959,0.6414
356314,-0.0728,-0.7932,0.6382
356336,-0.0720,-0.7859,0.6320
356358,-0.0715,-0.7816,0.6290
356396,-0.0702,-0.7721,0.6240
356413,-0.0692,-0.7670,0.6219
356441,-0.0673,-0.7566,0.6189
356464,-0.0660,-0.7516,0.6178
356488,-0.0629,-0.7423,0.6169
356511,-0.0609,-0.7383,0.6172
356533,-0.0562,-0.7317,0.6188
356550,-0.0533,-0.7291,0.6200
356573,-0.0503,-0.7272,0.6216
356595,-0.0471,-0.7256,0.6233
356612,-0.0437,-0.7245,0.6251
356630,-0.0369,-0.7231,0.6288
356652,-0.0336,-0.7229,0.6306
