timestamp,acc_x,acc_y,acc_z
2097447,-0.0031,-0.9512,0.1394
2097496,-0.0027,-0.9514,0.1393
2097511,-0.0027,-0.9515,0.1393
2097521,-0.0026,-0.9517,0.1392
2097536,-0.0026,-0.9517,0.1392
2097552,-0.0024,-0.9518,0.1392
2097568,-0.0024,-0.9518,0.1390
2097589,-0.0023,-0.9519,0.1392
2097605,-0.0023,-0.9520,0.1392
2097621,-0.0023,-0.9520,0.1393
2097637,-0.0023,-0.9521,0.1394
2097647,-0.0023,-0.9521,0.1394
2097658,-0.0024,-0.9521,0.1394
2097674,-0.0024,-0.9521,0.1395
2097690,-0.0024,-0.9520,0.1395
2097740,-0.0024,-0.9518,0.1395
2097782,-0.0024,-0.9515,0.1395
2097792,-0.0023,-0.9515,0.1395
2097808,-0.0023,-0.9514,0.1395
2097824,-0.0023,-0.9514,0.1394
2097840,-0.0022,-0.9514,0.1393
2097876,-0.0023,-0.9515,0.1390
2097894,-0.0024,-0.9515,0.1390
2097910,-0.0024,-0.9517,0.1389
2097920,-0.0026,-0.9517,0.1389
2097936,-0.0027,-0.9518,0.1389
2097952,-0.0028,-0.9518,0.1390
2097967,-0.0029,-0.9518,0.1392
2097975,-0.0029,-0.9517,0.1393
2097985,-0.0029,-0.9517,0.1394
2098001,-0.0031,-0.9517,0.1396
2098017,-0.0031,-0.9515,0.1401
2098033,-0.0031,-0.9514,0.1406
2098051,-0.0029,-0.9513,0.1412
2098084,-0.0029,-0.9513,0.1420
2098100,-0.0028,-0.9513,0.1421
2098134,-0.0027,-0.9514,0.1423
2098151,-0.0027,-0.9514,0.1422
2098159,-0.0027,-0.9515,0.1422
2098173,-0.0027,-0.9515,0.1422
2098183,-0.0027,-0.9518,0.1421
2098191,-0.0027,-0.9518,0.1420
2098206,-0.0027,-0.9518,0.1420
2098221,-0.0027,-0.9519,0.1418
2098236,-0.0027,-0.9520,0.1418
2098246,-0.0027,-0.9520,0.1417
2098264,-0.0028,-0.9520,0.1417
2098279,-0.0028,-0.9520,0.1417
2098295,-0.0028,-0.9520,0.1417
2098340,-0.0028,-0.9519,0.1418
2098356,-0.0028,-0.9519,0.1418
2098393,-0.0028,-0.9519,0.1420
2098403,-0.0027,-0.9520,0.1420
2098418,-0.0027,-0.9520,0.1420
2098434,-0.0027,-0.9520,0.1420
2098450,-0.0027,-0.9519,0.1420
2098498,-0.0026,-0.9518,0.1418
2098514,-0.0026,-0.9517,0.1418
2098532,-0.0027,-0.9517,0.1418
2098548,-0.0027,-0.9515,0.1418
2098564,-0.0028,-0.9515,0.1418
2098580,-0.0029,-0.9514,0.1420
2098598,-0.0031,-0.9514,0.1420
2098614,-0.0032,-0.9514,0.1420
2098630,-0.0032,-0.9514,0.1421
2098646,-0.0032,-0.9515,0.1421
2098667,-0.0033,-0.9515,0.1422
2098708,-0.0032,-0.9517,0.1423
2098758,-0.0029,-0.9517,0.1422
2098774,-0.0029,-0.9517,0.1421
2098792,-0.0029,-0.9517,0.1421
2098808,-0.0029,-0.9517,0.1420
2098824,-0.0028,-0.9518,0.1420
2098840,-0.0028,-0.9518,0.1420
2098858,-0.0028,-0.9519,0.1420
2098874,-0.0028,-0.9519,0.1421
2098884,-0.0028,-0.9519,0.1421
2098901,-0.0028,-0.9519,0.1421
2098934,-0.0028,-0.9519,0.1422
2098949,-0.0028,-0.9519,0.1422
2098965,-0.0028,-0.9519,0.1422
2098999,-0.0027,-0.9518,0.1422
2099015,-0.0027,-0.9518,0.1423
2099031,-0.0027,-0.9517,0.1423
2099049,-0.0027,-0.9517,0.1423
2099065,-0.0026,-0.9517,0.1423
2099081,-0.0026,-0.9517,0.1425
2099091,-0.0026,-0.9515,0.1425
2099107,-0.0026,-0.9515,0.1425
2099133,-0.0026,-0.9515,0.1425
2099148,-0.0026,-0.9515,0.1425
2099163,-0.0026,-0.9515,0.1425
