timestamp,acc_x,acc_y,acc_z
35806,0.3384,-0.5139,0.7656
36244,0.3367,-0.4957,0.7767
36275,0.3359,-0.4957,0.7781
36297,0.3352,-0.4957,0.7792
36314,0.3350,-0.4957,0.7797
36336,0.3347,-0.4957,0.7800
36358,0.3346,-0.4957,0.7803
36375,0.3345,-0.4957,0.7804
36398,0.3346,-0.4957,0.7804
36420,0.3347,-0.4957,0.7802
36437,0.3350,-0.4956,0.7798
36455,0.3351,-0.4956,0.7794
36477,0.3356,-0.4955,0.7786
36514,0.3359,-0.4954,0.7776
36535,0.3361,-0.4954,0.7771
36593,0.3361,-0.4954,0.7756
36609,0.3358,-0.4954,0.7754
36631,0.3356,-0.4954,0.7751
36656,0.3353,-0.4954,0.7749
36678,0.3345,-0.4955,0.7747
36699,0.3340,-0.4955,0.7745
36721,0.3334,-0.4956,0.7744
36738,0.3328,-0.4956,0.7744
36761,0.3313,-0.4956,0.7748
36782,0.3306,-0.4956,0.7751
36804,0.3298,-0.4956,0.7755
36827,0.3282,-0.4955,0.7766
36849,0.3275,-0.4954,0.7772
36892,0.3254,-0.4949,0.7792
36928,0.3243,-0.4944,0.7805
36944,0.3240,-0.4941,0.7811
36968,0.3236,-0.4939,0.7816
36983,0.3234,-0.4937,0.7821
37006,0.3231,-0.4932,0.7827
37026,0.3231,-0.4929,0.7830
37046,0.3231,-0.4927,0.7831
37079,0.3235,-0.4922,0.7831
37100,0.3236,-0.4919,0.7830
37125,0.3242,-0.4916,0.7827
37147,0.3245,-0.4913,0.7826
37170,0.3251,-0.4908,0.7823
37187,0.3254,-0.4906,0.7822
37227,0.3260,-0.4901,0.7823
37254,0.3265,-0.4895,0.7826
37271,0.3268,-0.4891,0.7828
37290,0.3270,-0.4888,0.7832
37339,0.3275,-0.4873,0.7845
37360,0.3276,-0.4868,0.7850
37377,0.3278,-0.4862,0.7856
37400,0.3280,-0.4850,0.7870
37422,0.3280,-0.4844,0.7876
37440,0.3280,-0.4836,0.7883
37461,0.3281,-0.4830,0.7891
37478,0.3281,-0.4824,0.7898
37516,0.3282,-0.4806,0.7915
37552,0.3284,-0.4796,0.7920
37568,0.3284,-0.4792,0.7920
37590,0.3284,-0.4789,0.7919
37612,0.3284,-0.4785,0.7917
37630,0.3282,-0.4779,0.7913
37652,0.3282,-0.4777,0.7910
37677,0.3281,-0.4773,0.7908
37707,0.3281,-0.4768,0.7906
37731,0.3280,-0.4764,0.7908
37753,0.3281,-0.4764,0.7909
37775,0.3281,-0.4764,0.7910
37794,0.3282,-0.4766,0.7910
37833,0.3289,-0.4774,0.7911
37866,0.3293,-0.4785,0.7910
37914,0.3303,-0.4813,0.7894
37935,0.3308,-0.4827,0.7885
37952,0.3313,-0.4841,0.7874
37978,0.3325,-0.4874,0.7843
37997,0.3333,-0.4894,0.7825
38014,0.3340,-0.4915,0.7805
38034,0.3348,-0.4935,0.7783
38055,0.3358,-0.4957,0.7760
38072,0.3367,-0.4980,0.7737
38090,0.3376,-0.5002,0.7712
38112,0.3396,-0.5046,0.7665
38149,0.3414,-0.5088,0.7622
38182,0.3433,-0.5123,0.7585
38198,0.3441,-0.5139,0.7570
38220,0.3448,-0.5153,0.7556
38243,0.3462,-0.5176,0.7537
38260,0.3467,-0.5184,0.7529
38282,0.3472,-0.5190,0.7523
38304,0.3475,-0.5194,0.7521
38349,0.3480,-0.5194,0.7523
38370,0.3480,-0.5189,0.7528
38388,0.3478,-0.5175,0.7543
38410,0.3475,-0.5165,0.7554
38432,0.3472,-0.5154,0.7566
38449,0.3467,-0.5142,0.7579
38492,0.3450,-0.5100,0.7621
38523,0.3439,-0.5071,0.7648
38544,0.3433,-0.5057,0.7660
38566,0.3425,-0.5044,0.7672
38583,0.3419,-0.5032,0.7682
38606,0.3407,-0.5010,0.7699
38628,0.3402,-0.5000,0.7706
38645,0.3397,-0.4991,0.7712
38668,0.3387,-0.4977,0.7723
38690,0.3384,-0.4972,0.7728
38710,0.3381,-0.4967,0.7733
38731,0.3379,-0.4963,0.7738
38768,0.3374,-0.4958,0.7748
38805,0.3374,-0.4960,0.7753
38824,0.3374,-0.4962,0.7754
38849,0.3376,-0.4968,0.7755
