sys_ms,acc_x,acc_y,acc_z
101771,-0.3445,-0.2587,1.0498
101794,-0.3405,-0.2546,1.0560
101811,-0.3353,-0.2515,1.0604
101870,-0.3051,-0.2494,1.0579
101905,-0.2850,-0.2543,1.0435
101948,-0.2502,-0.2688,1.0052
101970,-0.2377,-0.2756,0.9886
101993,-0.2249,-0.2836,0.9702
102018,-0.1990,-0.3027,0.9301
102066,-0.1617,-0.3397,0.8683
102089,-0.1501,-0.3540,0.8497
102112,-0.1287,-0.3839,0.8195
102134,-0.1188,-0.3990,0.8082
102157,-0.1095,-0.4141,0.8002
102174,-0.1006,-0.4285,0.7952
102205,-0.0839,-0.4553,0.7944
102223,-0.0756,-0.4673,0.7986
102255,-0.0586,-0.4880,0.8141
102278,-0.0403,-0.5042,0.8362
102295,-0.0304,-0.5105,0.8484
102317,-0.0203,-0.5157,0.8604
102340,-0.0096,-0.5199,0.8715
102357,0.0010,-0.5231,0.8812
102379,0.0222,-0.5271,0.8948
102402,0.0322,-0.5281,0.8977
102428,0.0499,-0.5288,0.8949
102451,0.0573,-0.5288,0.8892
102473,0.0631,-0.5287,0.8807
102505,0.0706,-0.5288,0.8577
102533,0.0715,-0.5303,0.8293
102550,0.0697,-0.5319,0.8145
102573,0.0663,-0.5339,0.7997
102594,0.0547,-0.5402,0.7719
102618,0.0468,-0.5444,0.7593
102636,0.0375,-0.5492,0.7478
102657,0.0269,-0.5547,0.7375
102720,-0.0259,-0.5802,0.7102
102741,-0.0577,-0.5941,0.7080
102761,-0.0745,-0.6010,0.7113
102781,-0.0917,-0.6074,0.7179
102804,-0.1089,-0.6132,0.7281
102834,-0.1427,-0.6223,0.7594
102852,-0.1589,-0.6254,0.7798
102904,-0.2135,-0.6261,0.8788
102929,-0.2238,-0.6230,0.9036
102952,-0.2327,-0.6187,0.9263
102974,-0.2461,-0.6057,0.9629
102991,-0.2507,-0.5970,0.9758
103014,-0.2540,-0.5868,0.9847
103036,-0.2559,-0.5748,0.9899
103078,-0.2516,-0.5294,0.9854
103098,-0.2466,-0.5111,0.9789
103119,-0.2396,-0.4916,0.9711
103145,-0.2191,-0.4493,0.9543
103168,-0.2053,-0.4275,0.9464
103185,-0.1893,-0.4056,0.9396
103207,-0.1511,-0.3646,0.9294
103230,-0.1294,-0.3466,0.9265
103272,-0.0598,-0.3087,0.9274
103295,-0.0366,-0.3030,0.9308
103312,-0.0140,-0.3010,0.9355
103334,0.0076,-0.3029,0.9413
103356,0.0471,-0.3176,0.9546
103373,0.0648,-0.3298,0.9611
103396,0.0807,-0.3446,0.9666
103418,0.1072,-0.3795,0.9716
103480,0.1305,-0.4359,0.9546
103521,0.1313,-0.4833,0.9012
103544,0.1261,-0.4951,0.8762
103571,0.1066,-0.5122,0.8192
103594,0.0922,-0.5176,0.7893
103615,0.0536,-0.5231,0.7323
103635,0.0294,-0.5238,0.7079
103658,0.0023,-0.5237,0.6875
103678,-0.0275,-0.5232,0.6724
103696,-0.0597,-0.5227,0.6631
103715,-0.1288,-0.5226,0.6644
104385,0.0541,-0.4504,0.7578
104452,0.0560,-0.5396,0.7997
104474,0.0498,-0.5803,0.8156
104495,0.0447,-0.5977,0.8193
104516,0.0380,-0.6125,0.8198
104533,0.0294,-0.6244,0.8168
104555,0.0189,-0.6331,0.8101
104577,-0.0085,-0.6404,0.7872
104596,-0.0255,-0.6393,0.7722
104619,-0.0447,-0.6354,0.7556
104641,-0.0889,-0.6208,0.7211
104674,-0.1394,-0.6013,0.6896
104710,-0.1946,-0.5812,0.6667
104727,-0.2234,-0.5723,0.6598
104747,-0.2527,-0.5645,0.6564
104769,-0.2825,-0.5581,0.6567
104786,-0.3127,-0.5535,0.6613
104804,-0.3734,-0.5486,0.6827
104826,-0.4034,-0.5481,0.6998
104888,-0.5125,-0.5535,0.8036
104913,-0.5341,-0.5547,0.8354
104935,-0.5522,-0.5552,0.8680
104957,-0.5758,-0.5522,0.9310
104974,-0.5803,-0.5483,0.9591
105015,-0.5736,-0.5347,1.0034
105033,-0.5624,-0.5250,1.0181
105065,-0.5251,-0.5011,1.0303
105088,-0.4712,-0.4733,1.0195
105105,-0.4395,-0.4587,1.0061
105128,-0.4056,-0.4445,0.9880
105150,-0.3704,-0.4307,0.9658
105208,-0.2297,-0.3895,0.8510
105225,-0.1980,-0.3849,0.8195
105261,-0.1425,-0.3848,0.7589
105284,-0.0988,-0.3987,0.7070
105317,-0.0671,-0.4270,0.6698
105338,-0.0553,-0.4460,0.6577
105359,-0.0457,-0.4678,0.6504
105376,-0.0378,-0.4916,0.6478
105398,-0.0315,-0.5168,0.6498
105420,-0.0215,-0.5692,0.6656
105470,-0.0084,-0.6418,0.7094
105497,-0.0040,-0.6619,0.7257
105519,0.0050,-0.6924,0.7551
105542,0.0094,-0.7019,0.7665
105559,0.0133,-0.7072,0.7745
105584,0.0188,-0.7051,0.7788
105623,0.0188,-0.6868,0.7668
105663,0.0010,-0.6360,0.7267
105682,-0.0112,-0.6152,0.7111
105705,-0.0271,-0.5935,0.6962
105725,-0.0466,-0.5719,0.6831
105744,-0.0699,-0.5510,0.6731
105766,-0.1271,-0.5137,0.6653
105788,-0.1603,-0.4983,0.6688
105808,-0.1959,-0.4855,0.6779
105825,-0.2335,-0.4752,0.6925
105843,-0.2723,-0.4675,0.7125
105865,-0.3506,-0.4583,0.7675
105932,-0.4889,-0.4563,0.9182
105956,-0.5161,-0.4572,0.9596
105974,-0.5393,-0.4576,1.0006
105996,-0.5717,-0.4553,1.0773
106019,-0.5803,-0.4517,1.1107
106038,-0.5835,-0.4459,1.1398
106060,-0.5740,-0.4277,1.1805
106082,-0.5615,-0.4154,1.1910
106118,-0.5231,-0.3848,1.1902
106155,-0.4703,-0.3491,1.1602
106178,-0.4086,-0.3127,1.1046
106201,-0.3760,-0.2959,1.0691
106225,-0.3097,-0.2679,0.9885
106260,-0.2448,-0.2513,0.9032
106283,-0.2137,-0.2484,0.8619
106318,-0.1560,-0.2540,0.7882
106340,-0.1300,-0.2625,0.7579
106363,-0.0851,-0.2893,0.7151
106386,-0.0664,-0.3065,0.7042
106408,-0.0363,-0.3453,0.7052
106425,-0.0243,-0.3656,0.7170
106450,-0.0143,-0.3853,0.7357
106472,0.0012,-0.4210,0.7898
106520,0.0115,-0.4480,0.8582
106560,0.0178,-0.4644,0.9634
106583,0.0171,-0.4623,0.9938
106609,0.0104,-0.4469,1.0411
106632,0.0040,-0.4340,1.0566
106656,-0.0160,-0.4001,1.0696
106699,-0.0479,-0.3595,1.0592
106722,-0.0940,-0.3177,1.0295
106739,-0.1229,-0.2983,1.0096
106762,-0.1560,-0.2806,0.9875
106784,-0.1932,-0.2651,0.9646
106801,-0.2344,-0.2524,0.9415
106823,-0.3270,-0.2356,0.8997
106866,-0.4293,-0.2306,0.8688
106922,-0.6343,-0.2487,0.8569
106939,-0.6792,-0.2562,0.8657
106962,-0.7192,-0.2637,0.8792
106984,-0.7814,-0.2760,0.9183
107001,-0.8020,-0.2795,0.9432
107023,-0.8147,-0.2809,0.9706
107046,-0.8191,-0.2795,1.0000
107063,-0.8151,-0.2753,1.0304
107080,-0.8025,-0.2682,1.0609
107102,-0.7517,-0.2462,1.1183
107153,-0.6171,-0.2019,1.1815
107177,-0.5591,-0.1871,1.1932
107195,-0.4958,-0.1738,1.1996
107217,-0.3579,-0.1549,1.1947
107240,-0.2852,-0.1506,1.1837
107264,-0.2113,-0.1505,1.1672
107281,-0.0641,-0.1636,1.1200
107303,0.0074,-0.1769,1.0905
107346,0.1427,-0.2158,1.0236
107367,0.2634,-0.2677,0.9525
107384,0.3174,-0.2970,0.9178
107407,0.3666,-0.3278,0.8851
107429,0.4110,-0.3591,0.8556
107446,0.4507,-0.3905,0.8300
107491,0.5405,-0.4772,0.7854
107549,0.5912,-0.5492,0.8094
107574,0.5909,-0.5560,0.8284
107599,0.5746,-0.5543,0.8762
107622,0.5583,-0.5460,0.9031
107642,0.5371,-0.5331,0.9305
107664,0.4797,-0.4950,0.9834
107687,0.4442,-0.4712,1.0071
107743,0.2612,-0.3611,1.0714
107768,0.2061,-0.3341,1.0784
107788,0.1475,-0.3090,1.0818
107811,0.0209,-0.2668,1.0787
107836,-0.0465,-0.2510,1.0734
107856,-0.1158,-0.2388,1.0664
107877,-0.2582,-0.2251,1.0508
107902,-0.3292,-0.2233,1.0435
107920,-0.3990,-0.2242,1.0375
107942,-0.5304,-0.2328,1.0310
108009,-0.7300,-0.2622,1.0487
108033,-0.7611,-0.2689,1.0604
108056,-0.7833,-0.2744,1.0748
108101,-0.7909,-0.2804,1.1310
108121,-0.7732,-0.2786,1.1519
108143,-0.7081,-0.2701,1.1910
108166,-0.6617,-0.2643,1.2073
108201,-0.5458,-0.2520,1.2281
108224,-0.4065,-0.2424,1.2290
108241,-0.3315,-0.2400,1.2208
108264,-0.2551,-0.2394,1.2070
108286,-0.1787,-0.2407,1.1876
108303,-0.1036,-0.2444,1.1631
108327,0.0365,-0.2578,1.1011
108350,0.0992,-0.2677,1.0651
108392,0.2477,-0.3079,0.9489
108416,0.2820,-0.3245,0.9109
108434,0.3085,-0.3424,0.8752
108456,0.3389,-0.3826,0.8148
108479,0.3439,-0.4043,0.7920
108503,0.3374,-0.4497,0.7646
108525,0.3278,-0.4727,0.7604
108542,0.3151,-0.4951,0.7623
108597,0.2660,-0.5558,0.7975
108622,0.2300,-0.5861,0.8356
108645,0.2120,-0.5969,0.8556
108667,0.1942,-0.6045,0.8746
108684,0.1766,-0.6085,0.8917
108724,0.1239,-0.5989,0.9231
108741,0.1056,-0.5887,0.9250
108780,0.0669,-0.5596,0.9148
108803,0.0233,-0.5216,0.8875
108820,-0.0010,-0.5007,0.8688
108843,-0.0273,-0.4796,0.8480
108864,-0.0559,-0.4587,0.8262
108881,-0.0868,-0.4388,0.8043
108903,-0.1559,-0.4047,0.7649
108926,-0.1937,-0.3915,0.7496
108946,-0.2335,-0.3813,0.7386
108968,-0.3170,-0.3704,0.7329
108991,-0.3591,-0.3691,0.7394
109043,-0.4769,-0.3782,0.7959
109067,-0.5387,-0.3915,0.8577
109084,-0.5621,-0.3994,0.8925
109107,-0.5797,-0.4080,0.9281
109129,-0.5908,-0.4167,0.9634
109148,-0.5929,-0.4344,1.0276
109170,-0.5836,-0.4430,1.0543
109193,-0.5676,-0.4512,1.0760
109228,-0.5171,-0.4658,1.1014
109251,-0.4453,-0.4784,1.0999
109268,-0.4034,-0.4836,1.0889
109291,-0.3585,-0.4884,1.0712
109313,-0.2642,-0.4960,1.0188
109330,-0.2164,-0.4989,0.9858
109372,-0.1248,-0.5024,0.9127
109419,-0.0072,-0.5027,0.8059
109441,0.0245,-0.5015,0.7767
109464,0.0752,-0.4980,0.7351
109487,0.0936,-0.4963,0.7242
109504,0.1077,-0.4950,0.7205
109526,0.1174,-0.4943,0.7239
109548,0.1249,-0.4958,0.7501
109598,0.1133,-0.5082,0.8220
109616,0.1055,-0.5155,0.8486
109637,0.0966,-0.5248,0.8737
109674,0.0780,-0.5488,0.9126
109692,0.0618,-0.5792,0.9277
109714,0.0554,-0.5962,0.9242
109737,0.0507,-0.6139,0.9127
109754,0.0477,-0.6321,0.8933
109771,0.0465,-0.6504,0.8663
109793,0.0487,-0.6862,0.7924
109846,0.0587,-0.7335,0.6509
109867,0.0619,-0.7462,0.6024
109884,0.0642,-0.7568,0.5564
109906,0.0649,-0.7650,0.5148
109928,0.0602,-0.7743,0.4498
109945,0.0537,-0.7753,0.4287
109978,0.0317,-0.7706,0.4125
109996,0.0159,-0.7654,0.4178
110054,-0.0507,-0.7383,0.4841
110079,-0.1072,-0.7107,0.5618
110102,-0.1378,-0.6938,0.6071
110124,-0.2015,-0.6549,0.7034
110141,-0.2340,-0.6334,0.7515
110164,-0.2661,-0.6108,0.7979
110188,-0.3273,-0.5640,0.8815
110230,-0.3801,-0.5165,0.9476
110253,-0.4017,-0.4932,0.9728
110286,-0.4645,-0.4280,1.0137
110309,-0.4468,-0.4086,1.0160
110334,-0.4465,-0.3905,1.0133
110355,-0.4324,-0.3601,0.9943
110376,-0.4193,-0.3480,0.9792
110393,-0.4031,-0.3381,0.9613
110429,-0.3633,-0.3256,0.9192
110452,-0.3186,-0.3219,0.8733
110469,-0.2959,-0.3234,0.8505
110491,-0.2739,-0.3269,0.8286
110514,-0.2529,-0.3323,0.8081
110531,-0.2335,-0.3396,0.7897
110553,-0.2003,-0.3589,0.7606
110586,-0.1761,-0.3838,0.7444
110636,-0.1565,-0.4263,0.7483
110661,-0.1533,-0.4401,0.7568
110683,-0.1501,-0.4642,0.7827
110705,-0.1498,-0.4744,0.7987
110722,-0.1501,-0.4827,0.8160
110745,-0.1511,-0.4894,0.8337
110767,-0.1550,-0.4976,0.8679
110784,-0.1580,-0.4989,0.8832
110801,-0.1616,-0.4987,0.8962
110824,-0.1659,-0.4968,0.9069
110873,-0.1835,-0.4830,0.9215
110900,-0.1984,-0.4691,0.9163
110920,-0.2068,-0.4615,0.9097
110943,-0.2157,-0.4536,0.9008
110965,-0.2351,-0.4382,0.8777
110982,-0.2454,-0.4312,0.8643
111008,-0.2559,-0.4248,0.8502
111030,-0.2771,-0.4146,0.8220
111081,-0.3073,-0.4077,0.7860
111106,-0.3164,-0.4077,0.7771
111128,-0.3248,-0.4088,0.7701
111150,-0.3402,-0.4143,0.7621
111167,-0.3474,-0.4186,0.7610
111200,-0.3611,-0.4302,0.7646
111217,-0.3677,-0.4371,0.7692
111259,-0.3795,-0.4526,0.7826
111282,-0.3884,-0.4689,0.8010
111299,-0.3911,-0.4767,0.8115
111322,-0.3921,-0.4839,0.8224
111344,-0.3878,-0.4963,0.8445
111361,-0.3820,-0.5015,0.8547
111383,-0.3733,-0.5061,0.8638
111405,-0.3617,-0.5105,0.8711
111450,-0.3103,-0.5253,0.8766
111473,-0.2887,-0.5311,0.8717
111505,-0.2418,-0.5448,0.8517
111528,-0.1937,-0.5615,0.8188
111553,-0.1707,-0.5712,0.7985
111575,-0.1282,-0.5931,0.7516
111597,-0.1097,-0.6053,0.7262
111614,-0.0934,-0.6183,0.7001
111634,-0.0793,-0.6318,0.6738
111657,-0.0677,-0.6458,0.6481
111723,-0.0461,-0.7150,0.5417
111746,-0.0479,-0.7275,0.5277
111769,-0.0507,-0.7393,0.5166
111809,-0.0624,-0.7700,0.5017
111828,-0.0660,-0.7789,0.5028
111851,-0.0691,-0.7872,0.5070
111885,-0.0723,-0.8020,0.5239
111902,-0.0720,-0.8081,0.5365
111924,-0.0674,-0.8173,0.5686
111947,-0.0632,-0.8199,0.5874
111964,-0.0580,-0.8210,0.6072
111986,-0.0519,-0.8206,0.6277
112008,-0.0376,-0.8143,0.6685
112032,-0.0297,-0.8086,0.6881
112054,-0.0133,-0.7924,0.7240
112119,0.0179,-0.7458,0.7762
112143,0.0245,-0.7328,0.7842
112166,0.0306,-0.7198,0.7898
112185,0.0359,-0.7070,0.7931
112204,0.0442,-0.6829,0.7926
112228,0.0470,-0.6718,0.7891
112250,0.0488,-0.6615,0.7837
112271,0.0494,-0.6438,0.7682
112307,0.0463,-0.6304,0.7483
112330,0.0436,-0.6255,0.7374
112347,0.0402,-0.6218,0.7266
112369,0.0316,-0.6182,0.7056
112390,0.0267,-0.6183,0.6963
112413,0.0217,-0.6194,0.6882
112446,0.0114,-0.6248,0.6765
112483,-0.0045,-0.6401,0.6720
112512,-0.0101,-0.6471,0.6740
112535,-0.0229,-0.6627,0.6840
112560,-0.0300,-0.6707,0.6920
112581,-0.0377,-0.6782,0.7019
112601,-0.0544,-0.6907,0.7258
112622,-0.0635,-0.6951,0.7391
112642,-0.0730,-0.6981,0.7526
112665,-0.0935,-0.6995,0.7792
112717,-0.1284,-0.6887,0.8146
112748,-0.1534,-0.6736,0.8325
112765,-0.1658,-0.6643,0.8391
112788,-0.1777,-0.6542,0.8439
112810,-0.1891,-0.6437,0.8467
112827,-0.1997,-0.6329,0.8473
112849,-0.2181,-0.6122,0.8423
112866,-0.2257,-0.6024,0.8369
112909,-0.2374,-0.5850,0.8213
112929,-0.2444,-0.5710,0.8005
112952,-0.2460,-0.5656,0.7889
112974,-0.2465,-0.5613,0.7767
112993,-0.2456,-0.5583,0.7642
113016,-0.2406,-0.5570,0.7390
113053,-0.2307,-0.5620,0.7151
113109,-0.2069,-0.5818,0.6846
113136,-0.1852,-0.6014,0.6711
113159,-0.1727,-0.6124,0.6675
113181,-0.1454,-0.6350,0.6682
113198,-0.1309,-0.6459,0.6731
113221,-0.1160,-0.6559,0.6810
113243,-0.0864,-0.6720,0.7050
113260,-0.0723,-0.6774,0.7202
113277,-0.0587,-0.6807,0.7369
113300,-0.0460,-0.6816,0.7546
113423,0.0060,-0.6354,0.8652
113492,0.0165,-0.5862,0.9003
113511,0.0215,-0.5792,0.8988
113534,0.0284,-0.5741,0.8933
113556,0.0497,-0.5706,0.8691
113573,0.0641,-0.5725,0.8502
113595,0.0809,-0.5770,0.8268
113618,0.1000,-0.5842,0.7994
113676,0.1903,-0.6360,0.6595
113732,0.2572,-0.6909,0.5410
113760,0.2938,-0.7297,0.4667
113777,0.3086,-0.7489,0.4332
113800,0.3207,-0.7672,0.4032
113822,0.3364,-0.8008,0.3551
113839,0.3401,-0.8153,0.3374
113862,0.3412,-0.8284,0.3239
113884,0.3403,-0.8397,0.3143
113901,0.3379,-0.8496,0.3086
113923,0.3297,-0.8650,0.3062
113947,0.3250,-0.8708,0.3087
113970,0.3165,-0.8793,0.3195
113991,0.3137,-0.8822,0.3269
114011,0.3123,-0.8842,0.3351
114028,0.3125,-0.8855,0.3435
114056,0.3185,-0.8867,0.3599
114079,0.3243,-0.8868,0.3671
114096,0.3322,-0.8867,0.3732
114118,0.3524,-0.8857,0.3820
114140,0.3644,-0.8846,0.3846
114160,0.3770,-0.8829,0.3861
114182,0.3900,-0.8807,0.3862
114204,0.4163,-0.8741,0.3822
114221,0.4293,-0.8700,0.3776
114244,0.4424,-0.8652,0.3706
114266,0.4553,-0.8602,0.3615
114283,0.4806,-0.8496,0.3358
114305,0.4926,-0.8445,0.3199
114328,0.5037,-0.8396,0.3026
114364,0.5228,-0.8304,0.2655
114382,0.5366,-0.8217,0.2284
114399,0.5413,-0.8173,0.2109
114421,0.5444,-0.8127,0.1949
114444,0.5459,-0.8082,0.1807
114467,0.5443,-0.7993,0.1582
114490,0.5414,-0.7950,0.1501
114512,0.5372,-0.7913,0.1440
114529,0.5319,-0.7881,0.1399
114551,0.5192,-0.7844,0.1365
114576,0.5123,-0.7847,0.1367
114593,0.5055,-0.7866,0.1378
114615,0.4924,-0.7958,0.1410
114638,0.4862,-0.8032,0.1423
114661,0.4802,-0.8129,0.1427
114684,0.4683,-0.8390,0.1394
114709,0.4622,-0.8555,0.1349
114731,0.4490,-0.8950,0.1184
114754,0.4417,-0.9177,0.1061
114780,0.4253,-0.9664,0.0736
114803,0.4163,-0.9913,0.0541
114825,0.4067,-1.0156,0.0332
114842,0.3969,-1.0388,0.0114
114864,0.3768,-1.0787,-0.0332
114887,0.3668,-1.0942,-0.0548
114904,0.3571,-1.1060,-0.0752
114926,0.3475,-1.1136,-0.0938
114966,0.3217,-1.1086,-0.1337
114984,0.3141,-1.0975,-0.1405
115005,0.3073,-1.0820,-0.1438
115025,0.3011,-1.0625,-0.1433
115047,0.2913,-1.0137,-0.1322
115069,0.2877,-0.9858,-0.1221
115091,0.2853,-0.9568,-0.1095
115108,0.2841,-0.9275,-0.0950
115130,0.2856,-0.8718,-0.0625
115153,0.2888,-0.8472,-0.0455
115170,0.2937,-0.8257,-0.0289
115187,0.3004,-0.8080,-0.0131
115209,0.3198,-0.7858,0.0143
115234,0.3325,-0.7816,0.0250
115271,0.3634,-0.7878,0.0398
115296,0.3998,-0.8110,0.0439
115319,0.4193,-0.8276,0.0417
115341,0.4594,-0.8666,0.0295
115358,0.4789,-0.8873,0.0199
115381,0.4977,-0.9080,0.0085
115404,0.5153,-0.9277,-0.0046
115421,0.5312,-0.9460,-0.0190
115443,0.5571,-0.9757,-0.0507
115466,0.5665,-0.9863,-0.0673
115488,0.5774,-0.9969,-0.1003
115510,0.5787,-0.9966,-0.1160
115533,0.5773,-0.9924,-0.1304
115550,0.5734,-0.9846,-0.1433
115579,0.5586,-0.9587,-0.1627
115596,0.5483,-0.9414,-0.1687
115614,0.5365,-0.9219,-0.1720
115636,0.5234,-0.9006,-0.1724
115658,0.4949,-0.8555,-0.1652
115675,0.4800,-0.8329,-0.1577
115693,0.4653,-0.8113,-0.1481
115716,0.4510,-0.7913,-0.1366
115740,0.4249,-0.7588,-0.1094
115763,0.4136,-0.7476,-0.0946
115785,0.4036,-0.7402,-0.0798
115804,0.3877,-0.7389,-0.0520
115827,0.3818,-0.7451,-0.0398
115849,0.3772,-0.7560,-0.0294
115881,0.3702,-0.7906,-0.0156
115904,0.3651,-0.8385,-0.0127
115929,0.3627,-0.8654,-0.0151
115951,0.3573,-0.9205,-0.0262
115973,0.3542,-0.9469,-0.0339
115997,0.3508,-0.9714,-0.0425
116019,0.3433,-1.0127,-0.0602
116040,0.3390,-1.0284,-0.0686
116063,0.3346,-1.0405,-0.0765
116085,0.3251,-1.0532,-0.0898
116108,0.3202,-1.0538,-0.0947
116132,0.3152,-1.0508,-0.0984
