timestamp,acc_x,acc_y,acc_z
34244,0.3810,-0.2233,0.9216
34328,0.3805,-0.2231,0.9220
34345,0.3806,-0.2230,0.9216
34367,0.3807,-0.2229,0.9211
34388,0.3810,-0.2229,0.9205
34405,0.3812,-0.2228,0.9199
34426,0.3816,-0.2227,0.9192
34448,0.3822,-0.2224,0.9175
34490,0.3828,-0.2223,0.9159
34513,0.3835,-0.2222,0.9143
34530,0.3838,-0.2220,0.9137
34558,0.3842,-0.2219,0.9125
34580,0.3844,-0.2219,0.9120
34597,0.3845,-0.2219,0.9116
34620,0.3846,-0.2219,0.9111
34642,0.3848,-0.2218,0.9104
34684,0.3849,-0.2218,0.9097
34707,0.3849,-0.2217,0.9088
34724,0.3849,-0.2217,0.9084
34747,0.3848,-0.2217,0.9081
34768,0.3848,-0.2216,0.9077
34792,0.3848,-0.2216,0.9070
34815,0.3849,-0.2216,0.9067
34837,0.3849,-0.2216,0.9061
34854,0.3850,-0.2216,0.9060
34877,0.3850,-0.2214,0.9058
34899,0.3850,-0.2214,0.9056
34940,0.3850,-0.2213,0.9054
34962,0.3850,-0.2213,0.9054
34979,0.3849,-0.2212,0.9054
35001,0.3845,-0.2208,0.9054
35024,0.3844,-0.2206,0.9054
35048,0.3840,-0.2201,0.9054
35065,0.3838,-0.2198,0.9054
35087,0.3837,-0.2196,0.9054
35127,0.3833,-0.2191,0.9053
35150,0.3832,-0.2188,0.9052
35175,0.3832,-0.2185,0.9050
35198,0.3832,-0.2184,0.9047
35221,0.3833,-0.2183,0.9045
35244,0.3833,-0.2183,0.9043
35269,0.3837,-0.2183,0.9041
35345,0.3844,-0.2185,0.9033
35364,0.3846,-0.2186,0.9032
35387,0.3848,-0.2186,0.9032
35409,0.3850,-0.2189,0.9034
35426,0.3851,-0.2189,0.9037
35449,0.3853,-0.2190,0.9039
35477,0.3854,-0.2191,0.9045
35511,0.3854,-0.2192,0.9054
35534,0.3854,-0.2192,0.9059
35551,0.3854,-0.2194,0.9062
35573,0.3854,-0.2195,0.9071
35595,0.3854,-0.2195,0.9075
35612,0.3854,-0.2196,0.9078
35635,0.3854,-0.2196,0.9082
35657,0.3853,-0.2196,0.9086
35700,0.3849,-0.2197,0.9088
35723,0.3844,-0.2197,0.9088
35740,0.3840,-0.2196,0.9087
