010,0.00,0.00,0.0,34:43.3,0.24,0.0,1,31.9778577,120.9098304,2026-03-03 15:58:21.639
010,0.67,0.67,9.7,--,0.05,6.2,2,31.9778633,120.9098331,2026-03-03 15:58:31.359
010,0.60,1.27,14.2,13:01.3,0.64,13.3,3,31.9778630,120.9098395,2026-03-03 15:58:35.862
010,2.25,3.52,18.6,04:23.2,1.90,13.8,4,31.9778674,120.9098628,2026-03-03 15:58:40.200
010,0.25,3.77,19.2,12:26.3,0.67,90.8,5,31.9778678,120.9098654,2026-03-03 15:58:40.861
010,1.58,5.35,22.1,55:33.3,0.15,21.1,6,31.9778714,120.9098816,2026-03-03 15:58:43.711
010,1.19,6.54,24.8,20:50.0,0.40,21.9,7,31.9778738,120.9098939,2026-03-03 15:58:46.452
010,2.14,8.68,30.0,12:49.2,0.65,11.5,8,31.9778765,120.9099164,2026-03-03 15:58:51.660
010,1.27,9.95,31.4,15:09.1,0.55,45.1,9,31.9778784,120.9099297,2026-03-03 15:58:52.991
010,1.97,11.92,33.6,13:01.3,0.64,27.2,10,31.9778803,120.9099505,2026-03-03 15:58:55.193
010,1.05,12.97,34.9,07:03.7,1.18,43.4,11,31.9778815,120.9099615,2026-03-03 15:58:56.577
010,1.31,14.28,36.3,07:07.4,1.17,43.9,12,31.9778828,120.9099753,2026-03-03 15:58:57.943
010,1.23,15.51,37.7,06:53.2,1.21,42.9,13,31.9778841,120.9099883,2026-03-03 15:58:59.343
010,1.17,16.68,38.9,06:46.5,1.23,51.3,14,31.9778861,120.9100005,2026-03-03 15:59:00.512
010,1.15,17.83,40.2,07:00.2,1.19,44.3,15,31.9778884,120.9100124,2026-03-03 15:59:01.867
010,1.59,19.42,41.5,07:47.3,1.07,45.5,16,31.9778909,120.9100290,2026-03-03 15:59:03.187
010,1.23,20.65,42.8,07:07.4,1.17,46.6,17,31.9778921,120.9100420,2026-03-03 15:59:04.475
010,1.17,21.82,44.0,07:14.8,1.15,52.2,18,31.9778940,120.9100542,2026-03-03 15:59:05.625
010,1.42,23.24,45.5,08:46.3,0.95,38.4,19,31.9778960,120.9100691,2026-03-03 15:59:07.186
010,1.19,24.43,46.9,07:47.3,1.07,44.1,20,31.9778974,120.9100816,2026-03-03 15:59:08.546
010,0.56,24.99,47.8,11:54.3,0.70,64.0,21,31.9778989,120.9100873,2026-03-03 15:59:09.483
010,1.16,26.15,49.1,13:13.7,0.63,47.9,22,31.9779016,120.9100992,2026-03-03 15:59:10.736
010,1.59,27.74,51.0,12:49.2,0.65,31.9,23,31.9779053,120.9101155,2026-03-03 15:59:12.618
010,2.04,29.78,53.0,09:34.7,0.87,30.1,24,31.9779088,120.9101367,2026-03-03 15:59:14.614
010,1.34,31.12,54.5,10:09.8,0.82,39.1,25,31.9779123,120.9101503,2026-03-03 15:59:16.150
010,1.00,32.12,55.5,07:22.5,1.13,64.0,26,31.9779126,120.9101609,2026-03-03 15:59:17.088
010,0.90,33.02,56.7,09:41.4,0.86,47.8,27,31.9779106,120.9101701,2026-03-03 15:59:18.343
010,0.65,33.67,57.8,10:09.8,0.82,54.5,28,31.9779057,120.9101739,2026-03-03 15:59:19.443
010,2.02,35.69,61.1,08:40.8,0.96,18.4,29,31.9779052,120.9101525,2026-03-03 15:59:22.711
010,2.50,38.19,63.7,09:55.2,0.84,22.8,30,31.9779074,120.9101261,2026-03-03 15:59:25.337
010,3.21,41.40,66.4,08:05.4,1.03,22.6,31,31.9779041,120.9100923,2026-03-03 15:59:27.989
010,0.45,41.85,67.0,10:17.3,0.81,90.4,32,31.9779033,120.9100876,2026-03-03 15:59:28.653
010,2.91,44.76,69.8,08:20.0,1.00,21.2,33,31.9778982,120.9100573,2026-03-03 15:59:31.486
010,0.81,45.57,70.6,11:34.4,0.72,78.3,34,31.9778957,120.9100492,2026-03-03 15:59:32.252
010,3.34,48.91,74.0,07:56.2,1.05,17.9,35,31.9778922,120.9100140,2026-03-03 15:59:35.597
010,1.88,50.79,75.9,06:49.8,1.22,30.3,36,31.9778892,120.9099944,2026-03-03 15:59:37.579
010,3.60,54.39,78.4,06:27.6,1.29,24.5,37,31.9778834,120.9099569,2026-03-03 15:59:40.028
010,1.97,56.36,81.3,07:18.6,1.14,21.0,38,31.9778800,120.9099364,2026-03-03 15:59:42.888
010,2.75,59.11,83.9,10:32.9,0.79,22.7,39,31.9778777,120.9099074,2026-03-03 15:59:45.528
010,1.75,60.86,84.4,07:34.5,1.10,115.4,40,31.9778763,120.9098889,2026-03-03 15:59:46.048
010,0.78,61.64,85.4,10:49.4,0.77,59.5,41,31.9778757,120.9098807,2026-03-03 15:59:47.056
010,2.12,63.76,88.2,10:57.9,0.76,21.7,42,31.9778750,120.9098582,2026-03-03 15:59:49.817
010,2.47,66.23,90.7,11:24.9,0.73,23.6,43,31.9778749,120.9098320,2026-03-03 15:59:52.362
