sys_ms,nmea_ms,nmea
358686,29705400,$GNGGA,081505.40,3158.57098416,N,12052.61564966,E,4,12,2.9,26.2899,M,8.6089,M,1.4,0*6A
358689,29705500,$GNGGA,081505.50,3158.57098097,N,12052.61565670,E,4,12,2.9,26.2718,M,8.6089,M,0.5,0*69
358690,29705500,$GNVTG,173.831,T,180.405,M,0.16528,N,0.30609,K,D*3B
358692,29705500,$GPGSV,2,1,07,01,37,041,22,06,32,244,23,14,79,241,34,17,53,329,22,1*67
358693,29705500,$GPGSV,2,2,07,19,33,303,34,22,68,306,40,03,,,30,1*63
358695,29705500,$GPGSV,1,1,04,01,37,041,16,06,32,244,16,14,79,241,28,22,68,306,32,4*6C
358696,29705500,$GPGSV,1,1,04,01,37,041,18,06,32,244,25,14,79,241,30,03,,,21,8*5D
358698,29705500,$GLGSV,2,1,05,78,33,321,26,77,65,225,18,76,26,173,28,88,36,279,36,1*7C
358699,29705500,$GLGSV,2,2,05,87,44,013,18,1*49
358700,29705500,$GLGSV,1,1,02,78,33,321,29,88,36,279,36,3*70
358701,29705500,$GBGSV,5,1,18,60,30,236,26,62,,,26,06,27,207,15,09,35,222,30,1*41
358703,29705500,$GBGSV,5,2,18,16,24,203,16,28,42,285,38,39,17,196,14,49,,,35,1*4B
358704,29705500,$GBGSV,5,3,1812,27,37,36,297,27,8*45
358706,29705500,$GBGSV,4,3,15,38,34,170,22,07,68,334,33,40,63,004,23,25,19,174,14,8*77
358707,29705500,$GBGSV,4,4,15,43,56,027,22,14,23,122,21,42,24,092,25,8*40
358709,29705500,$GBGSV,3,1,09,02,32,231,31,05,13,251,23,04,33,123,26,06,27,207,12,B*0A
358710,29705500,$GBGSV,3,2,09,09,35,222,28,16,24,203,18,10,57,312,27,07,68,334,31,B*0A
358711,29705500,$GBGSV,3,3,09,14,23,122,21,B*3A
358713,29705500,$GAGSV,2,1,07,13,41,236,29,21,20,317,19,27,75,313,29,15,76,002,25,1*7B
358714,29705500,$GAGSV,2,2,07,14,,,25,30,50,140,24,34,26,040,16,1*75
358716,29705500,$GAGSV,2,1,07,13,41,236,32,21,20,317,19,27,75,313,33,15,76,002,26,2*7A
358717,29705500,$GAGSV,2,2,07,14,,,28,30,50,140,26,34,26,040,19,2*76
358718,29705500,$GAGSV,2,1,06,13,41,236,31,21,20,317,19,27,75,313,36,15,76,002,33,5*7E
358720,29705500,$GAGSV,2,2,06,30,50,140,25,34,26,040,20,5*76
