sys_ms,acc_x,acc_y,acc_z
361216,-0.0159,-0.9696,0.0439
361254,-0.0159,-0.9696,0.0439
361277,-0.0159,-0.9696,0.0439
361294,-0.0159,-0.9696,0.0439
361316,-0.0159,-0.9695,0.0439
361341,-0.0159,-0.9695,0.0439
361365,-0.0159,-0.9695,0.0439
361388,-0.0159,-0.9695,0.0439
361412,-0.0159,-0.9695,0.0439
361435,-0.0159,-0.9695,0.0439
361518,-0.0160,-0.9695,0.0439
361536,-0.0160,-0.9695,0.0439
361553,-0.0160,-0.9696,0.0439
361575,-0.0160,-0.9696,0.0441
361607,-0.0160,-0.9696,0.0441
361630,-0.0160,-0.9696,0.0441
361653,-0.0160,-0.9696,0.0441
361675,-0.0160,-0.9696,0.0441
361697,-0.0160,-0.9696,0.0441
361714,-0.0160,-0.9696,0.0441
361737,-0.0160,-0.9696,0.0441
361831,-0.0159,-0.9695,0.0441
361873,-0.0159,-0.9694,0.0441
361896,-0.0159,-0.9694,0.0441
361913,-0.0159,-0.9694,0.0441
361935,-0.0159,-0.9694,0.0441
361952,-0.0159,-0.9694,0.0441
361984,-0.0157,-0.9694,0.0439
362006,-0.0157,-0.9694,0.0439
362027,-0.0157,-0.9694,0.0439
362044,-0.0157,-0.9695,0.0439
362131,-0.0157,-0.9696,0.0446
362152,-0.0157,-0.9696,0.0448
362174,-0.0157,-0.9696,0.0452
362196,-0.0157,-0.9696,0.0454
362232,-0.0157,-0.9695,0.0460
362254,-0.0157,-0.9695,0.0460
362271,-0.0157,-0.9695,0.0459
362294,-0.0157,-0.9695,0.0455
362316,-0.0159,-0.9695,0.0448
362333,-0.0159,-0.9695,0.0443
362357,-0.0159,-0.9695,0.0438
362425,-0.0159,-0.9695,0.0426
362450,-0.0157,-0.9695,0.0425
362472,-0.0157,-0.9695,0.0425
362497,-0.0157,-0.9695,0.0426
362522,-0.0157,-0.9695,0.0427
362545,-0.0157,-0.9695,0.0428
362581,-0.0156,-0.9695,0.0430
362604,-0.0156,-0.9695,0.0431
362629,-0.0156,-0.9695,0.0433
362651,-0.0156,-0.9695,0.0441
362742,-0.0148,-0.9690,0.0514
362760,-0.0145,-0.9689,0.0549
362777,-0.0142,-0.9688,0.0597
362799,-0.0135,-0.9684,0.0659
362848,-0.0109,-0.9669,0.0972
362871,-0.0081,-0.9651,0.1311
362888,-0.0063,-0.9639,0.1525
362911,-0.0044,-0.9624,0.1769
362933,-0.0022,-0.9607,0.2041
362955,0.0026,-0.9563,0.2664
363050,0.0167,-0.9429,0.4504
363076,0.0227,-0.9376,0.5264
363097,0.0256,-0.9351,0.5623
363121,0.0306,-0.9304,0.6259
363143,0.0326,-0.9283,0.6515
363166,0.0341,-0.9265,0.6719
363214,0.0348,-0.9248,0.6921
363237,0.0338,-0.9257,0.6832
363254,0.0322,-0.9272,0.6661
363348,0.0101,-0.9460,0.4176
363366,0.0050,-0.9498,0.3599
363383,-0.0002,-0.9536,0.3003
363405,-0.0056,-0.9574,0.2400
363437,-0.0160,-0.9645,0.1216
363460,-0.0254,-0.9706,0.0125
363485,-0.0295,-0.9734,-0.0367
363507,-0.0367,-0.9779,-0.1215
363529,-0.0397,-0.9797,-0.1564
363546,-0.0422,-0.9813,-0.1862
363569,-0.0443,-0.9827,-0.2107
363645,-0.0487,-0.9863,-0.2611
363679,-0.0480,-0.9865,-0.2543
363701,-0.0474,-0.9862,-0.2468
363724,-0.0454,-0.9858,-0.2264
363746,-0.0443,-0.9857,-0.2145
363769,-0.0431,-0.9858,-0.2019
363789,-0.0417,-0.9863,-0.1892
363811,-0.0391,-0.9877,-0.1644
363834,-0.0377,-0.9882,-0.1530
363874,-0.0353,-0.9879,-0.1241
363969,-0.0314,-0.9821,-0.0979
363994,-0.0308,-0.9789,-0.0940
364016,-0.0306,-0.9773,-0.0931
364036,-0.0306,-0.9756,-0.0931
364060,-0.0308,-0.9728,-0.0946
364082,-0.0309,-0.9717,-0.0962
364107,-0.0309,-0.9707,-0.0980
364129,-0.0311,-0.9696,-0.1024
364152,-0.0311,-0.9694,-0.1046
364176,-0.0311,-0.9694,-0.1064
364270,-0.0276,-0.9729,-0.0895
364313,-0.0228,-0.9735,-0.0486
364336,-0.0205,-0.9731,-0.0291
364353,-0.0178,-0.9725,-0.0066
364375,-0.0149,-0.9714,0.0186
364397,-0.0081,-0.9686,0.0769
364414,-0.0044,-0.9669,0.1096
364437,-0.0004,-0.9651,0.1445
364459,0.0038,-0.9630,0.1814
364476,0.0079,-0.9611,0.2198
364574,0.0341,-0.9443,0.4736
364601,0.0420,-0.9359,0.5596
364643,0.0487,-0.9250,0.6366
364664,0.0530,-0.9136,0.6906
364688,0.0537,-0.9088,0.7043
364709,0.0535,-0.9056,0.7074
364734,0.0492,-0.9048,0.6794
364757,0.0452,-0.9070,0.6486
364781,0.0337,-0.9148,0.5571
364856,0.0004,-0.9396,0.2946
364874,-0.0088,-0.9460,0.2217
364892,-0.0181,-0.9524,0.1490
364914,-0.0270,-0.9583,0.0779
364963,-0.0509,-0.9716,-0.1200
364983,-0.0638,-0.9780,-0.2338
365000,-0.0690,-0.9812,-0.2837
365020,-0.0732,-0.9845,-0.3284
365042,-0.0767,-0.9880,-0.3671
365064,-0.0790,-0.9916,-0.3997
365085,-0.0806,-0.9985,-0.4452
365179,-0.0698,-1.0066,-0.4492
365203,-0.0616,-1.0051,-0.4154
365224,-0.0573,-1.0037,-0.3934
365245,-0.0525,-1.0017,-0.3689
365264,-0.0477,-0.9995,-0.3428
365286,-0.0385,-0.9945,-0.2876
365308,-0.0342,-0.9918,-0.2600
365344,-0.0262,-0.9862,-0.2072
365367,-0.0229,-0.9833,-0.1829
365384,-0.0176,-0.9781,-0.1403
365477,-0.0114,-0.9698,-0.0747
365497,-0.0110,-0.9692,-0.0686
365519,-0.0112,-0.9691,-0.0624
365541,-0.0116,-0.9695,-0.0618
365566,-0.0122,-0.9701,-0.0626
365589,-0.0137,-0.9718,-0.0676
365614,-0.0144,-0.9728,-0.0713
365636,-0.0160,-0.9750,-0.0798
365658,-0.0167,-0.9760,-0.0845
365675,-0.0175,-0.9769,-0.0891
365700,-0.0181,-0.9779,-0.0936
365783,-0.0201,-0.9811,-0.1115
365809,-0.0205,-0.9814,-0.1155
365832,-0.0208,-0.9814,-0.1167
365856,-0.0209,-0.9813,-0.1179
365879,-0.0209,-0.9811,-0.1178
365904,-0.0206,-0.9810,-0.1161
365952,-0.0203,-0.9812,-0.1113
365984,-0.0197,-0.9813,-0.1012
366004,-0.0188,-0.9808,-0.0829
366073,-0.0146,-0.9766,-0.0135
366096,-0.0128,-0.9745,0.0114
366117,-0.0107,-0.9719,0.0392
366137,-0.0084,-0.9688,0.0698
366165,-0.0031,-0.9609,0.1385
366185,0.0000,-0.9565,0.1760
366209,0.0066,-0.9469,0.2550
366230,0.0100,-0.9420,0.2957
366251,0.0135,-0.9370,0.3365
366275,0.0205,-0.9277,0.4169
366298,0.0239,-0.9236,0.4554
366386,0.0378,-0.9095,0.6163
366429,0.0425,-0.9045,0.6792
366450,0.0435,-0.9032,0.6938
366467,0.0441,-0.9017,0.7052
366489,0.0446,-0.9004,0.7131
366513,0.0444,-0.8973,0.7173
366542,0.0430,-0.8950,0.7031
366564,0.0416,-0.8948,0.6880
366589,0.0399,-0.8954,0.6672
366609,0.0353,-0.8990,0.6083
366688,0.0209,-0.9152,0.4286
366707,0.0162,-0.9205,0.3741
366724,0.0115,-0.9261,0.3174
366745,0.0018,-0.9375,0.2009
366780,-0.0076,-0.9486,0.0865
366803,-0.0121,-0.9541,0.0322
366827,-0.0201,-0.9651,-0.0673
366849,-0.0238,-0.9705,-0.1112
366872,-0.0271,-0.9757,-0.1506
366889,-0.0300,-0.9808,-0.1854
366911,-0.0350,-0.9901,-0.2401
366999,-0.0415,-1.0016,-0.2928
367043,-0.0420,-0.9991,-0.2786
367064,-0.0417,-0.9972,-0.2688
367087,-0.0414,-0.9949,-0.2573
367108,-0.0409,-0.9923,-0.2446
367125,-0.0403,-0.9896,-0.2311
367153,-0.0389,-0.9840,-0.2032
367176,-0.0382,-0.9812,-0.1896
367200,-0.0370,-0.9760,-0.1644
367286,-0.0350,-0.9701,-0.1206
367307,-0.0349,-0.9701,-0.1157
367331,-0.0348,-0.9707,-0.1096
367353,-0.0347,-0.9711,-0.1082
367394,-0.0347,-0.9713,-0.1079
367417,-0.0348,-0.9711,-0.1101
367434,-0.0350,-0.9709,-0.1119
367457,-0.0354,-0.9711,-0.1139
367479,-0.0358,-0.9713,-0.1161
367496,-0.0361,-0.9719,-0.1183
367518,-0.0371,-0.9735,-0.1230
367596,-0.0389,-0.9786,-0.1316
367627,-0.0396,-0.9814,-0.1346
367650,-0.0396,-0.9845,-0.1367
367667,-0.0393,-0.9860,-0.1372
367690,-0.0389,-0.9874,-0.1372
367712,-0.0386,-0.9885,-0.1370
367729,-0.0383,-0.9893,-0.1362
367751,-0.0378,-0.9899,-0.1338
367774,-0.0376,-0.9895,-0.1321
367796,-0.0372,-0.9890,-0.1301
367813,-0.0370,-0.9882,-0.1279
367906,-0.0353,-0.9806,-0.1141
367935,-0.0347,-0.9781,-0.1099
367959,-0.0342,-0.9771,-0.1079
367980,-0.0338,-0.9761,-0.1061
368002,-0.0330,-0.9745,-0.1027
368030,-0.0326,-0.9740,-0.1011
368084,-0.0310,-0.9733,-0.0961
368105,-0.0306,-0.9734,-0.0951
368128,-0.0302,-0.9735,-0.0941
368211,-0.0284,-0.9753,-0.0876
368229,-0.0281,-0.9760,-0.0853
368246,-0.0276,-0.9767,-0.0822
368268,-0.0271,-0.9777,-0.0780
368302,-0.0251,-0.9799,-0.0573
368321,-0.0244,-0.9801,-0.0466
368349,-0.0236,-0.9799,-0.0341
368368,-0.0227,-0.9792,-0.0190
368389,-0.0204,-0.9766,0.0183
368406,-0.0190,-0.9745,0.0410
368429,-0.0177,-0.9719,0.0665
368502,-0.0105,-0.9567,0.1964
368545,-0.0034,-0.9408,0.3196
368568,-0.0009,-0.9349,0.3641
368585,0.0018,-0.9291,0.4095
368602,0.0046,-0.9232,0.4557
368625,0.0105,-0.9121,0.5470
368644,0.0135,-0.9067,0.5912
368667,0.0166,-0.9016,0.6335
368689,0.0223,-0.8925,0.7112
368707,0.0249,-0.8885,0.7454
368724,0.0273,-0.8851,0.7756
368806,0.0316,-0.8708,0.8214
368843,0.0273,-0.8746,0.7681
368866,0.0237,-0.8810,0.7250
368883,0.0194,-0.8898,0.6719
368905,0.0144,-0.9004,0.6101
368922,0.0090,-0.9116,0.5410
368963,-0.0089,-0.9447,0.3073
368983,-0.0150,-0.9547,0.2263
369003,-0.0209,-0.9636,0.1465
369025,-0.0319,-0.9785,-0.0044
369129,-0.0542,-1.0002,-0.3475
369177,-0.0592,-1.0072,-0.4410
369202,-0.0599,-1.0089,-0.4590
369224,-0.0602,-1.0103,-0.4705
369246,-0.0594,-1.0111,-0.4744
369263,-0.0585,-1.0106,-0.4678
369286,-0.0571,-1.0094,-0.4561
369308,-0.0555,-1.0078,-0.4399
369330,-0.0516,-1.0031,-0.3971
369419,-0.0409,-0.9883,-0.2609
369450,-0.0369,-0.9829,-0.2078
369473,-0.0350,-0.9807,-0.1833
369490,-0.0334,-0.9786,-0.1609
369512,-0.0308,-0.9753,-0.1227
369535,-0.0298,-0.9740,-0.1072
369585,-0.0278,-0.9713,-0.0753
369608,-0.0275,-0.9708,-0.0693
369625,-0.0272,-0.9706,-0.0654
369647,-0.0272,-0.9706,-0.0630
369719,-0.0281,-0.9723,-0.0726
369737,-0.0283,-0.9730,-0.0768
369754,-0.0286,-0.9738,-0.0812
369776,-0.0288,-0.9745,-0.0856
369812,-0.0294,-0.9768,-0.0983
369834,-0.0294,-0.9775,-0.1018
369858,-0.0294,-0.9781,-0.1049
369880,-0.0294,-0.9790,-0.1095
369902,-0.0293,-0.9794,-0.1110
369919,-0.0292,-0.9795,-0.1119
369942,-0.0291,-0.9796,-0.1124
370042,-0.0278,-0.9785,-0.1066
370063,-0.0272,-0.9779,-0.1024
370082,-0.0269,-0.9777,-0.0999
370101,-0.0265,-0.9773,-0.0969
370125,-0.0261,-0.9769,-0.0934
370144,-0.0258,-0.9767,-0.0892
370162,-0.0253,-0.9764,-0.0844
370214,-0.0232,-0.9766,-0.0549
370236,-0.0226,-0.9768,-0.0448
370253,-0.0220,-0.9769,-0.0334
370340,-0.0162,-0.9741,0.0449
370358,-0.0142,-0.9725,0.0659
370379,-0.0117,-0.9705,0.0892
370399,-0.0057,-0.9648,0.1425
370434,0.0017,-0.9572,0.2047
370457,0.0061,-0.9526,0.2390
370483,0.0157,-0.9424,0.3131
370505,0.0209,-0.9368,0.3523
370528,0.0262,-0.9310,0.3922
370545,0.0317,-0.9250,0.4326
370562,0.0371,-0.9191,0.4730
370652,0.0662,-0.8899,0.6892
370695,0.0729,-0.8850,0.7402
370718,0.0769,-0.8828,0.7736
370736,0.0776,-0.8824,0.7821
370759,0.0776,-0.8826,0.7844
370776,0.0765,-0.8834,0.7799
370810,0.0714,-0.8883,0.7490
370833,0.0674,-0.8926,0.7224
370855,0.0569,-0.9037,0.6478
370944,0.0184,-0.9398,0.3677
370962,0.0095,-0.9478,0.3032
370983,0.0005,-0.9556,0.2384
371004,-0.0172,-0.9706,0.1118
371039,-0.0334,-0.9836,-0.0044
371062,-0.0408,-0.9893,-0.0568
371086,-0.0474,-0.9940,-0.1045
371108,-0.0583,-1.0012,-0.1847
371131,-0.0627,-1.0038,-0.2166
371148,-0.0664,-1.0057,-0.2429
371173,-0.0714,-1.0077,-0.2797
371236,-0.0742,-1.0056,-0.2981
371281,-0.0725,-0.9977,-0.2823
371306,-0.0696,-0.9908,-0.2593
371329,-0.0677,-0.9874,-0.2456
371351,-0.0658,-0.9841,-0.2311
371394,-0.0596,-0.9762,-0.1866
371417,-0.0576,-0.9742,-0.1726
371441,-0.0541,-0.9717,-0.1476
371464,-0.0525,-0.9708,-0.1367
371568,-0.0472,-0.9714,-0.1002
371614,-0.0470,-0.9739,-0.0977
371639,-0.0472,-0.9750,-0.0984
371661,-0.0483,-0.9777,-0.1019
371684,-0.0488,-0.9790,-0.1044
371701,-0.0493,-0.9803,-0.1071
371723,-0.0498,-0.9816,-0.1100
371745,-0.0504,-0.9829,-0.1156
371762,-0.0505,-0.9830,-0.1182
371779,-0.0505,-0.9830,-0.1204
371862,-0.0498,-0.9790,-0.1249
371890,-0.0494,-0.9768,-0.1235
371912,-0.0492,-0.9757,-0.1224
371937,-0.0491,-0.9746,-0.1211
371959,-0.0490,-0.9728,-0.1179
371981,-0.0490,-0.9719,-0.1162
372015,-0.0493,-0.9708,-0.1130
372037,-0.0496,-0.9706,-0.1115
372061,-0.0496,-0.9706,-0.1089
372084,-0.0492,-0.9708,-0.1078
372160,-0.0460,-0.9745,-0.1046
372177,-0.0453,-0.9753,-0.1042
372195,-0.0447,-0.9762,-0.1038
372244,-0.0433,-0.9784,-0.1024
372268,-0.0430,-0.9790,-0.1018
372290,-0.0427,-0.9796,-0.1012
372314,-0.0425,-0.9803,-0.1000
372337,-0.0424,-0.9805,-0.0994
372359,-0.0425,-0.9806,-0.0989
372376,-0.0425,-0.9806,-0.0981
372393,-0.0426,-0.9806,-0.0972
372463,-0.0428,-0.9786,-0.0836
372492,-0.0427,-0.9780,-0.0785
372515,-0.0424,-0.9766,-0.0656
372540,-0.0420,-0.9757,-0.0579
372562,-0.0413,-0.9740,-0.0408
372584,-0.0408,-0.9731,-0.0317
372636,-0.0392,-0.9709,-0.0040
372669,-0.0381,-0.9696,0.0131
372689,-0.0375,-0.9691,0.0208
372778,-0.0355,-0.9677,0.0480
372799,-0.0350,-0.9675,0.0530
372822,-0.0349,-0.9675,0.0543
372844,-0.0349,-0.9677,0.0549
372871,-0.0349,-0.9679,0.0544
372894,-0.0349,-0.9680,0.0533
372918,-0.0350,-0.9684,0.0504
372940,-0.0353,-0.9686,0.0485
372960,-0.0354,-0.9688,0.0465
372982,-0.0356,-0.9691,0.0424
373079,-0.0365,-0.9698,0.0338
373106,-0.0366,-0.9700,0.0316
373127,-0.0367,-0.9700,0.0309
373150,-0.0369,-0.9700,0.0300
373171,-0.0369,-0.9700,0.0299
373194,-0.0369,-0.9700,0.0299
373249,-0.0367,-0.9698,0.0314
373274,-0.0366,-0.9697,0.0320
373297,-0.0366,-0.9697,0.0326
373379,-0.0363,-0.9696,0.0355
373396,-0.0363,-0.9696,0.0359
373417,-0.0361,-0.9695,0.0366
373439,-0.0361,-0.9695,0.0369
373474,-0.0360,-0.9695,0.0371
373497,-0.0360,-0.9695,0.0371
373521,-0.0361,-0.9695,0.0371
373544,-0.0361,-0.9695,0.0370
373566,-0.0361,-0.9695,0.0369
373583,-0.0361,-0.9695,0.0369
373607,-0.0361,-0.9695,0.0366
373677,-0.0363,-0.9694,0.0361
373720,-0.0364,-0.9692,0.0356
373742,-0.0364,-0.9692,0.0355
373759,-0.0364,-0.9692,0.0354
373782,-0.0364,-0.9692,0.0353
373804,-0.0365,-0.9692,0.0350
373843,-0.0365,-0.9692,0.0349
373866,-0.0365,-0.9692,0.0348
373883,-0.0365,-0.9692,0.0347
373905,-0.0365,-0.9692,0.0344
374000,-0.0360,-0.9691,0.0338
374020,-0.0359,-0.9691,0.0337
374039,-0.0352,-0.9690,0.0333
374060,-0.0347,-0.9689,0.0331
374095,-0.0334,-0.9688,0.0323
374118,-0.0327,-0.9689,0.0317
374142,-0.0315,-0.9691,0.0306
374165,-0.0311,-0.9692,0.0302
374187,-0.0308,-0.9695,0.0299
374204,-0.0305,-0.9696,0.0299
374222,-0.0305,-0.9697,0.0304
374308,-0.0328,-0.9698,0.0317
374353,-0.0348,-0.9700,0.0315
374378,-0.0371,-0.9701,0.0305
374401,-0.0383,-0.9702,0.0300
374425,-0.0406,-0.9703,0.0288
374460,-0.0426,-0.9703,0.0278
374483,-0.0435,-0.9702,0.0273
374505,-0.0441,-0.9702,0.0266
374526,-0.0447,-0.9701,0.0247
374605,-0.0441,-0.9700,0.0198
374623,-0.0437,-0.9700,0.0188
374640,-0.0433,-0.9700,0.0182
374662,-0.0427,-0.9698,0.0177
374680,-0.0425,-0.9698,0.0177
374725,-0.0420,-0.9698,0.0190
374747,-0.0420,-0.9698,0.0197
374764,-0.0421,-0.9698,0.0203
374787,-0.0422,-0.9698,0.0208
374809,-0.0430,-0.9700,0.0217
374826,-0.0435,-0.9701,0.0222
374907,-0.0460,-0.9705,0.0236
374935,-0.0474,-0.9706,0.0236
374961,-0.0486,-0.9708,0.0228
374982,-0.0491,-0.9709,0.0222
375005,-0.0496,-0.9709,0.0216
375026,-0.0499,-0.9711,0.0210
375063,-0.0507,-0.9709,0.0197
375086,-0.0508,-0.9708,0.0194
375110,-0.0509,-0.9707,0.0193
375132,-0.0507,-0.9702,0.0197
375225,-0.0488,-0.9692,0.0229
375246,-0.0477,-0.9690,0.0247
375268,-0.0472,-0.9689,0.0255
375291,-0.0466,-0.9688,0.0265
375334,-0.0449,-0.9686,0.0289
375357,-0.0444,-0.9686,0.0297
375374,-0.0439,-0.9685,0.0303
375396,-0.0430,-0.9685,0.0315
375418,-0.0426,-0.9685,0.0321
375435,-0.0422,-0.9685,0.0326
375525,-0.0414,-0.9688,0.0341
375554,-0.0413,-0.9688,0.0343
375577,-0.0413,-0.9689,0.0343
375601,-0.0414,-0.9690,0.0343
375624,-0.0415,-0.9690,0.0343
375646,-0.0415,-0.9690,0.0343
375698,-0.0419,-0.9691,0.0354
375720,-0.0419,-0.9691,0.0361
375737,-0.0419,-0.9691,0.0372
375826,-0.0413,-0.9684,0.0560
375844,-0.0409,-0.9680,0.0641
375861,-0.0404,-0.9675,0.0741
375883,-0.0386,-0.9663,0.1012
375918,-0.0355,-0.9644,0.1385
375941,-0.0337,-0.9631,0.1616
375964,-0.0315,-0.9615,0.1877
375983,-0.0261,-0.9574,0.2490
376004,-0.0229,-0.9548,0.2842
376026,-0.0194,-0.9519,0.3220
376046,-0.0156,-0.9486,0.3624
376110,0.0013,-0.9343,0.5411
376141,0.0101,-0.9270,0.6332
376164,0.0143,-0.9231,0.6771
376181,0.0179,-0.9188,0.7180
376203,0.0238,-0.9099,0.7853
376226,0.0255,-0.9058,0.8086
376250,0.0265,-0.9023,0.8236
376272,0.0256,-0.8986,0.8248
376295,0.0238,-0.8982,0.8102
376312,0.0210,-0.8987,0.7855
376329,0.0172,-0.9000,0.7511
376351,0.0125,-0.9023,0.7076
376434,-0.0206,-0.9263,0.3939
376479,-0.0426,-0.9464,0.1761
376504,-0.0554,-0.9596,0.0403
376528,-0.0610,-0.9656,-0.0219
376548,-0.0659,-0.9712,-0.0789
376590,-0.0767,-0.9845,-0.2152
376613,-0.0790,-0.9878,-0.2480
376637,-0.0815,-0.9926,-0.2952
376739,-0.0767,-0.9944,-0.3085
376787,-0.0698,-0.9902,-0.2688
376812,-0.0671,-0.9885,-0.2526
376835,-0.0645,-0.9867,-0.2357
376857,-0.0591,-0.9829,-0.2019
376874,-0.0565,-0.9811,-0.1858
376897,-0.0542,-0.9794,-0.1705
376919,-0.0520,-0.9778,-0.1565
376936,-0.0500,-0.9764,-0.1438
376954,-0.0468,-0.9746,-0.1228
377032,-0.0437,-0.9745,-0.0999
377061,-0.0435,-0.9756,-0.0968
377083,-0.0436,-0.9763,-0.0969
377105,-0.0437,-0.9771,-0.0980
377127,-0.0441,-0.9784,-0.1021
377150,-0.0443,-0.9789,-0.1049
377187,-0.0448,-0.9792,-0.1107
377210,-0.0455,-0.9790,-0.1165
377235,-0.0459,-0.9786,-0.1191
377257,-0.0463,-0.9783,-0.1215
377319,-0.0476,-0.9769,-0.1279
377337,-0.0477,-0.9768,-0.1287
377362,-0.0481,-0.9767,-0.1290
377385,-0.0481,-0.9768,-0.1287
377428,-0.0485,-0.9773,-0.1260
377451,-0.0486,-0.9774,-0.1246
377468,-0.0487,-0.9777,-0.1230
377490,-0.0490,-0.9778,-0.1212
377512,-0.0493,-0.9781,-0.1176
377529,-0.0496,-0.9783,-0.1156
377552,-0.0497,-0.9784,-0.1138
377639,-0.0505,-0.9786,-0.1063
377666,-0.0507,-0.9785,-0.1046
377687,-0.0507,-0.9784,-0.1040
377711,-0.0504,-0.9783,-0.1034
377733,-0.0502,-0.9781,-0.1031
377756,-0.0498,-0.9780,-0.1030
377808,-0.0485,-0.9777,-0.1023
377833,-0.0474,-0.9773,-0.1010
377856,-0.0468,-0.9772,-0.1000
377951,-0.0428,-0.9777,-0.0780
377976,-0.0421,-0.9778,-0.0688
377997,-0.0402,-0.9773,-0.0432
378017,-0.0388,-0.9764,-0.0262
378045,-0.0348,-0.9735,0.0165
378068,-0.0321,-0.9712,0.0424
378093,-0.0288,-0.9684,0.0714
378115,-0.0211,-0.9614,0.1384
378144,-0.0166,-0.9574,0.1761
378166,-0.0068,-0.9489,0.2585
378256,0.0189,-0.9279,0.4889
378287,0.0295,-0.9200,0.5829
378310,0.0350,-0.9160,0.6287
378327,0.0404,-0.9117,0.6733
378349,0.0509,-0.9023,0.7567
378371,0.0558,-0.8970,0.7937
378388,0.0602,-0.8910,0.8257
378411,0.0640,-0.8848,0.8506
378433,0.0690,-0.8735,0.8717
378450,0.0702,-0.8700,0.8647
378468,0.0703,-0.8687,0.8452
378537,0.0613,-0.8883,0.6476
378582,0.0448,-0.9149,0.4114
378604,0.0381,-0.9243,0.3254
378621,0.0311,-0.9335,0.2391
378644,0.0239,-0.9424,0.1541
378668,0.0096,-0.9581,-0.0067
378696,0.0026,-0.9646,-0.0807
378718,-0.0111,-0.9752,-0.2135
378752,-0.0238,-0.9839,-0.3235
378775,-0.0297,-0.9880,-0.3690
378853,-0.0518,-1.0068,-0.4911
378879,-0.0544,-1.0092,-0.4945
378901,-0.0579,-1.0116,-0.4827
378964,-0.0583,-1.0101,-0.4276
378986,-0.0562,-1.0060,-0.3745
379008,-0.0543,-1.0031,-0.3453
379029,-0.0521,-0.9999,-0.3154
379051,-0.0494,-0.9963,-0.2853
379072,-0.0435,-0.9891,-0.2269
379168,-0.0288,-0.9747,-0.1121
379196,-0.0247,-0.9713,-0.0834
379216,-0.0231,-0.9700,-0.0729
379239,-0.0209,-0.9685,-0.0596
379262,-0.0203,-0.9681,-0.0562
379286,-0.0198,-0.9680,-0.0548
379321,-0.0193,-0.9690,-0.0599
379340,-0.0193,-0.9697,-0.0638
379364,-0.0194,-0.9707,-0.0684
379386,-0.0194,-0.9718,-0.0732
379469,-0.0199,-0.9774,-0.0967
