timestamp,acc_x,acc_y,acc_z
870004,0.0157,-0.9613,-0.0017
871923,0.0164,-0.9677,-0.0016
872095,0.0162,-0.9674,-0.0016
872115,0.0162,-0.9674,-0.0017
872139,0.0162,-0.9674,-0.0017
872162,0.0162,-0.9674,-0.0017
872188,0.0162,-0.9674,-0.0017
872211,0.0161,-0.9674,-0.0018
872447,0.0162,-0.9673,-0.0018
872473,0.0164,-0.9673,-0.0018
872496,0.0164,-0.9674,-0.0018
872520,0.0164,-0.9674,-0.0018
872572,0.0164,-0.9674,-0.0017
872589,0.0164,-0.9674,-0.0017
872612,0.0164,-0.9675,-0.0017
872634,0.0164,-0.9675,-0.0017
872651,0.0164,-0.9675,-0.0017
872668,0.0164,-0.9675,-0.0017
872691,0.0164,-0.9675,-0.0017
872723,0.0164,-0.9677,-0.0017
872746,0.0164,-0.9677,-0.0018
872770,0.0164,-0.9677,-0.0018
872793,0.0164,-0.9677,-0.0018
872815,0.0164,-0.9677,-0.0018
873171,0.0164,-0.9674,-0.0021
873255,0.0164,-0.9674,-0.0018
873272,0.0164,-0.9674,-0.0017
873295,0.0164,-0.9675,-0.0018
873317,0.0164,-0.9675,-0.0020
873334,0.0164,-0.9675,-0.0021
873356,0.0164,-0.9675,-0.0022
873381,0.0165,-0.9677,-0.0024
873407,0.0165,-0.9677,-0.0027
873430,0.0165,-0.9678,-0.0027
873453,0.0165,-0.9678,-0.0027
873475,0.0165,-0.9678,-0.0026
873760,0.0167,-0.9677,-0.0015
873788,0.0167,-0.9677,-0.0015
873804,0.0167,-0.9677,-0.0015
873826,0.0168,-0.9675,-0.0013
873849,0.0168,-0.9675,-0.0013
873869,0.0168,-0.9675,-0.0013
873892,0.0168,-0.9675,-0.0013
873909,0.0170,-0.9675,-0.0013
873931,0.0170,-0.9674,-0.0013
873953,0.0170,-0.9674,-0.0013
873970,0.0170,-0.9674,-0.0015
873993,0.0170,-0.9674,-0.0015
874015,0.0170,-0.9674,-0.0015
874041,0.0170,-0.9674,-0.0016
874064,0.0170,-0.9674,-0.0016
874088,0.0168,-0.9674,-0.0017
874475,0.0172,-0.9672,-0.0016
874538,0.0173,-0.9673,-0.0016
874555,0.0175,-0.9673,-0.0016
874578,0.0176,-0.9674,-0.0016
874600,0.0177,-0.9674,-0.0016
874617,0.0178,-0.9674,-0.0016
874639,0.0179,-0.9674,-0.0016
874662,0.0181,-0.9674,-0.0016
874679,0.0181,-0.9674,-0.0017
874696,0.0182,-0.9674,-0.0017
874718,0.0182,-0.9674,-0.0018
874751,0.0183,-0.9674,-0.0020
874773,0.0184,-0.9675,-0.0021
875118,0.0189,-0.9678,-0.0024
