sys_ms,nmea_ms,nmea
265851,29612200,$GNGGA,081332.20,3158.57447998,N,12052.63237495,E,76,27,173,17,88,36,278,23,1*79
265908,29612400,$GNGGA,081332.40,3158.57447442,N,12052.63236975,E,5,11,1.9,26.6565,M,8.6097,M,1.4,0*6B
265911,29612500,$GNGGA,081332.50,3158.57448242,N,12052.63236714,E,5,10,2.0,26.6738,M,8.6097,M,1.5,0*6,251,30,60,30,236,34,59,,,29,1*44
265953,29612600,$GNGGA,081332.60,3158.57448342,N,12052.63236458,E,5,10,2.0,26.6628,M,8.6097,M,0.6,0*61
265955,29612600,$GNVTG,136.001,T,142.575,M,0.21696,N,0.40182,K,D*38
265957,29612800,$GNGGA,081332.80,3158.57448171,N,12052.63236604,E,5,10,2.0,26.6541,M,8.6097,M,0.8,0*64
265958,29612800,$GNVTG,136.827,T,143.401,M,0.21537,N,0.39887,K,D*3D
266011,29613100,$GNGGA,081333.10,3158.57448085,N,12052.63236312,E,5,10,2.0,26.6662,M,8.6097,M,1.1,0*6E
266012,29613100,$GNVTG,135.703,T,142.277,M,0.23375,N,0.43291,K,D*33
266054,29617500,$GNGGA,081337.50,3158.57447913,N,12052.63239964,E,4,15,1.1,26.2634,M,8.6097,M,0.5,0*67
266055,29617500,$GNVTG,147.614,T,154.189,M,0.19490,N,0.36095,K,D*35
266465,29617600,$GNGGA,081337.60,3158.57447909,N,12052.63239955,E,4,15,1.1,26.2727,M,8.6097,M,0.6,0*6D
266468,29617700,$GNGGA,081337.70,3158.57447538,N,12052.63240260,E,4,15,1.1,26.2689,M,8.6097,M,0.7,0*65
266469,29617700,$GNVTG,153.902,T,160.477,M,0.14199,N,0.26297,K,D*3B
266512,29617800,$GNGGA,081337.80,3158.57447562,N,12052.63240358,E,4,15,1.1,26.2704,M,8.6097,M,0.8,0*64
266514,29617900,$GNGGA,081337.90,3158.57447658,N,12052.63240295,E,4,15,1.1,26.2778,M,8.6097,M,0.9,0*65
266516,29617900,$GNVTG,176.605,T,183.179,M,0.10004,N,0.18527,K,D*32
266790,29618000,$GNGGA,081338.00,3158.57447667,N,12052.63240348,E,4,15,1.1,26.2727,M,8.6097,M,1.0,0*6C
266791,29618000,$GNVTG,191.130,T,197.704,M,0.08229,N,0.15241,K,D*3D
267086,29618200,$GNGGA,081338.20,3158.57447993,N,12052.63239504,E,4,15,1.1,26.2612,M,8.6097,M,1.2,0*6F
267087,29618200,$GNVTG,262.381,T,268.956,M,0.08692,N,0.16097,K,D*3E
267384,29618300,$GNGGA,081338.30,3158.57448114,N,12052.63239341,E,4,15,1.1,26.2692,M,8.6097,M,1.3,0*68
267386,29618300,$GNVTG,265.220,T,271.795,M,0.10518,N,0.19479,K,D*39
267388,29618400,$GNGGA,081338.40,3158.57447963,N,12052.63239637,E,4,15,1.1,26.2769,M,8.6097,M,1.4,0*6E
267390,29618400,$GNVTG,267.624,T,274.198,M,0.10966,N,0.20310,K,D*32
