010,0.00,0.00,0.0,--,0.00,0.0,1,0.0000000,0.0000000,2026-03-02 20:19:44.959
010,0.00,0.00,8.0,--,0.00,18.1,2,0.0000000,0.0000000,2026-03-02 20:19:52.918
010,0.00,0.00,9.7,--,0.00,8.6,3,0.0000000,0.0000000,2026-03-02 20:19:54.660
010,0.00,0.00,11.3,--,0.00,32.4,4,0.0000000,0.0000000,2026-03-02 20:19:56.277
010,0.00,0.00,12.2,--,0.00,35.9,5,0.0000000,0.0000000,2026-03-02 20:19:57.150
010,0.00,0.00,16.7,--,0.00,16.9,6,0.0000000,0.0000000,2026-03-02 20:20:01.637
010,0.00,0.00,18.6,--,0.00,33.2,7,0.0000000,0.0000000,2026-03-02 20:20:03.519
010,0.00,0.00,20.3,--,0.00,32.8,8,0.0000000,0.0000000,2026-03-02 20:20:05.244
010,0.00,0.00,25.8,--,0.00,10.8,9,0.0000000,0.0000000,2026-03-02 20:20:10.798
010,0.00,0.00,27.6,--,0.00,36.3,10,0.0000000,0.0000000,2026-03-02 20:20:12.583
010,0.00,0.00,29.6,--,0.00,34.5,11,0.0000000,0.0000000,2026-03-02 20:20:14.555
010,0.00,0.00,34.8,--,0.00,19.2,12,0.0000000,0.0000000,2026-03-02 20:20:19.785
