010,0.00,0.00,0.0,75:45.5,0.11,0.0,1,31.9779057,120.9097800,2026-03-02 21:34:41.818
010,2.11,2.11,4.1,30:51.9,0.27,14.7,2,31.9779078,120.9098022,2026-03-02 21:34:45.900
010,2.01,4.12,7.4,06:46.5,1.23,18.3,3,31.9779111,120.9098231,2026-03-02 21:34:49.185
010,0.41,4.53,7.2,26:52.9,0.31,32.1,4,31.9779119,120.9098273,2026-03-02 21:34:49.039
010,1.95,6.48,10.5,07:47.3,1.07,18.1,5,31.9779154,120.9098476,2026-03-02 21:34:52.349
010,1.33,7.81,11.3,08:40.8,0.96,80.8,6,31.9779183,120.9098613,2026-03-02 21:34:53.092
010,1.57,9.38,14.8,34:43.3,0.24,17.2,7,31.9779207,120.9098777,2026-03-02 21:34:56.584
010,1.99,11.37,16.3,09:03.5,0.92,39.7,8,31.9779236,120.9098985,2026-03-02 21:34:58.095
010,0.32,11.69,18.1,18:07.0,0.46,32.4,9,31.9779241,120.9099018,2026-03-02 21:34:59.947
010,1.16,12.85,19.9,18:56.4,0.44,34.7,10,31.9779257,120.9099139,2026-03-02 21:35:01.676
010,1.10,13.95,21.6,18:31.1,0.45,33.9,11,31.9779264,120.9099255,2026-03-02 21:35:03.448
010,1.19,15.14,22.3,29:45.7,0.28,94.8,12,31.9779276,120.9099380,2026-03-02 21:35:04.081
010,1.69,16.83,25.8,08:51.9,0.94,17.0,13,31.9779167,120.9099505,2026-03-02 21:35:07.605
010,0.28,17.11,26.7,34:43.3,0.24,65.4,14,31.9779143,120.9099514,2026-03-02 21:35:08.522
010,0.97,18.08,28.4,20:19.5,0.41,34.7,15,31.9779065,120.9099467,2026-03-02 21:35:10.251
010,1.10,19.18,29.2,17:43.8,0.47,75.3,16,31.9778997,120.9099383,2026-03-02 21:35:11.048
010,1.71,20.89,32.4,08:35.5,0.97,19.0,17,31.9778910,120.9099233,2026-03-02 21:35:14.209
010,0.38,21.27,33.4,64:06.2,0.13,59.2,18,31.9778884,120.9099207,2026-03-02 21:35:15.222
010,1.13,22.40,35.4,19:22.8,0.43,30.0,19,31.9778833,120.9099103,2026-03-02 21:35:17.223
010,1.86,24.26,37.8,14:22.1,0.58,25.5,20,31.9778794,120.9098911,2026-03-02 21:35:19.576
010,0.28,24.54,38.7,26:52.9,0.31,61.7,21,31.9778781,120.9098886,2026-03-02 21:35:20.549
010,0.91,25.45,40.5,34:43.3,0.24,34.7,22,31.9778768,120.9098791,2026-03-02 21:35:22.279
010,1.05,26.50,41.2,30:51.9,0.27,82.3,23,31.9778745,120.9098683,2026-03-02 21:35:23.008
010,1.11,27.61,44.0,20:19.5,0.41,21.2,24,31.9778725,120.9098568,2026-03-02 21:35:25.838
010,1.64,29.25,46.4,14:07.5,0.59,24.9,25,31.9778721,120.9098394,2026-03-02 21:35:28.248
010,0.98,30.23,47.3,13:39.7,0.61,70.8,26,31.9778707,120.9098291,2026-03-02 21:35:29.095
010,0.81,31.04,49.9,13:39.7,0.61,23.2,27,31.9778695,120.9098206,2026-03-02 21:35:31.679
010,0.89,31.93,51.5,07:43.0,1.08,36.5,28,31.9778684,120.9098113,2026-03-02 21:35:33.325
