timestamp,acc_x,acc_y,acc_z
66943,0.3175,-0.8926,-0.1512
66992,0.3167,-0.8940,-0.1522
66992,0.3167,-0.8940,-0.1522
67000,0.3165,-0.8943,-0.1523
67000,0.3165,-0.8943,-0.1523
67008,0.3165,-0.8945,-0.1523
67008,0.3165,-0.8945,-0.1523
67018,0.3164,-0.8947,-0.1523
67018,0.3164,-0.8947,-0.1523
67025,0.3164,-0.8949,-0.1523
67025,0.3164,-0.8949,-0.1523
67033,0.3164,-0.8950,-0.1523
67033,0.3164,-0.8950,-0.1523
67041,0.3164,-0.8951,-0.1522
67041,0.3164,-0.8951,-0.1522
67049,0.3164,-0.8951,-0.1521
67049,0.3164,-0.8951,-0.1521
67057,0.3164,-0.8953,-0.1520
67057,0.3164,-0.8953,-0.1520
67065,0.3164,-0.8953,-0.1520
67065,0.3164,-0.8953,-0.1520
67073,0.3165,-0.8953,-0.1519
67073,0.3165,-0.8953,-0.1519
67083,0.3165,-0.8951,-0.1519
67083,0.3165,-0.8951,-0.1519
67091,0.3167,-0.8951,-0.1517
67091,0.3167,-0.8951,-0.1517
67099,0.3167,-0.8950,-0.1517
67099,0.3167,-0.8950,-0.1517
67107,0.3168,-0.8950,-0.1516
67107,0.3168,-0.8950,-0.1516
67115,0.3169,-0.8949,-0.1516
67115,0.3169,-0.8949,-0.1516
67123,0.3169,-0.8948,-0.1516
67123,0.3169,-0.8948,-0.1516
67131,0.3170,-0.8947,-0.1515
67131,0.3170,-0.8947,-0.1515
67139,0.3173,-0.8945,-0.1515
67139,0.3173,-0.8945,-0.1515
67149,0.3174,-0.8943,-0.1514
67149,0.3174,-0.8943,-0.1514
67160,0.3175,-0.8942,-0.1514
67160,0.3175,-0.8942,-0.1514
67168,0.3176,-0.8940,-0.1512
67168,0.3176,-0.8940,-0.1512
67176,0.3177,-0.8939,-0.1512
67176,0.3177,-0.8939,-0.1512
67184,0.3179,-0.8938,-0.1512
67184,0.3179,-0.8938,-0.1512
67192,0.3180,-0.8937,-0.1511
67192,0.3180,-0.8937,-0.1511
67200,0.3181,-0.8936,-0.1511
67200,0.3181,-0.8936,-0.1511
67252,0.3185,-0.8929,-0.1516
67252,0.3185,-0.8929,-0.1516
67262,0.3185,-0.8928,-0.1517
67262,0.3185,-0.8928,-0.1517
67273,0.3185,-0.8928,-0.1517
67273,0.3185,-0.8928,-0.1517
67281,0.3185,-0.8928,-0.1517
67281,0.3185,-0.8928,-0.1517
67289,0.3185,-0.8928,-0.1517
67289,0.3185,-0.8928,-0.1517
67297,0.3185,-0.8928,-0.1517
67297,0.3185,-0.8928,-0.1517
67305,0.3185,-0.8928,-0.1517
67305,0.3185,-0.8928,-0.1517
67313,0.3186,-0.8928,-0.1517
67313,0.3186,-0.8928,-0.1517
67321,0.3186,-0.8927,-0.1516
67321,0.3186,-0.8927,-0.1516
67329,0.3186,-0.8927,-0.1516
67329,0.3186,-0.8927,-0.1516
67339,0.3187,-0.8927,-0.1516
67339,0.3187,-0.8927,-0.1516
67347,0.3187,-0.8927,-0.1516
67347,0.3187,-0.8927,-0.1516
67355,0.3187,-0.8927,-0.1516
67355,0.3187,-0.8927,-0.1516
67365,0.3188,-0.8927,-0.1516
67365,0.3188,-0.8927,-0.1516
67373,0.3188,-0.8926,-0.1515
67373,0.3188,-0.8926,-0.1515
67381,0.3188,-0.8926,-0.1515
67381,0.3188,-0.8926,-0.1515
67389,0.3188,-0.8926,-0.1515
67389,0.3188,-0.8926,-0.1515
67397,0.3188,-0.8925,-0.1515
67397,0.3188,-0.8925,-0.1515
67425,0.3188,-0.8922,-0.1514
67425,0.3188,-0.8922,-0.1514
67432,0.3188,-0.8922,-0.1514
67440,0.3188,-0.8922,-0.1514
67448,0.3188,-0.8921,-0.1515
67448,0.3188,-0.8921,-0.1515
67456,0.3188,-0.8921,-0.1515
67456,0.3188,-0.8921,-0.1515
67464,0.3188,-0.8921,-0.1516
67464,0.3188,-0.8921,-0.1516
67474,0.3187,-0.8920,-0.1519
67474,0.3187,-0.8920,-0.1519
