timestamp,acc_x,acc_y,acc_z
2343116,0.3097,-0.9369,-0.0920
2343205,0.3040,-0.9355,-0.0972
2343215,0.3032,-0.9353,-0.0980
2343231,0.3019,-0.9349,-0.1003
2343247,0.3007,-0.9346,-0.1034
2343263,0.2997,-0.9341,-0.1075
2343281,0.2988,-0.9335,-0.1128
2343297,0.2982,-0.9330,-0.1191
2343313,0.2976,-0.9325,-0.1266
2343331,0.2970,-0.9320,-0.1348
2343367,0.2958,-0.9309,-0.1520
2343383,0.2950,-0.9307,-0.1599
2343399,0.2944,-0.9308,-0.1667
2343417,0.2936,-0.9316,-0.1743
2343453,0.2926,-0.9335,-0.1785
2343469,0.2922,-0.9343,-0.1782
2343479,0.2921,-0.9347,-0.1776
2343490,0.2920,-0.9352,-0.1755
2343506,0.2917,-0.9354,-0.1742
2343522,0.2914,-0.9355,-0.1713
2343533,0.2910,-0.9355,-0.1680
2343579,0.2896,-0.9349,-0.1615
2343595,0.2892,-0.9349,-0.1600
2343605,0.2891,-0.9349,-0.1593
2343621,0.2892,-0.9349,-0.1592
2343638,0.2896,-0.9349,-0.1594
2343653,0.2898,-0.9348,-0.1597
2343671,0.2903,-0.9344,-0.1604
2343685,0.2903,-0.9342,-0.1608
2343701,0.2900,-0.9338,-0.1613
2343717,0.2896,-0.9333,-0.1619
2343791,0.2859,-0.9327,-0.1647
2343810,0.2850,-0.9332,-0.1663
2343826,0.2845,-0.9336,-0.1675
2343837,0.2844,-0.9338,-0.1682
2343853,0.2843,-0.9342,-0.1697
2343863,0.2844,-0.9344,-0.1704
2343878,0.2848,-0.9349,-0.1719
2343894,0.2858,-0.9357,-0.1732
2343910,0.2874,-0.9369,-0.1744
2343927,0.2899,-0.9386,-0.1754
2343937,0.2914,-0.9396,-0.1759
2343953,0.2949,-0.9418,-0.1765
2343969,0.2987,-0.9437,-0.1768
2343985,0.3020,-0.9451,-0.1765
2344014,0.3065,-0.9451,-0.1741
2344029,0.3070,-0.9446,-0.1733
2344065,0.3063,-0.9397,-0.1716
2344075,0.3057,-0.9386,-0.1720
2344091,0.3043,-0.9366,-0.1737
2344102,0.3037,-0.9360,-0.1752
2344118,0.3025,-0.9360,-0.1792
2344136,0.3010,-0.9396,-0.1885
2344151,0.3003,-0.9415,-0.1924
2344167,0.2981,-0.9458,-0.2009
2344183,0.2942,-0.9498,-0.2098
2344219,0.2733,-0.9536,-0.2306
2344235,0.2605,-0.9514,-0.2372
2344251,0.2457,-0.9475,-0.2424
2344269,0.2292,-0.9423,-0.2462
2344285,0.2119,-0.9363,-0.2484
2344301,0.1942,-0.9301,-0.2491
2344317,0.1770,-0.9237,-0.2487
2344335,0.1610,-0.9174,-0.2472
2344368,0.1359,-0.9056,-0.2444
2344378,0.1313,-0.9028,-0.2446
2344389,0.1277,-0.8977,-0.2472
2344418,0.1216,-0.8903,-0.2590
2344434,0.1227,-0.8853,-0.2734
2344450,0.1249,-0.8796,-0.2933
2344460,0.1260,-0.8765,-0.3053
2344476,0.1273,-0.8685,-0.3326
2344492,0.1261,-0.8578,-0.3636
2344508,0.1212,-0.8434,-0.3969
2344526,0.1119,-0.8245,-0.4310
2344542,0.0979,-0.8005,-0.4653
2344558,0.0802,-0.7720,-0.4994
2344574,0.0605,-0.7396,-0.5332
2344585,0.0507,-0.6912,-0.5662
2344631,0.0090,-0.6201,-0.6393
2344677,0.0199,-0.5676,-0.6956
2344687,0.0275,-0.5677,-0.7013
2344698,0.0365,-0.5707,-0.7059
2344713,0.0576,-0.5850,-0.7125
2344729,0.0802,-0.6088,-0.7156
2344745,0.1014,-0.6394,-0.7162
2344755,0.1107,-0.6560,-0.7159
2344771,0.1254,-0.6896,-0.7156
2344789,0.1343,-0.7213,-0.7168
2344805,0.1372,-0.7491,-0.7213
2344842,0.1213,-0.7911,-0.7533
2344859,0.1083,-0.7952,-0.7732
2344867,0.1010,-0.7948,-0.7838
2344887,0.0854,-0.7902,-0.8053
2344903,0.0701,-0.7821,-0.8251
2344918,0.0560,-0.7723,-0.8413
2344933,0.0442,-0.7620,-0.8525
2344975,0.0271,-0.7371,-0.8552
2344993,0.0251,-0.7285,-0.8463
2345005,0.0256,-0.7211,-0.8329
2345034,0.0291,-0.7117,-0.8065
2345050,0.0320,-0.7057,-0.7871
2345066,0.0350,-0.6997,-0.7677
2345076,0.0375,-0.6936,-0.7495
2345091,0.0385,-0.6906,-0.7411
2345107,0.0398,-0.6848,-0.7262
2345123,0.0402,-0.6796,-0.7140
2345141,0.0392,-0.6729,-0.7014
2345157,0.0386,-0.6709,-0.6967
2345170,0.0366,-0.6674,-0.6953
2345186,0.0344,-0.6642,-0.6945
2345196,0.0332,-0.6628,-0.6948
2345225,0.0284,-0.6591,-0.6990
2345240,0.0267,-0.6595,-0.7004
2345280,0.0258,-0.6709,-0.6921
2345290,0.0262,-0.6748,-0.6880
2345306,0.0281,-0.6838,-0.6780
2345322,0.0305,-0.6936,-0.6664
2345333,0.0321,-0.6985,-0.6605
2345351,0.0352,-0.7074,-0.6489
2345367,0.0380,-0.7144,-0.6392
2345383,0.0400,-0.7183,-0.6326
2345401,0.0410,-0.7185,-0.6310
2345438,0.0398,-0.7019,-0.6560
2345454,0.0387,-0.6897,-0.6790
2345470,0.0377,-0.6755,-0.7081
2345480,0.0374,-0.6681,-0.7242
2345496,0.0364,-0.6532,-0.7578
2345512,0.0355,-0.6393,-0.7898
2345528,0.0349,-0.6277,-0.8168
2345546,0.0347,-0.6199,-0.8356
2345590,0.0394,-0.6227,-0.8256
2345646,0.0662,-0.6829,-0.7184
2345662,0.0779,-0.7086,-0.6677
2345678,0.0911,-0.7366,-0.6132
2345694,0.1056,-0.7659,-0.5573
2345710,0.1215,-0.7965,-0.5032
2345726,0.1385,-0.8285,-0.4537
2345736,0.1473,-0.8450,-0.4316
2345752,0.1655,-0.8788,-0.3936
2345768,0.1833,-0.9136,-0.3635
2345784,0.2000,-0.9486,-0.3406
