sys_ms,acc_x,acc_y,acc_z
265674,-0.0205,-0.9733,0.0281
266148,-0.0194,-0.9688,0.0331
266199,-0.0193,-0.9692,0.0338
266221,-0.0192,-0.9695,0.0341
266243,-0.0190,-0.9696,0.0343
266263,-0.0189,-0.9697,0.0345
266287,-0.0186,-0.9698,0.0352
266310,-0.0183,-0.9700,0.0354
266332,-0.0179,-0.9700,0.0358
266349,-0.0178,-0.9701,0.0358
266366,-0.0177,-0.9701,0.0358
266389,-0.0176,-0.9701,0.0356
266428,-0.0173,-0.9701,0.0350
266451,-0.0172,-0.9701,0.0344
266545,-0.0172,-0.9701,0.0337
266565,-0.0172,-0.9701,0.0337
266587,-0.0172,-0.9700,0.0337
266610,-0.0173,-0.9700,0.0336
266634,-0.0175,-0.9700,0.0333
266657,-0.0175,-0.9700,0.0332
266677,-0.0176,-0.9701,0.0330
266694,-0.0177,-0.9701,0.0328
266716,-0.0177,-0.9701,0.0327
266738,-0.0179,-0.9702,0.0325
266755,-0.0181,-0.9702,0.0323
266819,-0.0183,-0.9705,0.0319
266864,-0.0184,-0.9705,0.0319
266889,-0.0184,-0.9705,0.0321
266912,-0.0184,-0.9705,0.0322
266934,-0.0184,-0.9705,0.0323
266951,-0.0184,-0.9705,0.0328
266968,-0.0184,-0.9703,0.0331
266987,-0.0183,-0.9703,0.0333
267011,-0.0183,-0.9702,0.0336
267033,-0.0182,-0.9702,0.0338
267055,-0.0181,-0.9701,0.0343
267159,-0.0179,-0.9698,0.0354
267177,-0.0181,-0.9698,0.0355
267199,-0.0181,-0.9697,0.0355
267221,-0.0182,-0.9697,0.0354
267240,-0.0183,-0.9697,0.0353
267263,-0.0184,-0.9698,0.0352
267285,-0.0184,-0.9698,0.0349
267321,-0.0188,-0.9700,0.0343
267343,-0.0188,-0.9700,0.0342
267360,-0.0189,-0.9700,0.0339
267454,-0.0192,-0.9701,0.0337
267482,-0.0192,-0.9701,0.0337
267505,-0.0192,-0.9702,0.0339
267529,-0.0192,-0.9702,0.0339
267552,-0.0190,-0.9702,0.0341
267574,-0.0190,-0.9702,0.0342
267591,-0.0190,-0.9702,0.0342
267614,-0.0189,-0.9702,0.0342
267636,-0.0189,-0.9702,0.0342
267663,-0.0189,-0.9702,0.0342
267756,-0.0190,-0.9702,0.0342
267784,-0.0190,-0.9702,0.0342
267807,-0.0190,-0.9702,0.0342
267831,-0.0190,-0.9702,0.0342
267854,-0.0192,-0.9702,0.0342
267878,-0.0192,-0.9701,0.0342
267927,-0.0192,-0.9701,0.0339
267952,-0.0192,-0.9701,0.0339
267973,-0.0192,-0.9701,0.0338
268051,-0.0192,-0.9701,0.0334
268069,-0.0192,-0.9701,0.0334
268086,-0.0192,-0.9700,0.0333
268108,-0.0190,-0.9700,0.0332
268141,-0.0190,-0.9700,0.0332
268163,-0.0190,-0.9700,0.0332
268189,-0.0190,-0.9700,0.0332
268211,-0.0190,-0.9700,0.0332
268234,-0.0190,-0.9700,0.0333
268258,-0.0190,-0.9700,0.0334
268280,-0.0190,-0.9700,0.0337
268375,-0.0189,-0.9695,0.0349
268413,-0.0190,-0.9692,0.0352
268436,-0.0192,-0.9692,0.0352
268453,-0.0193,-0.9691,0.0352
268475,-0.0194,-0.9690,0.0352
268492,-0.0195,-0.9690,0.0352
268524,-0.0199,-0.9690,0.0349
268547,-0.0203,-0.9691,0.0345
268572,-0.0205,-0.9692,0.0344
268594,-0.0208,-0.9696,0.0339
268671,-0.0212,-0.9705,0.0326
268688,-0.0214,-0.9707,0.0322
268711,-0.0215,-0.9711,0.0316
268733,-0.0215,-0.9712,0.0312
268759,-0.0216,-0.9713,0.0310
268782,-0.0216,-0.9714,0.0305
268807,-0.0216,-0.9716,0.0304
268829,-0.0216,-0.9716,0.0303
268851,-0.0216,-0.9714,0.0303
268868,-0.0216,-0.9714,0.0304
268891,-0.0215,-0.9713,0.0305
268988,-0.0212,-0.9706,0.0319
269029,-0.0211,-0.9703,0.0326
269049,-0.0211,-0.9702,0.0327
269072,-0.0211,-0.9702,0.0330
269093,-0.0211,-0.9701,0.0331
269110,-0.0211,-0.9701,0.0332
269134,-0.0211,-0.9701,0.0334
269157,-0.0211,-0.9703,0.0334
269181,-0.0212,-0.9712,0.0336
